"codeSystemVersion","instanceType","codeSystem","id","decode","code","uuid:ID"
"","Code","NCI Thesaurus","Code_296","Biospecimen Type","C70713","0fa25283-4d12-4c89-970c-9242337cbcf5"
"","Code","NCI Thesaurus","Code_292","Alanine Aminotransferase Measurement","C64433","44390d97-7522-405d-ac6a-ba3af1c89f52"
"","Code","NCI Thesaurus","Code_298","Laboratory Test Result","C36292","ea3a1670-eda9-4b9d-9aa8-fd4595d4e641"
"","Code","NCI Thesaurus","Code_299","Laboratory Test Fasting Status","C83309","02683245-757c-4919-a926-b5043baf891e"
"","Code","NCI Thesaurus","Code_300","Unit of Concentration","C48207","cbbbe27c-1b7b-406c-ab8e-ffeecadca485"
"","Code","NCI Thesaurus","Code_301","Biospecimen Type","C70713","8e34db87-9612-461f-9e43-2e86b77295e6"
"","Code","NCI Thesaurus","Code_297","Albumin Measurement","C64431","118f07fc-06b3-4df6-b207-90be25280b0a"
"","Code","NCI Thesaurus","Code_303","Laboratory Test Result","C36292","beb2761d-2fbe-4792-95f4-e32baa055fe0"
"","Code","NCI Thesaurus","Code_304","Laboratory Test Fasting Status","C83309","bc4b8109-e89c-48a6-a2c9-8cbb6dc50597"
"","Code","NCI Thesaurus","Code_305","Unit of Catalytic Activity Concentration","C67365","4d12f457-dc7d-4f23-b47b-c9ddae289ff7"
"","Code","NCI Thesaurus","Code_306","Biospecimen Type","C70713","e4e1898f-084f-4797-af8a-dc52d92b5129"
"","Code","NCI Thesaurus","Code_302","Alkaline Phosphatase Measurement","C64432","34397d56-b580-4b21-9f8c-d779d131971c"
"","Code","NCI Thesaurus","Code_308","Laboratory Test Result","C36292","3ed02ec4-04b5-4817-95b9-1fb7720f2465"
"","Code","NCI Thesaurus","Code_309","Laboratory Test Fasting Status","C83309","168aa8e0-8772-43a1-968e-65b9a907418f"
"","Code","NCI Thesaurus","Code_310","Unit of Catalytic Activity Concentration","C67365","487c8f48-3a38-455e-9a5e-cc3943e2ab01"
"","Code","NCI Thesaurus","Code_311","Biospecimen Type","C70713","6f5c1235-b18f-44e0-bd72-a8330790e594"
"","Code","NCI Thesaurus","Code_307","Aspartate Aminotransferase Measurement","C64467","e5052f2d-4ecc-422b-8623-c862dbfd09d3"
"","Code","NCI Thesaurus","Code_313","Laboratory Test Result","C36292","c6a1d9f9-da6a-455b-922e-e1bb98049d9f"
"","Code","NCI Thesaurus","Code_314","Laboratory Test Fasting Status","C83309","84128cfc-c678-462a-b929-5663f7474b2f"
"","Code","NCI Thesaurus","Code_315","Unit of Concentration","C48207","99cfb8f5-6404-42f2-8ecf-a92d84547671"
"","Code","NCI Thesaurus","Code_316","Biospecimen Type","C70713","965ed17a-3403-4031-8ffc-7af4cf573c1f"
"","Code","NCI Thesaurus","Code_312","Creatinine Measurement","C64547","e8598da8-b026-40aa-ab37-75c2953fc259"
"","Code","NCI Thesaurus","Code_318","Laboratory Test Result","C36292","38d51747-bd8e-40c0-ad37-df84240dc10c"
"","Code","NCI Thesaurus","Code_319","Laboratory Test Fasting Status","C83309","d42cd059-78f6-4336-93c4-b440c5b22a9c"
"","Code","NCI Thesaurus","Code_320","Molarity Unit","C64567","22b41675-459e-4828-a327-ad4c7c4f7930"
"","Code","NCI Thesaurus","Code_321","Biospecimen Type","C70713","2f3b5e76-74d0-44b3-889a-e93e2704e968"
"","Code","NCI Thesaurus","Code_317","Potassium Measurement","C64853","541f167e-e389-44c3-ac15-f49a322a1eec"
"","Code","NCI Thesaurus","Code_323","Laboratory Test Result","C36292","37f6bd5b-9375-4459-abe0-17b3e2587801"
"","Code","NCI Thesaurus","Code_324","Laboratory Test Fasting Status","C83309","a47a94f8-4eae-4e4d-8420-42661bec6138"
"","Code","NCI Thesaurus","Code_325","Molarity Unit","C64567","6683bc33-221f-4930-8856-7f6a6718522c"
"","Code","NCI Thesaurus","Code_326","Biospecimen Type","C70713","f6e5bd65-2e5b-45b4-bb55-36956aa61286"
"","Code","NCI Thesaurus","Code_322","Sodium Measurement","C64809","ad749921-146a-44bf-ae3e-5792961a64d2"
"","Code","NCI Thesaurus","Code_146","Reported Event Term","C82571","93feee5d-c7b9-4a30-a1c0-209a5195fbc9"
"","Code","NCI Thesaurus","Code_147","Dictionary-derived Term","C82977","1e3aed9e-af76-47b4-bfcb-750852025be7"
"","Code","NCI Thesaurus","Code_148","Category","C25372","a71d5c81-3920-4e79-a054-4d34834319a4"
"","Code","NCI Thesaurus","Code_149","Subcategory","C25692","2494d984-7998-4c21-bc6e-014b9db9e5d0"
"","Code","NCI Thesaurus","Code_150","Observation Start Date Time","C82517","44949911-2e43-466e-b8ff-7a54f64169b7"
"","Code","NCI Thesaurus","Code_145","Adverse Event","C41331","47418012-da21-4af9-b863-90cf19e9d935"
"","Code","NCI Thesaurus","Code_152","Clinical Test Result","C77140","d3f013b2-472b-42e2-bf22-a3f1578fe900"
"2023-09-29","Code","http://www.cdisc.org","Code_153","Pascal","C42547","5c8351ae-3d65-4038-ab80-90863b77d97f"
"","Code","NCI Thesaurus","Code_154","Unit of Pressure","C49669","9f610591-9f6f-4d1a-8344-50cbbdd0d52b"
"","Code","NCI Thesaurus","Code_155","Anatomic Site","C13717","757a622f-3ba5-4076-a18e-a767255695b5"
"","Code","NCI Thesaurus","Code_156","Laterality","C25185","c6f78d8b-d240-4421-90b3-c7ff33b9d149"
"","Code","NCI Thesaurus","Code_157","Test Method","C82535","66e64c68-d276-4d3a-9675-8a1c630daf4e"
"","Code","NCI Thesaurus","Code_158","Body Position","C62164","9637f534-efc1-4631-8c08-29ab948c2c40"
"","Code","NCI Thesaurus","Code_151","Systolic Blood Pressure","C25298","dd55dcc8-8bcc-44f1-bd95-d893b396dfa5"
"","Code","NCI Thesaurus","Code_160","Clinical Test Result","C77140","0c1a586a-c984-424f-8b36-247a73d43e41"
"2023-09-29","Code","http://www.cdisc.org","Code_161","Pascal","C42547","de481a53-f9e4-415c-88b4-ecb83403a17e"
"","Code","NCI Thesaurus","Code_162","Unit of Pressure","C49669","2e7e54d4-f3e3-487b-8533-1842ef818fee"
"","Code","NCI Thesaurus","Code_163","Anatomic Site","C13717","cb096801-d684-47db-b5b6-d6029bf8677b"
"","Code","NCI Thesaurus","Code_164","Laterality","C25185","bd98f85c-5d41-410a-be5b-f55a847975b1"
"","Code","NCI Thesaurus","Code_165","Test Method","C82535","043a4740-f0db-4767-a09f-c211be774b12"
"","Code","NCI Thesaurus","Code_166","Body Position","C62164","e1179576-4ca0-429d-a84b-52431e148d06"
"","Code","NCI Thesaurus","Code_159","Diastolic Blood Pressure","C25299","198455cb-3240-4411-af01-5376e23f8b23"
"","Code","NCI Thesaurus","Code_168","Clinical Test Result","C77140","796a44c2-1242-4c09-9cc3-87bee7d58929"
"2023-09-29","Code","http://www.cdisc.org","Code_169","Kelvin","C42537","056a876e-e613-48cf-8641-ffe4a0f3d3dc"
"","Code","NCI Thesaurus","Code_170","Unit of Temperature","C44276","9a551938-a50a-413b-b58a-9bf808c053ec"
"","Code","NCI Thesaurus","Code_171","Anatomic Site","C13717","cc42cb49-46fd-4e14-ad44-3a9907e7f3ba"
"","Code","NCI Thesaurus","Code_167","Body Temperature","C174446","60a9d45a-d258-4a4f-b725-69a9c62406e1"
"","Code","NCI Thesaurus","Code_173","Clinical Test Result","C77140","7a66822f-7697-4a1d-be0c-429255ceef6d"
"2023-09-29","Code","http://www.cdisc.org","Code_174","Kilogram","C28252","3e3a0f79-fb58-459b-91e3-f98046febcd5"
"2023-09-29","Code","http://www.cdisc.org","Code_175","Gram","C48155","4838fdd8-e108-4102-8be0-fb95b686242f"
"2023-09-29","Code","http://www.cdisc.org","Code_176","Pound","C48531","5ce3657b-c8e5-4baf-b960-3219bf1f4bd2"
"","Code","NCI Thesaurus","Code_177","Unit of Weight","C48208","8e7477dd-2e65-4801-a896-e4e720385e84"
"","Code","NCI Thesaurus","Code_172","Body Weight","C81328","832299c5-c97d-4c6c-baae-47671098e41b"
"","Code","NCI Thesaurus","Code_179","Clinical Test Result","C77140","4a97a388-cb1c-4921-a424-2cf08cb66c66"
"2023-09-29","Code","http://www.cdisc.org","Code_180","Centimeter","C49668","6f49a230-3cf3-418e-943b-b416c5baa28b"
"2023-09-29","Code","http://www.cdisc.org","Code_181","Inch","C48500","e39fcfb9-ea58-40d3-bf5e-4503aa069a3d"
"2023-09-29","Code","http://www.cdisc.org","Code_182","Millimeter","C28251","c53274e2-aee4-4c03-851a-ffadef7407b7"
"2023-09-29","Code","http://www.cdisc.org","Code_183","Meter","C41139","addeab9b-77b5-4fbb-8c37-f4ce1711d5e4"
"","Code","NCI Thesaurus","Code_184","Unit of Height","C168688","2341064b-0d8c-4465-9160-61add37e31c5"
"","Code","NCI Thesaurus","Code_178","Body Height","C164634","7ee281b5-a522-4465-90c7-faab2909baca"
"","Code","NCI Thesaurus","Code_186","Laboratory Test Result","C36292","fdf0a526-74fa-48f1-8515-188ceb2999cb"
"","Code","NCI Thesaurus","Code_187","Laboratory Test Fasting Status","C83309","8380688a-734a-4518-99ad-a9f0a2055642"
"","Code","NCI Thesaurus","Code_188","Unit of Catalytic Activity Concentration","C67365","f02e9202-d0ac-4c9e-bf62-24eba1101a26"
"","Code","NCI Thesaurus","Code_189","Biospecimen Type","C70713","7aa9f75f-7104-4ae7-bbc3-9998583a7bdd"
"","Code","NCI Thesaurus","Code_185","Alanine Aminotransferase Measurement","C64433","5802ee6d-58fd-4e2a-9f6e-be8b89715e21"
"","Code","NCI Thesaurus","Code_191","Laboratory Test Result","C36292","5518abdb-7e35-47bf-b2e9-7a2293d3b82d"
"","Code","NCI Thesaurus","Code_192","Laboratory Test Fasting Status","C83309","7ffc2fc8-5c9e-4e64-84fc-b14cbc168510"
"","Code","NCI Thesaurus","Code_193","Unit of Concentration","C48207","599d2de4-1114-44f1-bbba-7fe7a6dcc02e"
"","Code","NCI Thesaurus","Code_194","Biospecimen Type","C70713","245b06c9-ccf8-4d36-9959-332618164ede"
"","Code","NCI Thesaurus","Code_190","Albumin Measurement","C64431","eb2d4677-5c3c-439a-bc2f-42f983edb2e0"
"","Code","NCI Thesaurus","Code_196","Laboratory Test Result","C36292","4da9805d-b3a6-4a08-8f56-0f5182cc055a"
"","Code","NCI Thesaurus","Code_197","Laboratory Test Fasting Status","C83309","426e5a6e-b5de-4bcd-9694-7453e38f15cc"
"","Code","NCI Thesaurus","Code_198","Unit of Catalytic Activity Concentration","C67365","3c91463a-bdaa-4b10-87d7-3c9241524538"
"","Code","NCI Thesaurus","Code_199","Biospecimen Type","C70713","36ccae3f-91d4-43ce-99fa-7e15327679f8"
"","Code","NCI Thesaurus","Code_195","Alkaline Phosphatase Measurement","C64432","9a8269a3-c774-43a7-a359-f10efd41d3ce"
"","Code","NCI Thesaurus","Code_201","Laboratory Test Result","C36292","9d36422c-55ef-47a8-bd8b-ea1b8199386d"
"","Code","NCI Thesaurus","Code_202","Laboratory Test Fasting Status","C83309","d7731788-7ad2-47bf-8120-81409fc2a1ea"
"","Code","NCI Thesaurus","Code_203","Unit of Catalytic Activity Concentration","C67365","465b8fe7-b9c1-4d5d-b9f1-9f1c1e1633fd"
"","Code","NCI Thesaurus","Code_204","Biospecimen Type","C70713","addc5947-6686-49b0-95d1-f6f8b21b4376"
"","Code","NCI Thesaurus","Code_200","Aspartate Aminotransferase Measurement","C64467","ea48cf33-27dc-4bc1-9283-4f907c3f19cf"
"","Code","NCI Thesaurus","Code_206","Laboratory Test Result","C36292","8226dc9e-db09-4a32-8cea-21c88b09df46"
"","Code","NCI Thesaurus","Code_207","Laboratory Test Fasting Status","C83309","916a2981-b778-4168-a089-62324602eacc"
"","Code","NCI Thesaurus","Code_208","Unit of Concentration","C48207","c28aeafb-68ee-4c31-b4c6-1f3317d3cf39"
"","Code","NCI Thesaurus","Code_209","Biospecimen Type","C70713","78a2f965-2288-4c4e-862f-d848ee2f1202"
"","Code","NCI Thesaurus","Code_205","Creatinine Measurement","C64547","61d26cc7-af4e-45d1-900c-a6b7e1904dbc"
"","Code","NCI Thesaurus","Code_211","Laboratory Test Result","C36292","22646cca-cdb2-4b70-9c83-97d8f63e05f3"
"","Code","NCI Thesaurus","Code_212","Laboratory Test Fasting Status","C83309","cceb58df-aac5-4b58-967c-c962021e01b9"
"","Code","NCI Thesaurus","Code_213","Molarity Unit","C64567","ec446d8f-5796-4210-bf34-c1b1861c8d7e"
"","Code","NCI Thesaurus","Code_214","Biospecimen Type","C70713","318c71a7-a655-40bf-880d-5316060fc408"
"","Code","NCI Thesaurus","Code_210","Potassium Measurement","C64853","d80cb3d7-6c66-46c6-a475-976fb4924824"
"","Code","NCI Thesaurus","Code_216","Laboratory Test Result","C36292","b1c41b0a-3ac8-4b9d-8f37-229c64567412"
"","Code","NCI Thesaurus","Code_217","Laboratory Test Fasting Status","C83309","56a41778-3b50-4992-be79-fedf68b04ce4"
"","Code","NCI Thesaurus","Code_218","Molarity Unit","C64567","92bdbceb-96d1-4f31-ac0f-38af2641f544"
"","Code","NCI Thesaurus","Code_219","Biospecimen Type","C70713","9c4f8f99-5ef3-40fa-92c4-d1f9b5c697d5"
"","Code","NCI Thesaurus","Code_215","Sodium Measurement","C64809","d8e9826e-03db-498d-a60d-5085ee074dfd"
"","Code","NCI Thesaurus","Code_221","Clinical Test Result","C77140","8ac37323-70b4-44c6-a27b-8c9d32a72c9d"
"2023-09-29","Code","http://www.cdisc.org","Code_222","Pascal","C42547","e54625c3-1844-466e-a17a-5741b36ddcf6"
"","Code","NCI Thesaurus","Code_223","Unit of Pressure","C49669","d58fc268-f8aa-4afb-866b-dc587851f6ed"
"","Code","NCI Thesaurus","Code_224","Anatomic Site","C13717","6a49a579-0698-4298-925e-e63541486a73"
"","Code","NCI Thesaurus","Code_225","Laterality","C25185","8a38e6f0-0e47-494c-a61b-4b97d79afcf8"
"","Code","NCI Thesaurus","Code_226","Test Method","C82535","5916053e-d990-408b-87a4-b93c56cfe918"
"","Code","NCI Thesaurus","Code_227","Body Position","C62164","b8b35cd6-2bb6-48ba-98a1-0bc353b6178e"
"","Code","NCI Thesaurus","Code_220","Systolic Blood Pressure","C25298","603bb3a1-2c83-4ca5-a5dc-447c90cc0c98"
"","Code","NCI Thesaurus","Code_229","Clinical Test Result","C77140","df4ae1bf-f0de-4b50-929b-89471bff6bfa"
"2023-09-29","Code","http://www.cdisc.org","Code_230","Pascal","C42547","b3fa5aab-5cb3-4a71-8f1c-b7a86ddeafdf"
"","Code","NCI Thesaurus","Code_231","Unit of Pressure","C49669","28d6ab80-6eed-4815-9234-8b2493646eaf"
"","Code","NCI Thesaurus","Code_232","Anatomic Site","C13717","8e0f77c6-6be7-46c8-a6d4-b09d423bae54"
"","Code","NCI Thesaurus","Code_233","Laterality","C25185","0bc6c383-8996-42a5-bf99-f04d06c5041e"
"","Code","NCI Thesaurus","Code_234","Test Method","C82535","0c77a086-55bd-4440-8ab9-a1a99321ab24"
"","Code","NCI Thesaurus","Code_235","Body Position","C62164","dcdb7024-dc61-4fab-a758-5146bd88b99f"
"","Code","NCI Thesaurus","Code_228","Diastolic Blood Pressure","C25299","42080707-8493-444f-ba29-2aad81085a9d"
"","Code","NCI Thesaurus","Code_237","Clinical Test Result","C77140","ce1577bc-bc3c-4e5c-82cd-1d5ecc5ea760"
"2023-09-29","Code","http://www.cdisc.org","Code_238","Beats per Minute","C49673","333c578a-1af9-42af-9cc0-205eff802931"
"","Code","NCI Thesaurus","Code_239","Count per Minute","C73688","81de239a-0d76-4126-a535-bb662b98dd3c"
"","Code","NCI Thesaurus","Code_240","Anatomic Site","C13717","b4f5dadf-625b-4101-b8c9-f30f99cc0ed7"
"","Code","NCI Thesaurus","Code_241","Laterality","C25185","c67948cb-e630-43f7-affe-011162626846"
"","Code","NCI Thesaurus","Code_242","Test Method","C82535","ed047046-5715-474b-a2be-7137f8548c06"
"","Code","NCI Thesaurus","Code_243","Body Position","C62164","cc515aff-3afd-432f-97d5-adc906ecc5ad"
"","Code","NCI Thesaurus","Code_236","Heart Rate","C49677","38b00fc4-6de1-471f-b807-c1ffbb286625"
