"instanceType","id","decode","code","codeSystem","uuid:ID","codeSystemVersion"
"Code","Code_142","EXTENSION","C99907x1","http://www.cdisc.org","2fb8a0d7-89b1-40e8-9e44-f07b4d23bfad","2023-09-29"
"Code","Code_143","ADAPTIVE","C98704","http://www.cdisc.org","4c1ff0ab-2d18-4a3a-a808-40733059a2e8","2023-09-29"
"Code","Code_140","Parallel Study","C82639","http://www.cdisc.org","2a038b10-e49a-4393-9e1d-9dfbf2dc576a","2023-09-29"
"Code","Code_82","Visit","C25716","http://www.cdisc.org","af12c23d-b3fd-4ed0-a46d-134cd7334cba","2023-09-29"
"Code","Code_83","Clinic","C51282","http://www.cdisc.org","8bec0868-7cac-4a2d-8295-84a8b8d05acf","2023-09-29"
"Code","Code_84","In Person","C175574","http://www.cdisc.org","0086fc21-beb8-4344-b870-5f30902e5958","2023-09-29"
"Code","Code_85","Visit","C25716","http://www.cdisc.org","713c944e-2c3d-4657-a2d7-f23826bdfd6a","2023-09-29"
"Code","Code_86","Clinic","C51282","http://www.cdisc.org","8af80070-5f15-44db-832d-f1db7ecfd49e","2023-09-29"
"Code","Code_87","In Person","C175574","http://www.cdisc.org","f32a8b07-2da4-4b63-9679-63c025c68e5b","2023-09-29"
"Code","Code_88","Visit","C25716","http://www.cdisc.org","3507bd08-e147-4a93-90d1-e316dbc70fcf","2023-09-29"
"Code","Code_89","Clinic","C51282","http://www.cdisc.org","499747e8-c39c-41cf-85a6-f7727ec6e0c5","2023-09-29"
"Code","Code_90","In Person","C175574","http://www.cdisc.org","53dc4a8c-0f8e-4dfa-8908-7452e805c754","2023-09-29"
"Code","Code_91","Visit","C25716","http://www.cdisc.org","ad301848-d469-4445-aeca-fab283afeaec","2023-09-29"
"Code","Code_92","Clinic","C51282","http://www.cdisc.org","7fc9bc7e-1136-46c0-bb22-573a201f1340","2023-09-29"
"Code","Code_93","In Person","C175574","http://www.cdisc.org","d00e5bf8-e14d-4f54-a91a-1bee1413aa41","2023-09-29"
"Code","Code_94","Visit","C25716","http://www.cdisc.org","47ca46b6-dd7c-4ebd-9e0f-19f536c81342","2023-09-29"
"Code","Code_95","Clinic","C51282","http://www.cdisc.org","759e610d-a1b8-4ed9-b639-a0bee305b3b6","2023-09-29"
"Code","Code_96","In Person","C175574","http://www.cdisc.org","49c9e476-17b4-4a95-8a14-7dbff5eefc5f","2023-09-29"
"Code","Code_97","Visit","C25716","http://www.cdisc.org","c2ae933b-2526-4190-8dfa-d28d5362c92e","2023-09-29"
"Code","Code_98","Clinic","C51282","http://www.cdisc.org","782b2b7c-523c-4558-ba8f-ecc3461d2837","2023-09-29"
"Code","Code_99","In Person","C175574","http://www.cdisc.org","85add31c-3622-4b8c-bb5c-12e708be8888","2023-09-29"
"Code","Code_100","Visit","C25716","http://www.cdisc.org","0180d12a-ba75-4674-9993-5ad42d2e816d","2023-09-29"
"Code","Code_101","Clinic","C51282","http://www.cdisc.org","fd0ee028-debc-4266-836e-aa576fb81559","2023-09-29"
"Code","Code_102","In Person","C175574","http://www.cdisc.org","4264dc01-179c-4e7b-a1eb-a367429d4882","2023-09-29"
"Code","Code_103","Telephone Call","C171537","http://www.cdisc.org","089848dc-cbef-46a9-8f3b-910008d8012d","2023-09-29"
"Code","Code_104","Visit","C25716","http://www.cdisc.org","319b51fb-f413-42a0-9112-e9e6f535bbca","2023-09-29"
"Code","Code_105","Clinic","C51282","http://www.cdisc.org","f4c70700-f3a8-48f5-a5fc-a23f7a89e20d","2023-09-29"
"Code","Code_106","In Person","C175574","http://www.cdisc.org","5b76d40b-6e2a-46e6-acfe-24412835264a","2023-09-29"
"Code","Code_107","Telephone Call","C171537","http://www.cdisc.org","7a23d980-a978-40ff-8fd2-b3b1a192282b","2023-09-29"
"Code","Code_108","Visit","C25716","http://www.cdisc.org","fb2212c2-0832-4d90-9e1b-058ba3ce4cfe","2023-09-29"
"Code","Code_109","Clinic","C51282","http://www.cdisc.org","08b3401d-2999-4b6f-b05c-f87376b6cead","2023-09-29"
"Code","Code_110","In Person","C175574","http://www.cdisc.org","2c2a1d62-a8f5-4dbd-a2fb-1beae1e2f929","2023-09-29"
"Code","Code_111","Telephone Call","C171537","http://www.cdisc.org","923a4bf9-d06a-49c3-8c70-7b27ea5255b3","2023-09-29"
"Code","Code_112","Visit","C25716","http://www.cdisc.org","2d9574b6-088f-4e83-92c5-cb3e8ac3812c","2023-09-29"
"Code","Code_113","Clinic","C51282","http://www.cdisc.org","e8126927-02f7-4069-996e-89fb6c0df491","2023-09-29"
"Code","Code_114","In Person","C175574","http://www.cdisc.org","9c9d631c-d3bc-4cb8-b5b3-82e6459ff6c3","2023-09-29"
"Code","Code_115","Telephone Call","C171537","http://www.cdisc.org","8be45ca8-8321-43b7-9cdd-c63735ed2653","2023-09-29"
"Code","Code_116","Visit","C25716","http://www.cdisc.org","333f90d0-9bc7-4d7d-b4bc-95dee3032b79","2023-09-29"
"Code","Code_117","Clinic","C51282","http://www.cdisc.org","c18dd447-bda6-40de-8fec-1117b9f4d7e7","2023-09-29"
"Code","Code_118","In Person","C175574","http://www.cdisc.org","ba8c23c6-bfc5-44a6-b543-a067e64323f2","2023-09-29"
"Code","Code_119","Visit","C25716","http://www.cdisc.org","fa626382-7316-47d2-b420-dd3167cacc0d","2023-09-29"
"Code","Code_120","Clinic","C51282","http://www.cdisc.org","db007408-090e-4adb-a80a-a180596d905d","2023-09-29"
"Code","Code_121","In Person","C175574","http://www.cdisc.org","53979f73-36b8-4831-9374-40d1f23dd35f","2023-09-29"
"Code","Code_79","CT of head without contrast","383371000119108","SNOMED","de483ad8-1a90-488d-861c-41be3695971c","January 31, 2018"
"Code","Code_80","Subject Supine","123","SPONSOR","717a8169-8792-4228-95a0-33d2cbe8b863","12"
"Code","Code_81","Subject Standing","124","SPONSOR","a6b658fc-a0a6-4944-850a-03f927ef3373","12"
"Code","Code_278","Vital Signs Result","C173522","NCI Thesaurus","543c3cc3-9cff-4d70-a26b-ff7654edec81",""
"Code","Code_279","Kelvin","C42537","http://www.cdisc.org","9c2e4433-b1a7-4cc2-8f15-155549072a0e","2023-09-29"
"Code","Code_280","Unit of Temperature","C44276","NCI Thesaurus","5bbc6e94-d9dc-40c3-a1b9-a0b256f0a652",""
"Code","Code_281","Vital Signs Location","C83088","NCI Thesaurus","5aa310f3-91df-47b5-96ea-f0e4aabb6ef3",""
"Code","Code_277","Body Temperature","C174446","NCI Thesaurus","979f9dae-6d51-4a00-a39d-68e54909f8b3",""
"Code","Code_283","Vital Signs Result","C173522","NCI Thesaurus","5379efe7-a395-450b-b030-8452a0dd6f2a",""
"Code","Code_284","Kilogram","C28252","http://www.cdisc.org","34e30d85-3955-48e0-8329-214682ab52b4","2023-09-29"
"Code","Code_285","Gram","C48155","http://www.cdisc.org","54d56079-bdef-43bf-8a54-dddf4cfcae18","2023-09-29"
"Code","Code_286","Pound","C48531","http://www.cdisc.org","89f07961-7f10-425b-8b55-8cd805303994","2023-09-29"
"Code","Code_287","Unit of Weight","C48208","NCI Thesaurus","07dbcfd1-1f12-4b23-b8cd-2b1ac5eff2de",""
"Code","Code_282","Body Weight","C81328","NCI Thesaurus","60bc06fb-8da9-4244-9820-02f8495d0a43",""
"Code","Code_289","Vital Signs Result","C173522","NCI Thesaurus","2fe4ddef-ae27-4aa4-824e-0182b6a183c7",""
"Code","Code_290","Centimeter","C49668","http://www.cdisc.org","1ef6564e-0e8c-4b8e-bfc3-ccfc6635ae8f","2023-09-29"
"Code","Code_291","Inch","C48500","http://www.cdisc.org","195d0459-ad7d-4395-a03f-fca84bffe2fa","2023-09-29"
"Code","Code_292","Millimeter","C28251","http://www.cdisc.org","880c17b7-529a-460c-b29c-d0fc8088c272","2023-09-29"
"Code","Code_293","Meter","C41139","http://www.cdisc.org","364887d4-eed8-4846-bde3-d10b00f845fb","2023-09-29"
"Code","Code_294","Unit of Height","C168688","NCI Thesaurus","5f907459-8413-4119-9b80-70762a0e97cd",""
"Code","Code_288","Body Height","C164634","NCI Thesaurus","14492ef1-bf8c-4b8e-99fc-1d5f9cad206a",""
"Code","Code_296","Laboratory Test Result","C36292","NCI Thesaurus","02417ae4-9f87-4c16-b38e-023eb5dc6035",""
"Code","Code_297","Laboratory Test Fasting Status","C83309","NCI Thesaurus","32f7298e-4c07-4b42-90ee-619fc1a2a3fa",""
"Code","Code_298","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","80cb798e-a09a-4101-bb6d-7fa1c5bdb365",""
"Code","Code_299","Biospecimen Type","C70713","NCI Thesaurus","cebf780f-1c2e-4083-bdc9-8c8fe5566a53",""
"Code","Code_295","Alanine Aminotransferase Measurement","C64433","NCI Thesaurus","b9d89bbc-a948-43b1-9d0e-90c8b9869800",""
"Code","Code_301","Laboratory Test Result","C36292","NCI Thesaurus","aee57320-fe2f-44de-994c-13726b67d298",""
"Code","Code_302","Laboratory Test Fasting Status","C83309","NCI Thesaurus","83c0f2bf-e85a-4835-a529-e28d83c0574c",""
"Code","Code_303","Unit of Concentration","C48207","NCI Thesaurus","7227f9f5-751a-4129-ae10-c4b1ba045a25",""
"Code","Code_304","Biospecimen Type","C70713","NCI Thesaurus","1b398d61-47ad-47db-83bb-8462d258410a",""
"Code","Code_300","Albumin Measurement","C64431","NCI Thesaurus","6a2e3fe0-7de6-4b35-81c0-a6b87ba486a6",""
"Code","Code_306","Laboratory Test Result","C36292","NCI Thesaurus","27eb3cff-ba89-42e3-8cfa-bb6fe13a410f",""
"Code","Code_307","Laboratory Test Fasting Status","C83309","NCI Thesaurus","3eb2fa2b-2baf-4863-9bce-447563dbf998",""
"Code","Code_308","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","74e705a5-17d1-481b-9e6e-da6bf6ddd777",""
"Code","Code_309","Biospecimen Type","C70713","NCI Thesaurus","d57bb37a-3be8-472d-91ed-4c3728f12800",""
"Code","Code_305","Alkaline Phosphatase Measurement","C64432","NCI Thesaurus","ecd664d3-63d0-4350-ba61-554e20ed30fe",""
"Code","Code_311","Laboratory Test Result","C36292","NCI Thesaurus","e538fac5-3f29-49e1-adcf-fa82b9e75c8e",""
"Code","Code_312","Laboratory Test Fasting Status","C83309","NCI Thesaurus","6c7debb5-0f0f-4a50-8d8f-b74a62fe8226",""
"Code","Code_313","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","6276d02a-7205-47c7-a3ee-3276fb6b8eed",""
"Code","Code_314","Biospecimen Type","C70713","NCI Thesaurus","1df287df-570d-4dd2-934e-65c48478f68c",""
"Code","Code_310","Aspartate Aminotransferase Measurement","C64467","NCI Thesaurus","3f101213-22e7-4aa1-bcde-d0ee63300b14",""
"Code","Code_316","Laboratory Test Result","C36292","NCI Thesaurus","08308383-e722-4625-ad4a-395eddf20487",""
"Code","Code_317","Laboratory Test Fasting Status","C83309","NCI Thesaurus","3c935526-718a-4c8b-a876-eb9172989281",""
"Code","Code_318","Unit of Concentration","C48207","NCI Thesaurus","83c310e0-8373-4106-84f4-ae4fa58f77a1",""
"Code","Code_319","Biospecimen Type","C70713","NCI Thesaurus","f60ddbf2-e7df-41ac-995e-009686b7194d",""
"Code","Code_315","Creatinine Measurement","C64547","NCI Thesaurus","ad0254f1-e57a-4dc8-a2d1-9758b2599697",""
"Code","Code_321","Laboratory Test Result","C36292","NCI Thesaurus","e413f64d-7aa3-4fd9-83a3-8c611fe775f3",""
"Code","Code_322","Laboratory Test Fasting Status","C83309","NCI Thesaurus","087a078e-9e17-4f3c-9aa9-fdb196de29fb",""
"Code","Code_323","Molarity Unit","C64567","NCI Thesaurus","9bd39084-2c08-40d4-a86a-eb2109944e09",""
"Code","Code_324","Biospecimen Type","C70713","NCI Thesaurus","929e526c-ae0f-4b8b-870c-8be2a99abf4a",""
"Code","Code_320","Potassium Measurement","C64853","NCI Thesaurus","9fd7b759-3ce0-4eb4-a522-b37b43950e95",""
"Code","Code_326","Laboratory Test Result","C36292","NCI Thesaurus","673c17ea-d288-4a5b-8687-264ed027f973",""
"Code","Code_327","Laboratory Test Fasting Status","C83309","NCI Thesaurus","347afcdd-3b6d-4b9b-8457-430f03cfceee",""
"Code","Code_328","Molarity Unit","C64567","NCI Thesaurus","943ac3cf-bb50-4745-b96e-cbc915bd374c",""
"Code","Code_329","Biospecimen Type","C70713","NCI Thesaurus","f3608445-c367-499a-a2d1-35bde7c8cc9f",""
"Code","Code_325","Sodium Measurement","C64809","NCI Thesaurus","1cb019e9-0cf4-470b-996c-95e077c37653",""
"Code","Code_145","Adverse Event Verbatim Description","C78541","NCI Thesaurus","6186c1e5-7b05-43d1-8cdf-92de0b3b41e4",""
"Code","Code_146","Adverse Event Dictionary Derived Term","C83344","NCI Thesaurus","6b18022a-b12b-4d8e-9f34-dfebff6f17ff",""
"Code","Code_147","Adverse Event Category","C83198","NCI Thesaurus","8d7226d4-f482-468e-845c-f493cc9e1ca3",""
"Code","Code_148","Adverse Event Subcategory","C83212","NCI Thesaurus","2b029709-39a2-4e8d-b137-cbadd0187b1e",""
"Code","Code_149","Adverse Event Pre-specified","C87840","NCI Thesaurus","b47d088f-545c-4f7c-ab35-fd7dd23d73b1",""
"Code","Code_150","Severity of Adverse Event","C53253","NCI Thesaurus","4d5336c5-878b-4e53-9376-8160d78db641",""
"Code","Code_151","Adverse Event Toxicity Grade","C78605","NCI Thesaurus","e13cec84-e2f2-43bf-ad5b-cde631dc5185",""
"Code","Code_152","Seriousness of Adverse Event","C53252","NCI Thesaurus","95c59fdd-0542-45a3-8618-d0abf305815b",""
"Code","Code_153","Adverse Event Action Taken with Study Treatment","C83013","NCI Thesaurus","33a41032-862b-4f83-baba-72863f6d36b9",""
"Code","Code_154","Adverse Event Attribution to Product or Procedure","C41358","NCI Thesaurus","32909e0b-7826-49cb-bd33-af7b5be93331",""
"Code","Code_155","Intermittent","C71325","http://www.cdisc.org","64abf8d0-bd18-4372-ae2a-b38621a47989","2023-09-29"
"Code","Code_156","Adverse Event Pattern","C83208","NCI Thesaurus","6d114426-b86f-418d-8c35-4ada0b2c5e99",""
"Code","Code_157","Adverse Event Outcome","C49489","NCI Thesaurus","bf7566eb-0196-429a-ad18-3df0a4d4b48b",""
"Code","Code_158","Adverse Event Start Date Time","C83215","NCI Thesaurus","58cff91c-33f5-4a27-bbc6-de9c648c23e9",""
"Code","Code_159","Adverse Event End Date Time","C83201","NCI Thesaurus","b4d65335-97a3-4179-bfe1-45a96538d892",""
"Code","Code_144","Adverse Event","C41331","NCI Thesaurus","2725b57e-fca2-42ef-bb59-520304a95809",""
"Code","Code_161","Vital Signs Result","C173522","NCI Thesaurus","b5de3352-9ccd-4b2b-bdba-735c7092417a",""
"Code","Code_162","Pascal","C42547","http://www.cdisc.org","c805286f-d093-4732-bc0c-f49dee88ffff","2023-09-29"
"Code","Code_163","Unit of Pressure","C49669","NCI Thesaurus","379904e8-02c0-43fc-a169-e3102585f95a",""
"Code","Code_164","Vital Signs Location","C83088","NCI Thesaurus","4ac2eb07-f3b7-461b-a1da-453d4a56980f",""
"Code","Code_165","Vital Signs Laterality","C123975","NCI Thesaurus","8ac724b3-5263-4c29-85c0-7b8307c5e64a",""
"Code","Code_166","Test Method","C82535","NCI Thesaurus","e8b96140-aaed-4eac-91b3-d41bbf892ef9",""
"Code","Code_167","Vital Signs Position","C83114","NCI Thesaurus","df20f7d3-f331-46f3-9e15-7c59adb8a13d",""
"Code","Code_160","Systolic Blood Pressure","C25298","NCI Thesaurus","d6bd48bc-3169-420b-af4a-c19745da4d89",""
"Code","Code_169","Vital Signs Result","C173522","NCI Thesaurus","c21c682d-0d18-4f0c-8276-cabf5b9d50b8",""
"Code","Code_170","Pascal","C42547","http://www.cdisc.org","c8352e55-cc74-4eb9-a1c4-8176199d611c","2023-09-29"
"Code","Code_171","Unit of Pressure","C49669","NCI Thesaurus","4dcb7e80-5ac8-4cae-97aa-a0cd9f6d30e5",""
"Code","Code_172","Vital Signs Location","C83088","NCI Thesaurus","561dd6fa-922b-4f4f-8873-8054450172f0",""
"Code","Code_173","Vital Signs Laterality","C123975","NCI Thesaurus","5960abd8-de9f-435b-b0ae-d72da4440486",""
"Code","Code_174","Test Method","C82535","NCI Thesaurus","579bd914-4f66-4f9a-bb83-8715f9acc226",""
"Code","Code_175","Vital Signs Position","C83114","NCI Thesaurus","f4b4edea-7ac6-42d0-98a6-e66403090706",""
"Code","Code_168","Diastolic Blood Pressure","C25299","NCI Thesaurus","7fc1cc8d-efc6-4d1c-aca6-a3651da30bc9",""
"Code","Code_177","Vital Signs Result","C173522","NCI Thesaurus","a3ca4db5-d4a7-460a-9370-9670a09ad7d8",""
"Code","Code_178","Kelvin","C42537","http://www.cdisc.org","2aa8d22c-2c1b-46e3-ac37-259b9a43a637","2023-09-29"
"Code","Code_179","Unit of Temperature","C44276","NCI Thesaurus","4bc31171-8b82-495f-9ed0-ed02046f9726",""
"Code","Code_180","Vital Signs Location","C83088","NCI Thesaurus","07303a32-eb99-444a-9175-502a10a461a3",""
"Code","Code_176","Body Temperature","C174446","NCI Thesaurus","836d89b0-70e2-4f71-9d27-64e9ebae8110",""
"Code","Code_182","Vital Signs Result","C173522","NCI Thesaurus","606f1180-0bb8-41a5-b58f-66c153c9f391",""
"Code","Code_183","Kilogram","C28252","http://www.cdisc.org","4bedb565-b46b-4838-8c63-3e589083ccc7","2023-09-29"
"Code","Code_184","Gram","C48155","http://www.cdisc.org","22e5a294-e185-4805-9c9b-6e5830be95cb","2023-09-29"
"Code","Code_185","Pound","C48531","http://www.cdisc.org","ae11baca-3397-4aeb-84a1-50b16dc617b9","2023-09-29"
"Code","Code_186","Unit of Weight","C48208","NCI Thesaurus","b33e1c1f-6602-4fe9-8345-9cc1a906b2f0",""
"Code","Code_181","Body Weight","C81328","NCI Thesaurus","b76f205a-1630-4981-95da-33ed33bb6351",""
"Code","Code_188","Vital Signs Result","C173522","NCI Thesaurus","4e0ebd5c-f83a-49f0-84c3-bf9ec8607a74",""
"Code","Code_189","Centimeter","C49668","http://www.cdisc.org","75663818-0469-43f4-836b-2bdd8e2e1998","2023-09-29"
"Code","Code_190","Inch","C48500","http://www.cdisc.org","7a38a89a-f48d-4f11-9fa8-3b8b428b0333","2023-09-29"
"Code","Code_191","Millimeter","C28251","http://www.cdisc.org","bffcbcff-2c0b-4ccb-a3b9-3ca1e321784f","2023-09-29"
"Code","Code_192","Meter","C41139","http://www.cdisc.org","36877144-39fd-4b56-93cd-a0a1e90c00e7","2023-09-29"
"Code","Code_193","Unit of Height","C168688","NCI Thesaurus","f16729ff-7898-44c1-9d7d-8ddf3b98c764",""
"Code","Code_187","Body Height","C164634","NCI Thesaurus","776090e3-76ab-4d36-b24b-585048c1f243",""
"Code","Code_195","Laboratory Test Result","C36292","NCI Thesaurus","da24f057-275b-4daf-9afb-e0170015cef8",""
"Code","Code_196","Laboratory Test Fasting Status","C83309","NCI Thesaurus","e5a877ab-1821-4848-9cf7-5d2608162535",""
"Code","Code_197","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","9f60795b-a7ee-4f73-9c3b-a9cacce668ec",""
"Code","Code_198","Biospecimen Type","C70713","NCI Thesaurus","f2a19c12-ddf2-4704-8b66-1436e999cdf9",""
"Code","Code_194","Alanine Aminotransferase Measurement","C64433","NCI Thesaurus","a2946254-9828-4fb6-82fe-7d590a8734d8",""
"Code","Code_200","Laboratory Test Result","C36292","NCI Thesaurus","c9344da7-fd7d-4741-b74b-082162d94b68",""
"Code","Code_201","Laboratory Test Fasting Status","C83309","NCI Thesaurus","c11c69d2-1e51-4d74-beeb-8c5964a5e09f",""
"Code","Code_202","Unit of Concentration","C48207","NCI Thesaurus","49f2cba9-4adf-4f78-a628-0b4c056a0e5d",""
"Code","Code_203","Biospecimen Type","C70713","NCI Thesaurus","adfce828-6265-4390-aec3-a5e4cbb00a7f",""
"Code","Code_199","Albumin Measurement","C64431","NCI Thesaurus","b78d6c83-f819-44e3-9a5e-e82b4f447528",""
"Code","Code_205","Laboratory Test Result","C36292","NCI Thesaurus","39187188-78e9-4750-ba17-905b60f5e6d0",""
"Code","Code_206","Laboratory Test Fasting Status","C83309","NCI Thesaurus","dba709d8-38d4-4aef-852f-6866c380386e",""
"Code","Code_207","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","ac0c1cf5-ab2d-4bdb-907f-46c0bc7cc6e2",""
"Code","Code_208","Biospecimen Type","C70713","NCI Thesaurus","63186284-f855-41f3-a0e5-0521ef19fd48",""
"Code","Code_204","Alkaline Phosphatase Measurement","C64432","NCI Thesaurus","7a523d1e-0c26-4b1a-bf49-35007f13185a",""
"Code","Code_210","Laboratory Test Result","C36292","NCI Thesaurus","8f456de6-f14f-4c92-8ca5-2822490752c1",""
"Code","Code_211","Laboratory Test Fasting Status","C83309","NCI Thesaurus","1e93a255-421e-452f-8a25-d85516a88b6c",""
"Code","Code_212","Unit of Catalytic Activity Concentration","C67365","NCI Thesaurus","7b4e4d01-73c7-4269-b551-3176c1b3a5a7",""
"Code","Code_213","Biospecimen Type","C70713","NCI Thesaurus","4965b9ba-7702-401e-9748-004b3079b703",""
"Code","Code_209","Aspartate Aminotransferase Measurement","C64467","NCI Thesaurus","2053f8d2-5d7e-44ba-8677-301b60fd86b8",""
"Code","Code_215","Laboratory Test Result","C36292","NCI Thesaurus","2566d723-b3ef-407d-9f36-3e478d448998",""
"Code","Code_216","Laboratory Test Fasting Status","C83309","NCI Thesaurus","4119e5e9-1282-46af-834c-039b46b5f5ac",""
"Code","Code_217","Unit of Concentration","C48207","NCI Thesaurus","9864f36f-3d2d-49ba-808c-2cf07a51c9d0",""
"Code","Code_218","Biospecimen Type","C70713","NCI Thesaurus","e0e420c1-bb58-4a04-acfb-1437557abba0",""
"Code","Code_214","Creatinine Measurement","C64547","NCI Thesaurus","a5e21d24-ea84-47ec-b2f9-7b937bedf507",""
"Code","Code_220","Laboratory Test Result","C36292","NCI Thesaurus","74b03587-25a9-4ab8-b72f-9c0f68bbb4ca",""
"Code","Code_221","Laboratory Test Fasting Status","C83309","NCI Thesaurus","3680540a-f32e-4696-a429-84ad974464e4",""
"Code","Code_222","Molarity Unit","C64567","NCI Thesaurus","21ffd94d-5ca6-44a0-8f1a-12f067b69567",""
"Code","Code_223","Biospecimen Type","C70713","NCI Thesaurus","e367f6d2-ca20-4934-8360-6be28505fcbb",""
"Code","Code_219","Potassium Measurement","C64853","NCI Thesaurus","ee558042-062a-431e-bc98-9fef25a38861",""
"Code","Code_225","Laboratory Test Result","C36292","NCI Thesaurus","f8c2621a-56aa-416a-b5f0-d9791c8cb668",""
"Code","Code_226","Laboratory Test Fasting Status","C83309","NCI Thesaurus","ef88854e-1852-44e0-9100-7878df165ede",""
"Code","Code_227","Molarity Unit","C64567","NCI Thesaurus","df62db25-fde4-45e7-8d18-9147cc6f0e16",""
"Code","Code_228","Biospecimen Type","C70713","NCI Thesaurus","aae43a1c-6b70-46d1-bad2-9c9dfe635e9c",""
"Code","Code_224","Sodium Measurement","C64809","NCI Thesaurus","21b174d8-8d6f-4ccf-a3e3-727eaf18f9a3",""
"Code","Code_230","Vital Signs Result","C173522","NCI Thesaurus","0dfee076-7fde-41c7-9a16-b0803c782254",""
"Code","Code_231","Pascal","C42547","http://www.cdisc.org","3151fe42-4551-40be-9b80-4fecd99f1ee2","2023-09-29"
"Code","Code_232","Unit of Pressure","C49669","NCI Thesaurus","97863fdb-c838-4940-93cf-21c5d4f30186",""
"Code","Code_233","Vital Signs Location","C83088","NCI Thesaurus","30580b8e-15d3-4a6f-9699-388414eac438",""
"Code","Code_234","Vital Signs Laterality","C123975","NCI Thesaurus","414b5af7-1a09-409f-be26-ee1696d34258",""
"Code","Code_235","Test Method","C82535","NCI Thesaurus","16a91bc7-6e15-4bb3-aa27-d9bd6171375c",""
"Code","Code_236","Vital Signs Position","C83114","NCI Thesaurus","ac1515e6-d86f-4323-b964-384da456ba87",""
"Code","Code_229","Systolic Blood Pressure","C25298","NCI Thesaurus","1014aa6f-d881-42bc-86d7-5c72cf058928",""
"Code","Code_238","Vital Signs Result","C173522","NCI Thesaurus","a2f35139-927d-4950-a46b-28f1697ee344",""
"Code","Code_239","Pascal","C42547","http://www.cdisc.org","cb80b315-10f7-47ec-a403-e189db756ac2","2023-09-29"
"Code","Code_240","Unit of Pressure","C49669","NCI Thesaurus","b04d08ba-49aa-4ac8-bbc6-23adf771144c",""
"Code","Code_241","Vital Signs Location","C83088","NCI Thesaurus","5259d365-9cc5-4c14-bfb7-c4704a151e85",""
"Code","Code_242","Vital Signs Laterality","C123975","NCI Thesaurus","381cf199-2a03-492d-9694-273de4d513a0",""
"Code","Code_243","Test Method","C82535","NCI Thesaurus","cc0ab529-d4e0-48ac-9ac6-e1ca2754f285",""
"Code","Code_244","Vital Signs Position","C83114","NCI Thesaurus","850269d0-f6e1-4e37-a15b-157abe98ba74",""
"Code","Code_237","Diastolic Blood Pressure","C25299","NCI Thesaurus","24e636f5-4b37-4630-bfe0-075706364ae0",""
"Code","Code_246","Vital Signs Result","C173522","NCI Thesaurus","c895c8e6-26fb-4beb-b566-666ade517d31",""
"Code","Code_247","Beats per Minute","C49673","http://www.cdisc.org","d410c9e8-d69a-4e39-a563-abae81593274","2023-09-29"
