"code","decode","codeSystemVersion","uuid:ID","codeSystem","instanceType","id"
"C173522","Vital Signs Result","","37a79b76-1a7e-445c-b8c5-48b9ab1466d7","NCI Thesaurus","Code","Code_278"
"C42537","Kelvin","2023-09-29","65e92124-2ea0-4fb0-9e48-ac1e282a412f","http://www.cdisc.org","Code","Code_279"
"C44276","Unit of Temperature","","6af00ffb-19c8-44b8-8f78-8683c3bef4e8","NCI Thesaurus","Code","Code_280"
"C83088","Vital Signs Location","","a0086672-c0cb-45e1-901d-f989368c7c63","NCI Thesaurus","Code","Code_281"
"C174446","Body Temperature","","723de5bb-0a63-4079-b58e-79a8c588508c","NCI Thesaurus","Code","Code_277"
"C173522","Vital Signs Result","","75b5bdb9-96e0-4ae7-a36c-b23792dc6ae8","NCI Thesaurus","Code","Code_283"
"C28252","Kilogram","2023-09-29","846e3540-8788-476f-9152-cec48d60bd85","http://www.cdisc.org","Code","Code_284"
"C48155","Gram","2023-09-29","56465c5e-9b9e-4edb-a637-d591b49319a7","http://www.cdisc.org","Code","Code_285"
"C48531","Pound","2023-09-29","8c036a9c-e1c3-4d52-968a-4865381c9a98","http://www.cdisc.org","Code","Code_286"
"C48208","Unit of Weight","","a96ef5fc-5f02-4504-adc4-4a2c46f13264","NCI Thesaurus","Code","Code_287"
"C81328","Body Weight","","a6e1cb89-5911-49b8-ab27-7929d64262b3","NCI Thesaurus","Code","Code_282"
"C173522","Vital Signs Result","","03269a8b-dd6f-4c7e-8608-fd22f9e0d939","NCI Thesaurus","Code","Code_289"
"C49668","Centimeter","2023-09-29","614d657b-3e92-4ab8-99c2-ce9a8de5b208","http://www.cdisc.org","Code","Code_290"
"C48500","Inch","2023-09-29","c77db427-a4a0-4278-8af1-d74cd687eabb","http://www.cdisc.org","Code","Code_291"
"C28251","Millimeter","2023-09-29","a77974b1-0fbb-4182-8c88-d2983eb2c28a","http://www.cdisc.org","Code","Code_292"
"C41139","Meter","2023-09-29","885b97b8-f116-4970-8d6f-bbfaf16d0bd5","http://www.cdisc.org","Code","Code_293"
"C168688","Unit of Height","","e9a96bb4-dcca-4047-a357-01d68e2fbc23","NCI Thesaurus","Code","Code_294"
"C164634","Body Height","","dc3634ba-8284-4ee2-8551-29d1fe2907f7","NCI Thesaurus","Code","Code_288"
"C36292","Laboratory Test Result","","80244307-bdf1-4649-b658-ae9eada4d0bf","NCI Thesaurus","Code","Code_296"
"C83309","Laboratory Test Fasting Status","","b9c1b86f-cb29-4dd2-99cd-88bd80a2b719","NCI Thesaurus","Code","Code_297"
"C67365","Unit of Catalytic Activity Concentration","","e3c05e68-5379-4ab7-977c-5d351bb6f4dd","NCI Thesaurus","Code","Code_298"
"C70713","Biospecimen Type","","bedcae1d-8209-49f8-956b-a06043cffa62","NCI Thesaurus","Code","Code_299"
"C64433","Alanine Aminotransferase Measurement","","60cb621e-5caf-41be-bbc0-47c031a28d51","NCI Thesaurus","Code","Code_295"
"C36292","Laboratory Test Result","","3bceff0e-dec9-4703-87b3-a2602b0e274c","NCI Thesaurus","Code","Code_301"
"C83309","Laboratory Test Fasting Status","","579441bb-5bda-4eba-809c-86d3a0d4d9d7","NCI Thesaurus","Code","Code_302"
"C48207","Unit of Concentration","","c3bc9390-4ea5-4f5d-97a4-a37645279bbd","NCI Thesaurus","Code","Code_303"
"C70713","Biospecimen Type","","007b697c-d0f5-4dc4-827f-ac943533b9c4","NCI Thesaurus","Code","Code_304"
"C64431","Albumin Measurement","","e9f95a4e-8472-4f9a-993c-295639b49a89","NCI Thesaurus","Code","Code_300"
"C36292","Laboratory Test Result","","489f5071-54a9-4504-b46e-29200fcb82c0","NCI Thesaurus","Code","Code_306"
"C83309","Laboratory Test Fasting Status","","115ed2e5-76f9-4e10-975a-691067cd9dfb","NCI Thesaurus","Code","Code_307"
"C67365","Unit of Catalytic Activity Concentration","","fbd93fc7-2a7b-4f73-b3e8-fcdcc6980b1a","NCI Thesaurus","Code","Code_308"
"C70713","Biospecimen Type","","3fe7a337-cdfa-4540-aa9c-1bef71477cc6","NCI Thesaurus","Code","Code_309"
"C64432","Alkaline Phosphatase Measurement","","a91c1005-976a-4984-853e-5679ca9c4d72","NCI Thesaurus","Code","Code_305"
"C36292","Laboratory Test Result","","9853d069-b9df-4c47-9e73-36a1fd971d2d","NCI Thesaurus","Code","Code_311"
"C83309","Laboratory Test Fasting Status","","44c1f3d3-2278-4212-ac6b-1cc65e5c9d24","NCI Thesaurus","Code","Code_312"
"C67365","Unit of Catalytic Activity Concentration","","0719c59a-6e52-47d3-8649-4a0caf5150fe","NCI Thesaurus","Code","Code_313"
"C70713","Biospecimen Type","","ebdca4e7-d46c-48ed-9190-db76a5dd74d0","NCI Thesaurus","Code","Code_314"
"C64467","Aspartate Aminotransferase Measurement","","054255ea-e2d4-4437-abba-7bdbd565cca9","NCI Thesaurus","Code","Code_310"
"C36292","Laboratory Test Result","","7ec2063d-25a1-4c5e-85ed-7aaf471f3e50","NCI Thesaurus","Code","Code_316"
"C83309","Laboratory Test Fasting Status","","79b338fa-c8dc-4061-8ebf-051bccbba2fa","NCI Thesaurus","Code","Code_317"
"C48207","Unit of Concentration","","d2e5925c-cfa8-4904-9281-18f559d872b2","NCI Thesaurus","Code","Code_318"
"C70713","Biospecimen Type","","b1f245f5-686b-48e6-bfe2-d70f7152c2ec","NCI Thesaurus","Code","Code_319"
"C64547","Creatinine Measurement","","143177c4-14e9-4a41-ba18-2dffbeda82e2","NCI Thesaurus","Code","Code_315"
"C36292","Laboratory Test Result","","aa1d5488-1b28-4948-8396-a5109b587e40","NCI Thesaurus","Code","Code_321"
"C83309","Laboratory Test Fasting Status","","2764c8ba-e7a8-43be-b08c-58177278848b","NCI Thesaurus","Code","Code_322"
"C64567","Molarity Unit","","6ede3dc0-e6e2-4bde-a2fc-d536bc1578e8","NCI Thesaurus","Code","Code_323"
"C70713","Biospecimen Type","","e57574c8-3571-46ed-ac97-052772f12eb5","NCI Thesaurus","Code","Code_324"
"C64853","Potassium Measurement","","a339116c-a1ef-4ee0-b4cc-1243ff57a00a","NCI Thesaurus","Code","Code_320"
"C36292","Laboratory Test Result","","e4a5f3f3-0070-4e31-9ad1-8d86dbbbc3e8","NCI Thesaurus","Code","Code_326"
"C83309","Laboratory Test Fasting Status","","b0e3d550-c836-4232-b627-c117c7cce03b","NCI Thesaurus","Code","Code_327"
"C64567","Molarity Unit","","beff1b9f-ee85-484c-bda2-363904fe2dcd","NCI Thesaurus","Code","Code_328"
"C70713","Biospecimen Type","","0ff4d080-0a70-478d-a06a-7566e3c67b09","NCI Thesaurus","Code","Code_329"
"C64809","Sodium Measurement","","293c3bcd-444b-44cc-86a6-ff71c62f38df","NCI Thesaurus","Code","Code_325"
"C78541","Adverse Event Verbatim Description","","01fb6a8f-895b-4a74-a22b-284115734e03","NCI Thesaurus","Code","Code_145"
"C83344","Adverse Event Dictionary Derived Term","","20ef9751-a182-4554-a3de-30a2437f2190","NCI Thesaurus","Code","Code_146"
"C83198","Adverse Event Category","","8ed6782a-5ed2-4de9-bc75-3352959b4a4d","NCI Thesaurus","Code","Code_147"
"C83212","Adverse Event Subcategory","","8a8a7d85-7a2e-42d8-aa11-80732503603d","NCI Thesaurus","Code","Code_148"
"C87840","Adverse Event Pre-specified","","917278d8-9a97-449b-8427-e136b4b7eae6","NCI Thesaurus","Code","Code_149"
"C53253","Severity of Adverse Event","","1b927c26-05ec-49ab-9c6e-e8007d92969a","NCI Thesaurus","Code","Code_150"
"C78605","Adverse Event Toxicity Grade","","d2a58579-e34e-44fe-a62e-c4797bf39c01","NCI Thesaurus","Code","Code_151"
"C53252","Seriousness of Adverse Event","","bb4f32d9-f865-4768-8a32-5ea29fc4849c","NCI Thesaurus","Code","Code_152"
"C83013","Adverse Event Action Taken with Study Treatment","","a8391775-04a5-4176-8410-f0e1b6702755","NCI Thesaurus","Code","Code_153"
"C41358","Adverse Event Attribution to Product or Procedure","","b8b77a16-a279-428f-a0d2-21dd9043da67","NCI Thesaurus","Code","Code_154"
"C71325","Intermittent","2023-09-29","8e2d5df0-739e-4443-b6da-60189a9920ab","http://www.cdisc.org","Code","Code_155"
"C83208","Adverse Event Pattern","","d71f76e2-4f57-43d5-b867-37e1617238de","NCI Thesaurus","Code","Code_156"
"C49489","Adverse Event Outcome","","82a0747d-b4e5-4dce-b2dc-a9bdf2f40a0c","NCI Thesaurus","Code","Code_157"
"C83215","Adverse Event Start Date Time","","3f68aceb-0937-4c56-8015-b6deb1fcd2da","NCI Thesaurus","Code","Code_158"
"C83201","Adverse Event End Date Time","","4b778ddc-6e26-43a1-996a-c25a6bdda23a","NCI Thesaurus","Code","Code_159"
"C41331","Adverse Event","","0aabb3f9-bb32-434a-b669-cdd282a355f9","NCI Thesaurus","Code","Code_144"
"C173522","Vital Signs Result","","2b1fea8d-c3c8-468e-871d-502172236982","NCI Thesaurus","Code","Code_161"
"C42547","Pascal","2023-09-29","ac14e56d-7290-44ac-9344-534edc9864c7","http://www.cdisc.org","Code","Code_162"
"C49669","Unit of Pressure","","40c215e4-8180-496e-a97f-dce09bf8fad9","NCI Thesaurus","Code","Code_163"
"C83088","Vital Signs Location","","0c96503b-e384-4577-ac40-921076245615","NCI Thesaurus","Code","Code_164"
"C123975","Vital Signs Laterality","","01a66477-4c55-4714-8c89-b306013d1f6f","NCI Thesaurus","Code","Code_165"
"C82535","Test Method","","09729194-a115-4657-8df9-fac79c075360","NCI Thesaurus","Code","Code_166"
"C83114","Vital Signs Position","","1427f67d-32e4-4a80-854e-1793dc121c29","NCI Thesaurus","Code","Code_167"
"C25298","Systolic Blood Pressure","","ff261764-25d3-474c-929a-86c444e717d5","NCI Thesaurus","Code","Code_160"
"C173522","Vital Signs Result","","422b6ea7-238e-4d17-a0fc-9e3cb73b0eac","NCI Thesaurus","Code","Code_169"
"C42547","Pascal","2023-09-29","f1a14e61-aa0e-4525-a2ea-448d108b7ee4","http://www.cdisc.org","Code","Code_170"
"C49669","Unit of Pressure","","2de0b4fe-b52d-498b-b4bd-0011e6796ed8","NCI Thesaurus","Code","Code_171"
"C83088","Vital Signs Location","","360ae72a-6790-4b98-accf-4e3299907b34","NCI Thesaurus","Code","Code_172"
"C123975","Vital Signs Laterality","","212fcafd-1ae2-4d64-accf-a774c28c4c7d","NCI Thesaurus","Code","Code_173"
"C82535","Test Method","","578381a3-bcc3-4259-bd92-90054d6850e0","NCI Thesaurus","Code","Code_174"
"C83114","Vital Signs Position","","3e7fe4fa-08ad-4ecd-af51-a6d68819d28b","NCI Thesaurus","Code","Code_175"
"C25299","Diastolic Blood Pressure","","6e0554ac-4dcd-4135-a0e2-0933052f86d7","NCI Thesaurus","Code","Code_168"
"C173522","Vital Signs Result","","c0c2bc2b-a46b-4563-97e0-6403b9ec672f","NCI Thesaurus","Code","Code_177"
"C42537","Kelvin","2023-09-29","809dfd6e-7eb9-47fa-9ace-df641508032b","http://www.cdisc.org","Code","Code_178"
"C44276","Unit of Temperature","","522fe15a-87cf-44b1-9277-a4b7cec7c1d2","NCI Thesaurus","Code","Code_179"
"C83088","Vital Signs Location","","bd342dcb-b3e3-4472-97b8-a43be7855c64","NCI Thesaurus","Code","Code_180"
"C174446","Body Temperature","","b6fba5c0-fe2c-4581-b948-78d02b651f67","NCI Thesaurus","Code","Code_176"
"C173522","Vital Signs Result","","ce8262a5-be93-4ad5-8d9d-fb301838a166","NCI Thesaurus","Code","Code_182"
"C28252","Kilogram","2023-09-29","28d5a6ae-e309-4db7-b285-6edf6f42e23b","http://www.cdisc.org","Code","Code_183"
"C48155","Gram","2023-09-29","18c5e1c4-8e2b-4131-b376-a08ad1027af7","http://www.cdisc.org","Code","Code_184"
"C48531","Pound","2023-09-29","f576dcc7-af26-43bb-80cf-30c5e6a5bf3e","http://www.cdisc.org","Code","Code_185"
"C48208","Unit of Weight","","ac3fc3b6-d003-4f23-8f70-63bcbe2f88b6","NCI Thesaurus","Code","Code_186"
"C81328","Body Weight","","7f3fb8b8-35be-4965-90bd-69555c52ce40","NCI Thesaurus","Code","Code_181"
"C173522","Vital Signs Result","","3d183501-4de2-4a21-ba0b-06bd8ad2b884","NCI Thesaurus","Code","Code_188"
"C49668","Centimeter","2023-09-29","f60c6c82-aef5-487e-ba6b-daa51d522103","http://www.cdisc.org","Code","Code_189"
"C48500","Inch","2023-09-29","76f35e12-75d7-4fad-bd3e-15d477b16e1d","http://www.cdisc.org","Code","Code_190"
"C28251","Millimeter","2023-09-29","a484aba2-4cb4-4d8c-a7ad-0575ace11556","http://www.cdisc.org","Code","Code_191"
"C41139","Meter","2023-09-29","871b0292-bc5b-4949-8a32-8052d29b7113","http://www.cdisc.org","Code","Code_192"
"C168688","Unit of Height","","b5b468ba-e4d0-48c4-b425-e7326ffa7a96","NCI Thesaurus","Code","Code_193"
"C164634","Body Height","","00317e3c-bb6a-427c-84fb-405596abcddd","NCI Thesaurus","Code","Code_187"
"C36292","Laboratory Test Result","","2669031e-3951-4464-9d06-d60410130ee3","NCI Thesaurus","Code","Code_195"
"C83309","Laboratory Test Fasting Status","","09a2077a-351c-47ec-9d80-73cf5f089790","NCI Thesaurus","Code","Code_196"
"C67365","Unit of Catalytic Activity Concentration","","3520a0d3-9eba-49e5-b97f-24221196cab9","NCI Thesaurus","Code","Code_197"
"C70713","Biospecimen Type","","3250c3fb-867a-4478-8df7-30b93003d584","NCI Thesaurus","Code","Code_198"
"C64433","Alanine Aminotransferase Measurement","","76d01aae-27f2-4764-adb4-04c9127938f5","NCI Thesaurus","Code","Code_194"
"C36292","Laboratory Test Result","","e7e8c4dd-72d1-4e54-b5fd-1c4e9862125c","NCI Thesaurus","Code","Code_200"
"C83309","Laboratory Test Fasting Status","","1f10b290-b26c-44a8-b679-4834c3c4356a","NCI Thesaurus","Code","Code_201"
"C48207","Unit of Concentration","","359bf3f7-fd64-45c1-95de-67e4f5ec5758","NCI Thesaurus","Code","Code_202"
"C70713","Biospecimen Type","","1fb6c793-faca-421c-afa3-c4f7fdff17e8","NCI Thesaurus","Code","Code_203"
"C64431","Albumin Measurement","","b3120647-b4cb-4b9a-a316-7a08f49ffb60","NCI Thesaurus","Code","Code_199"
"C36292","Laboratory Test Result","","23facbc8-26d1-4658-8e5d-9240d85f3c56","NCI Thesaurus","Code","Code_205"
"C83309","Laboratory Test Fasting Status","","ec982eed-658c-4cfa-aac6-7da55e714410","NCI Thesaurus","Code","Code_206"
"C67365","Unit of Catalytic Activity Concentration","","b290a1c6-b973-4fd0-91e7-8d652b973d05","NCI Thesaurus","Code","Code_207"
"C70713","Biospecimen Type","","8e6c253a-6399-48fd-81d9-ec3c389fdbbc","NCI Thesaurus","Code","Code_208"
"C64432","Alkaline Phosphatase Measurement","","fad789ec-2a4b-40af-9491-df910a4303ea","NCI Thesaurus","Code","Code_204"
"C36292","Laboratory Test Result","","861794d7-56c1-49fd-a2af-5b3d7f661883","NCI Thesaurus","Code","Code_210"
"C83309","Laboratory Test Fasting Status","","37641ed4-918c-4491-a266-63e4391df79c","NCI Thesaurus","Code","Code_211"
"C67365","Unit of Catalytic Activity Concentration","","c70a651b-32da-4783-9893-3b823be55374","NCI Thesaurus","Code","Code_212"
"C70713","Biospecimen Type","","d16d7db7-8a2f-4be9-8537-ebbf9936137a","NCI Thesaurus","Code","Code_213"
"C64467","Aspartate Aminotransferase Measurement","","4258c35f-2338-4ddd-ac57-7cb4a3f0d2ae","NCI Thesaurus","Code","Code_209"
"C36292","Laboratory Test Result","","0a81476f-bbd0-4819-8314-08cbe962424a","NCI Thesaurus","Code","Code_215"
"C83309","Laboratory Test Fasting Status","","0c5a7ff5-de82-4a2c-9e5a-d845cad44815","NCI Thesaurus","Code","Code_216"
"C48207","Unit of Concentration","","4c6812e7-0f83-4410-a28e-35e7ec4d5c0a","NCI Thesaurus","Code","Code_217"
"C70713","Biospecimen Type","","88b90f0f-05e7-4f61-83a0-864b0b36e61c","NCI Thesaurus","Code","Code_218"
"C64547","Creatinine Measurement","","c4501c94-f35f-4a53-9f1c-98eda7c52b7e","NCI Thesaurus","Code","Code_214"
"C36292","Laboratory Test Result","","b39309f5-4060-4240-b939-112fcd377a1d","NCI Thesaurus","Code","Code_220"
"C83309","Laboratory Test Fasting Status","","be384584-bbbd-401d-a8b2-777b45845a18","NCI Thesaurus","Code","Code_221"
"C64567","Molarity Unit","","b8af5205-787c-408c-8857-cc1e46fefb56","NCI Thesaurus","Code","Code_222"
"C70713","Biospecimen Type","","986cf1d1-5446-4731-8c63-070f43bf51a0","NCI Thesaurus","Code","Code_223"
"C64853","Potassium Measurement","","3bed393f-409b-4564-903f-915a5a37285c","NCI Thesaurus","Code","Code_219"
"C36292","Laboratory Test Result","","0caac10e-94dd-4899-95f8-44554ea544bf","NCI Thesaurus","Code","Code_225"
"C83309","Laboratory Test Fasting Status","","eaba6b05-2c42-48bc-9c0e-5940d75431e2","NCI Thesaurus","Code","Code_226"
"C64567","Molarity Unit","","15b0001f-ef75-4149-8e27-2a5ada8d8989","NCI Thesaurus","Code","Code_227"
"C70713","Biospecimen Type","","cc110acb-3eb4-4bf8-8dc9-85b9181cacd6","NCI Thesaurus","Code","Code_228"
"C64809","Sodium Measurement","","3fead605-86ba-46be-a0c6-2ac8be138ae3","NCI Thesaurus","Code","Code_224"
"C173522","Vital Signs Result","","eb6d2523-f846-409f-9320-6e57c5a88ff7","NCI Thesaurus","Code","Code_230"
"C42547","Pascal","2023-09-29","d3656413-b7a5-41fa-99f5-1e10d8721e8e","http://www.cdisc.org","Code","Code_231"
"C49669","Unit of Pressure","","c1c81aea-402d-48d7-b712-11a9f30890e8","NCI Thesaurus","Code","Code_232"
"C83088","Vital Signs Location","","8478ec62-0caa-4c3a-856d-7357f2f26117","NCI Thesaurus","Code","Code_233"
"C123975","Vital Signs Laterality","","98115067-6a3b-4e71-8390-889a6d703da6","NCI Thesaurus","Code","Code_234"
"C82535","Test Method","","e96f9b16-6d62-457f-b4a9-6cb06244d9ed","NCI Thesaurus","Code","Code_235"
"C83114","Vital Signs Position","","b11bdef9-9334-43ce-b8ec-c59b1010e69a","NCI Thesaurus","Code","Code_236"
"C25298","Systolic Blood Pressure","","5121030d-e86e-4e18-ba86-92191ffe6661","NCI Thesaurus","Code","Code_229"
"C173522","Vital Signs Result","","dfa3ba90-97f6-42d2-bb9f-42a9f588be2d","NCI Thesaurus","Code","Code_238"
"C42547","Pascal","2023-09-29","3b37f52c-e7c3-4c96-bbc2-6fe5c0cd1fcf","http://www.cdisc.org","Code","Code_239"
"C49669","Unit of Pressure","","148c7683-ab68-4f11-8d06-0b4a61325034","NCI Thesaurus","Code","Code_240"
"C83088","Vital Signs Location","","9a47e7a9-5546-437e-b6fd-d35e2188f3a9","NCI Thesaurus","Code","Code_241"
"C123975","Vital Signs Laterality","","8b12b538-0bfd-4191-9b37-13a078477969","NCI Thesaurus","Code","Code_242"
"C82535","Test Method","","95818fee-d9a4-463b-986c-719820dd0acd","NCI Thesaurus","Code","Code_243"
"C83114","Vital Signs Position","","59b71264-63fd-4403-8a3a-3635b9714397","NCI Thesaurus","Code","Code_244"
"C25299","Diastolic Blood Pressure","","b6690779-2846-4dbf-a54e-6e589b0cf977","NCI Thesaurus","Code","Code_237"
"C173522","Vital Signs Result","","f32a6b41-2601-4084-9115-fa06c0a7ca8a","NCI Thesaurus","Code","Code_246"
"C49673","Beats per Minute","2023-09-29","7e7fd132-cec3-4a4d-a9b5-3ebf2ee2cdf0","http://www.cdisc.org","Code","Code_247"
