"id:ID","id","code","codeSystem","uuid","codeSystemVersion","decode"
"16","Code_121","C49666","http://www.cdisc.org","65fd82a7-47c7-4cf5-a1c0-6ec6fcc49549","2023-09-29","Efficacy Study"
"17","Code_122","C49667","http://www.cdisc.org","c190517b-a2a1-48cf-92a1-3ff07e1a929c","2023-09-29","Safety Study"
"18","Code_123","C49663","http://www.cdisc.org","131bb850-ed60-4753-a210-ed34da123385","2023-09-29","Pharmacokinetic Study"
"19","Code_117","MILD_MOD_ALZ","SPONSOR","374acc9b-aba4-41fd-8015-600fb497598e","12","Mild to Moderate Alzheimer\'s Disease"
"20","Code_118","26929004","SNOMED","48d5786c-db3c-43ee-9127-b790824786ab","January 31, 2018","Alzheimer\'s disease"
"21","Code_124","C82639","http://www.cdisc.org","118cdd9e-a372-42e8-bc6b-b4924ecae965","2023-09-29","Parallel Study"
"22","Code_66","C25716","http://www.cdisc.org","551c81bf-a260-40f0-bb00-3490b334a864","2023-09-29","Visit"
"23","Code_67","C51282","http://www.cdisc.org","b741073e-c5b7-40eb-8daa-827d37bfc4f8","2023-09-29","Clinic"
"24","Code_68","C175574","http://www.cdisc.org","ad5c654b-6079-4c56-86fd-93a4b5419349","2023-09-29","In Person"
"25","Code_69","C25716","http://www.cdisc.org","a7cf0494-6a22-4c5d-be47-0c55e3d5c497","2023-09-29","Visit"
"26","Code_70","C51282","http://www.cdisc.org","65c97a87-1418-44d0-b78d-715caa124be8","2023-09-29","Clinic"
"27","Code_71","C175574","http://www.cdisc.org","dcda98bd-c897-480a-9d24-9ddcd0dfcd7e","2023-09-29","In Person"
"28","Code_72","C25716","http://www.cdisc.org","8680bd4e-7135-48d0-a2f4-5295e02582f9","2023-09-29","Visit"
"29","Code_73","C51282","http://www.cdisc.org","982089d3-2c58-45b6-8c98-12e00e5d1fcf","2023-09-29","Clinic"
"30","Code_74","C175574","http://www.cdisc.org","d810a35c-a379-45b3-9bd7-2ed49c19dcc8","2023-09-29","In Person"
"31","Code_75","C25716","http://www.cdisc.org","e8ab7c26-2c9b-43a2-8292-b8588c3ca21f","2023-09-29","Visit"
"32","Code_76","C51282","http://www.cdisc.org","af9c2008-0d7e-47a9-863a-ddaf9b018b0a","2023-09-29","Clinic"
"33","Code_77","C175574","http://www.cdisc.org","cd692bdb-1a4c-4cd7-a6b6-3e99051fc9b2","2023-09-29","In Person"
"34","Code_78","C25716","http://www.cdisc.org","81d2b26e-dea0-4293-bb69-283901894684","2023-09-29","Visit"
"35","Code_79","C51282","http://www.cdisc.org","28d8f57b-69e5-4adb-b9a1-5916a784561b","2023-09-29","Clinic"
"36","Code_80","C175574","http://www.cdisc.org","933a0ddb-32a1-452b-8b2c-776c548c53a3","2023-09-29","In Person"
"37","Code_81","C25716","http://www.cdisc.org","87b9e33b-9f8f-4328-b624-fa409750cdcb","2023-09-29","Visit"
"38","Code_82","C51282","http://www.cdisc.org","be855008-812b-43e7-8cfd-c58d7900f5f7","2023-09-29","Clinic"
"39","Code_83","C175574","http://www.cdisc.org","f663cbac-75ed-4ce9-8edc-acf09f53f327","2023-09-29","In Person"
"40","Code_84","C25716","http://www.cdisc.org","1c511401-38ae-44ea-bbd8-89d0fbee6e5d","2023-09-29","Visit"
"41","Code_85","C51282","http://www.cdisc.org","313b32a4-84dc-4d9f-ba21-06d6a00d1c2d","2023-09-29","Clinic"
"42","Code_86","C175574","http://www.cdisc.org","dfcabdc9-87d0-46d2-8e23-1eed0d03e90a","2023-09-29","In Person"
"43","Code_87","C171537","http://www.cdisc.org","0cb2f49c-6dd3-4673-bf5f-6931498a4876","2023-09-29","Telephone Call"
"44","Code_88","C25716","http://www.cdisc.org","6ffcd2c5-b6d1-47af-b369-c9a077da8456","2023-09-29","Visit"
"45","Code_89","C51282","http://www.cdisc.org","5c79bf77-14b9-4227-89a1-d7a4d8e743dc","2023-09-29","Clinic"
"46","Code_90","C175574","http://www.cdisc.org","59796930-851e-4ec2-88d1-5041ffe7b375","2023-09-29","In Person"
"47","Code_91","C171537","http://www.cdisc.org","4afc99ca-f548-46f8-b4b2-8c57a25180b6","2023-09-29","Telephone Call"
"48","Code_92","C25716","http://www.cdisc.org","c68da490-ce32-4414-ba9e-09f5cb6f0e05","2023-09-29","Visit"
"49","Code_93","C51282","http://www.cdisc.org","0686b45c-993a-4a46-978c-8f8b6edba0c8","2023-09-29","Clinic"
"50","Code_94","C175574","http://www.cdisc.org","1aa0738a-1cec-4941-85f7-10caddba442f","2023-09-29","In Person"
"51","Code_95","C171537","http://www.cdisc.org","9ab341c4-135f-4d2d-8780-6bdda565667e","2023-09-29","Telephone Call"
"52","Code_96","C25716","http://www.cdisc.org","74bc248b-6175-4b91-865e-ee7208bc67a0","2023-09-29","Visit"
"53","Code_97","C51282","http://www.cdisc.org","5a519578-4f05-49f4-9cf6-5b2395d44b50","2023-09-29","Clinic"
"54","Code_98","C175574","http://www.cdisc.org","61e682d9-d9b9-4163-935f-f078cee24736","2023-09-29","In Person"
"55","Code_99","C171537","http://www.cdisc.org","c9cc9ae2-fffc-4de8-9b00-3f33069d1969","2023-09-29","Telephone Call"
"56","Code_100","C25716","http://www.cdisc.org","6dc00818-81ee-4efe-9dae-26b2dec8d7b8","2023-09-29","Visit"
"57","Code_101","C51282","http://www.cdisc.org","a2b4cff6-a3bf-4e70-bb21-84af02ab3086","2023-09-29","Clinic"
"58","Code_102","C175574","http://www.cdisc.org","661d3dee-1005-4c54-9b64-561a6ff904d8","2023-09-29","In Person"
"59","Code_103","C25716","http://www.cdisc.org","15474e06-66be-415a-a32c-6a021fa91433","2023-09-29","Visit"
"60","Code_104","C51282","http://www.cdisc.org","97091d78-383f-43c7-9e60-1ded6efa34a1","2023-09-29","Clinic"
"61","Code_105","C175574","http://www.cdisc.org","965a53f2-24fd-4b66-97a3-4ebeb49a0766","2023-09-29","In Person"
"62","Code_63","383371000119108","SNOMED","9a2039ce-e54a-49a6-bebc-967ebc481ad0","January 31, 2018","CT of head without contrast"
"63","Code_64","123","SPONSOR","5b7aea4a-d280-4ce3-99bd-3568673df110","12","Supine for 5 minutes"
"64","Code_65","124","SPONSOR","0c20be8b-2ff7-4a36-acdf-0ede4dfab13e","12","Standingfor 1-3 minutes"
"65","Code_244","C173522","NCI Thesaurus","5c6994ef-10f6-4114-a248-edd835606619","","Vital Signs Result"
"66","Code_245","C42537","http://www.cdisc.org","8821e416-deee-499d-9d1f-31ffb76183b6","2023-09-29","Kelvin"
"67","Code_246","C44276","NCI Thesaurus","3f7daab4-578b-47d0-a12d-f54640e66a35","","Unit of Temperature"
"68","Code_247","C83088","NCI Thesaurus","043551b7-6314-4dda-a572-7d8ff7695af2","","Vital Signs Location"
"69","Code_243","C174446","NCI Thesaurus","2047d8d3-06ff-49a4-9339-5c934ba259e3","","Body Temperature"
"70","Code_249","C173522","NCI Thesaurus","4cce3013-8b29-4355-9f66-f489b63df93c","","Vital Signs Result"
"71","Code_250","C28252","http://www.cdisc.org","5a2fb3b0-8a28-43de-8239-911d55f912d4","2023-09-29","Kilogram"
"72","Code_251","C48155","http://www.cdisc.org","5608ab5e-0e71-461b-af50-7ddaa5c2d47b","2023-09-29","Gram"
"73","Code_252","C48531","http://www.cdisc.org","4580dbc8-3c76-4a19-ba6e-d6db2ed3db6b","2023-09-29","Pound"
"74","Code_253","C48208","NCI Thesaurus","e583a4be-e6fb-47d5-9891-c0af02bead4b","","Unit of Weight"
"75","Code_248","C81328","NCI Thesaurus","1dabdbff-1153-488e-bebf-68d9d7fc7d04","","Body Weight"
"76","Code_255","C173522","NCI Thesaurus","709b9ddb-9e90-46f1-a0fb-e4fc03975e7c","","Vital Signs Result"
"77","Code_256","C49668","http://www.cdisc.org","25b99575-a037-46bb-a2f0-2ec10e1f1665","2023-09-29","Centimeter"
"78","Code_257","C48500","http://www.cdisc.org","fc7b337f-52db-4094-baa8-ab2b6612c3b3","2023-09-29","Inch"
"79","Code_258","C28251","http://www.cdisc.org","cbe46aa7-eae6-4ba6-920c-67d438e30342","2023-09-29","Millimeter"
"80","Code_259","C41139","http://www.cdisc.org","e186140d-d0d2-4cef-8c99-f7deb3d98bf7","2023-09-29","Meter"
"81","Code_260","C168688","NCI Thesaurus","e4e36aa0-1fbb-4a35-be43-bb26eab26175","","Unit of Height"
"82","Code_254","C164634","NCI Thesaurus","c63ab0e4-37c6-4018-bf33-540a88c2faf4","","Body Height"
"83","Code_262","C36292","NCI Thesaurus","0291825e-a4e2-4c61-bf89-404586d10cdd","","Laboratory Test Result"
"84","Code_263","C83309","NCI Thesaurus","a425336f-4357-44e9-9e1f-77d685e1a18c","","Laboratory Test Fasting Status"
"85","Code_264","C67365","NCI Thesaurus","028d1877-abf6-4ba6-a387-ba8eb51ff6b0","","Unit of Catalytic Activity Concentration"
"86","Code_265","C70713","NCI Thesaurus","9ada9fa9-9dfe-461e-8889-5850d773c17c","","Biospecimen Type"
"87","Code_261","C64433","NCI Thesaurus","e8423235-38cc-4867-9ba8-b65741064ebc","","Alanine Aminotransferase Measurement"
"88","Code_267","C36292","NCI Thesaurus","f5d4c0bd-abcb-4499-a4a2-aacbf9e4d52b","","Laboratory Test Result"
"89","Code_268","C83309","NCI Thesaurus","9c9fbf61-a8ae-4bc5-aa6f-b67b0fc6483a","","Laboratory Test Fasting Status"
"90","Code_269","C48207","NCI Thesaurus","84ffde68-29a6-4595-bbb9-fe5ccfa249db","","Unit of Concentration"
"91","Code_270","C70713","NCI Thesaurus","41a10d1b-d55d-4528-84f4-99cd31b9c544","","Biospecimen Type"
"92","Code_266","C64431","NCI Thesaurus","a7834631-4881-49bf-ab64-0e795396b688","","Albumin Measurement"
"93","Code_272","C36292","NCI Thesaurus","f01f3058-ab5b-4e0f-a191-a57642b58f8c","","Laboratory Test Result"
"94","Code_273","C83309","NCI Thesaurus","7c2a4fb5-219e-41b3-89e4-2d332f192218","","Laboratory Test Fasting Status"
"95","Code_274","C67365","NCI Thesaurus","74f07620-1755-4c21-bbf7-0d036951cec2","","Unit of Catalytic Activity Concentration"
"96","Code_275","C70713","NCI Thesaurus","6f02b929-132e-4b9e-b2be-9d1f7a207cf5","","Biospecimen Type"
"97","Code_271","C64432","NCI Thesaurus","4daf2f16-90d1-4204-9635-bd25bd56e34c","","Alkaline Phosphatase Measurement"
"98","Code_277","C36292","NCI Thesaurus","8762a8b0-cb2a-4655-96b6-ab9d046a9444","","Laboratory Test Result"
"99","Code_278","C83309","NCI Thesaurus","781b64e0-2c31-4b85-939a-3de285d05313","","Laboratory Test Fasting Status"
"100","Code_279","C67365","NCI Thesaurus","1e2686f3-2432-49bc-a67f-e201fd698aba","","Unit of Catalytic Activity Concentration"
"101","Code_280","C70713","NCI Thesaurus","755dca54-7164-407a-8c34-508ab1e15d89","","Biospecimen Type"
"102","Code_276","C64467","NCI Thesaurus","0ea638c1-58b2-4092-99f0-e508c99d999e","","Aspartate Aminotransferase Measurement"
"103","Code_282","C36292","NCI Thesaurus","f78a7bed-bdce-4212-98e8-47bdabe0df67","","Laboratory Test Result"
"104","Code_283","C83309","NCI Thesaurus","5535ba14-c0dc-42c8-86d2-6d168da5a892","","Laboratory Test Fasting Status"
"105","Code_284","C48207","NCI Thesaurus","72ff5518-172a-4f7f-8b64-e832403e322d","","Unit of Concentration"
"106","Code_285","C70713","NCI Thesaurus","9fb5beba-19ec-4a54-985e-2ee9ec03342d","","Biospecimen Type"
"107","Code_281","C64547","NCI Thesaurus","9f8fbf38-278f-4426-963f-c9b958764477","","Creatinine Measurement"
"108","Code_287","C36292","NCI Thesaurus","afbef7a6-7b9d-43d9-9d53-3cb966ce7d75","","Laboratory Test Result"
"109","Code_288","C83309","NCI Thesaurus","ef474f6c-728a-4d26-8886-39b41841ae06","","Laboratory Test Fasting Status"
"110","Code_289","C64567","NCI Thesaurus","be0affa9-ac1b-4b51-bfb6-8b087264fe5e","","Molarity Unit"
"111","Code_290","C70713","NCI Thesaurus","56c4126c-fff4-45f7-b6c5-df5a00c5e696","","Biospecimen Type"
"112","Code_286","C64853","NCI Thesaurus","93d01db4-daca-484f-80b2-d558f0901931","","Potassium Measurement"
"113","Code_292","C36292","NCI Thesaurus","cd7cf2e4-6969-4df5-a59a-eb9a4de07abd","","Laboratory Test Result"
"114","Code_293","C83309","NCI Thesaurus","9ab48063-2155-4ec4-be7b-928153f0fd74","","Laboratory Test Fasting Status"
"115","Code_294","C64567","NCI Thesaurus","5afa1664-439d-4c03-beb9-fd22536e2c39","","Molarity Unit"
"116","Code_295","C70713","NCI Thesaurus","7f03ce57-b7d7-44f7-9f20-e34d6c0d1f0b","","Biospecimen Type"
"117","Code_291","C64809","NCI Thesaurus","8031ab97-73f2-45c7-9593-7d4ede62a7e9","","Sodium Measurement"
"118","Code_126","C78541","NCI Thesaurus","1e8c47b5-81a7-47d3-9928-87af99de1581","","Adverse Event Verbatim Description"
"119","Code_127","C83344","NCI Thesaurus","635fa821-dd7c-4163-8d2a-e52e48c6a783","","Adverse Event Dictionary Derived Term"
"120","Code_128","C83198","NCI Thesaurus","6ebc893c-6214-4adc-ab36-3b2681b3f476","","Adverse Event Category"
"121","Code_129","C83212","NCI Thesaurus","127a3d44-279b-44bd-9ee2-c7cce4a5f23e","","Adverse Event Subcategory"
"122","Code_130","C87840","NCI Thesaurus","f1015d3e-53bd-4e91-8cc0-ebb1e2c9c297","","Adverse Event Pre-specified"
"123","Code_131","C53253","NCI Thesaurus","86fd4778-73c5-46e5-a045-8125f9cb3022","","Severity of Adverse Event"
"124","Code_132","C78605","NCI Thesaurus","58bf52d5-1cc2-4d78-90ed-61607eff70b8","","Adverse Event Toxicity Grade"
"125","Code_133","C53252","NCI Thesaurus","183b446f-f63a-43b8-bd43-6eb270f140ce","","Seriousness of Adverse Event"
"126","Code_134","C17998","http://www.cdisc.org","560547b3-602f-41e0-b997-27df9cf6b4ec","2023-09-29","Unknown"
"127","Code_135","C83013","NCI Thesaurus","25c7be61-df79-4a62-bd48-79b15afa2218","","Adverse Event Action Taken with Study Treatment"
"128","Code_136","C41358","NCI Thesaurus","7b700bf0-8760-434a-ae59-796ede359897","","Adverse Event Attribution to Product or Procedure"
"129","Code_137","C83208","NCI Thesaurus","d9408f9c-f36e-4e75-ad39-df61418e0f1e","","Adverse Event Pattern"
"130","Code_138","C17998","http://www.cdisc.org","5f9bf210-cf06-4407-a954-feba3b4360ce","2023-09-29","Unknown"
"131","Code_139","C49489","NCI Thesaurus","81b776e7-cd4f-4068-b0bd-433660c020f7","","Adverse Event Outcome"
"132","Code_140","C83215","NCI Thesaurus","4a15d267-95ab-4939-99f9-f999161daf25","","Adverse Event Start Date Time"
"133","Code_141","C83201","NCI Thesaurus","997ee7b9-6155-40a5-9b0c-55db5c39961a","","Adverse Event End Date Time"
"134","Code_125","C41331","NCI Thesaurus","cf61e437-91e2-4254-813e-5642131d11e9","","Adverse Event"
"135","Code_143","C173522","NCI Thesaurus","9988abbb-1a07-4afc-a865-fff8366084ff","","Vital Signs Result"
"136","Code_144","C42547","http://www.cdisc.org","42d7cc84-5874-4065-997a-a84887b7822b","2023-09-29","Pascal"
"137","Code_145","C49669","NCI Thesaurus","141de36e-5471-45f2-9fda-b52b42f961ee","","Unit of Pressure"
"138","Code_146","C83088","NCI Thesaurus","e0a09173-6ebf-4981-ab7f-0bb5a247bd5c","","Vital Signs Location"
"139","Code_147","C123975","NCI Thesaurus","a05b8063-c022-44bd-a74e-cbb692c5895b","","Vital Signs Laterality"
"140","Code_148","C82535","NCI Thesaurus","190b00ab-0a0f-45e7-896b-b785bf17b19d","","Test Method"
"141","Code_149","C83114","NCI Thesaurus","9485e81d-6af1-4d11-8248-5087a566ec50","","Vital Signs Position"
"142","Code_142","C25298","NCI Thesaurus","26119a0f-ac96-4d97-bb3a-334c134deaef","","Systolic Blood Pressure"
"143","Code_151","C173522","NCI Thesaurus","00bfecd3-53cb-4ccf-ba4e-f49347fb26dc","","Vital Signs Result"
"144","Code_152","C42547","http://www.cdisc.org","6a311e37-0587-4499-83ad-5e83e017e5a2","2023-09-29","Pascal"
"145","Code_153","C49669","NCI Thesaurus","b8e4f950-1ea7-477c-98a3-e4d8e81f5f0d","","Unit of Pressure"
"146","Code_154","C83088","NCI Thesaurus","d9f65b13-37b2-40f2-8925-2ba40b15cd9e","","Vital Signs Location"
"147","Code_155","C123975","NCI Thesaurus","a599e8c9-05c8-45ac-9fec-a41d2a73c687","","Vital Signs Laterality"
"148","Code_156","C82535","NCI Thesaurus","377d6396-372e-4ca0-8453-b466b35e31d1","","Test Method"
"149","Code_157","C83114","NCI Thesaurus","c5a7f150-1f04-43e6-babf-844aff6290f8","","Vital Signs Position"
"150","Code_150","C25299","NCI Thesaurus","a82f053b-a15c-41c6-a372-887dd109c453","","Diastolic Blood Pressure"
"151","Code_159","C173522","NCI Thesaurus","29efae83-e454-4df5-9be7-4cf542cb708b","","Vital Signs Result"
"152","Code_160","C42537","http://www.cdisc.org","f47dac2f-f329-44bf-8ab9-2a0c8a2a9433","2023-09-29","Kelvin"
"153","Code_161","C44276","NCI Thesaurus","46513035-4562-49a5-b86f-0797f6253e4f","","Unit of Temperature"
"154","Code_162","C83088","NCI Thesaurus","a322bf0f-4050-45b5-b2c3-7fcc7b16d320","","Vital Signs Location"
"155","Code_158","C174446","NCI Thesaurus","8b2339b5-1555-43f5-8cb3-1c03bf5dbe67","","Body Temperature"
"156","Code_164","C173522","NCI Thesaurus","93f80a3e-1042-4bc1-8863-47008bea10ce","","Vital Signs Result"
"157","Code_165","C28252","http://www.cdisc.org","de64f953-a2dc-4b8a-a9fc-e9275413cdff","2023-09-29","Kilogram"
"158","Code_166","C48155","http://www.cdisc.org","a5b33c4e-ab79-421e-aec6-053f78b301eb","2023-09-29","Gram"
"159","Code_167","C48531","http://www.cdisc.org","09650c61-d211-45d1-bd84-21d0205c12d8","2023-09-29","Pound"
"160","Code_168","C48208","NCI Thesaurus","732623bf-6c83-4f10-a657-aa0fdfd957b5","","Unit of Weight"
"161","Code_163","C81328","NCI Thesaurus","24873e10-8499-42fa-a823-8c909a9780f2","","Body Weight"
"162","Code_170","C173522","NCI Thesaurus","01374f19-5987-437e-8270-0b152b2fc269","","Vital Signs Result"
"163","Code_171","C49668","http://www.cdisc.org","bcd5ca4f-376d-4e13-a5a3-985471d689b9","2023-09-29","Centimeter"
"164","Code_172","C48500","http://www.cdisc.org","396ac56f-e811-4f7d-9e4b-0f309a4ad86a","2023-09-29","Inch"
"165","Code_173","C28251","http://www.cdisc.org","053f2854-f05b-4bba-acba-63d2924683be","2023-09-29","Millimeter"
"166","Code_174","C41139","http://www.cdisc.org","1d510cc8-ab01-4321-8255-e3dbd481838f","2023-09-29","Meter"
"167","Code_175","C168688","NCI Thesaurus","ff1356d8-d964-4cca-9a48-46ea37ca19c7","","Unit of Height"
"168","Code_169","C164634","NCI Thesaurus","6d00337d-59fc-47ea-b16f-f7579e6376f4","","Body Height"
"169","Code_177","C36292","NCI Thesaurus","0da106d0-3013-4307-9807-a21d85e15c70","","Laboratory Test Result"
"170","Code_178","C83309","NCI Thesaurus","5df99ab0-18e1-4017-ab02-6bca8b37c3a8","","Laboratory Test Fasting Status"
"171","Code_179","C67365","NCI Thesaurus","9e3b6784-14f8-4a21-af7b-67f7656f13e1","","Unit of Catalytic Activity Concentration"
"172","Code_180","C70713","NCI Thesaurus","ebe360d7-86f7-4c88-9d85-334bca12469c","","Biospecimen Type"
"173","Code_176","C64433","NCI Thesaurus","8991af11-e10e-481b-91e3-1280b67507d6","","Alanine Aminotransferase Measurement"
"174","Code_182","C36292","NCI Thesaurus","5694b929-e1cc-4212-bafe-b7b6f2110f2c","","Laboratory Test Result"
"175","Code_183","C83309","NCI Thesaurus","0a31fe46-7c2e-4ec9-903a-4d3884a5246b","","Laboratory Test Fasting Status"
"176","Code_184","C48207","NCI Thesaurus","709e2207-3048-44d3-9b09-d34480ef35ec","","Unit of Concentration"
"177","Code_185","C70713","NCI Thesaurus","c2de975a-31fd-4e20-b9f4-66f93e243227","","Biospecimen Type"
"178","Code_181","C64431","NCI Thesaurus","54658791-a9fe-475c-9507-7e37a38be1f6","","Albumin Measurement"
"179","Code_187","C36292","NCI Thesaurus","0229b39c-d6f6-4e92-8d38-4c50b563a00e","","Laboratory Test Result"
"180","Code_188","C83309","NCI Thesaurus","49069206-ed09-451d-9027-822ec277e180","","Laboratory Test Fasting Status"
"181","Code_189","C67365","NCI Thesaurus","8b0da8e2-f691-47b7-b4a7-b6e1b65e01b7","","Unit of Catalytic Activity Concentration"
"182","Code_190","C70713","NCI Thesaurus","e8a8046e-fbeb-46e2-bd80-526d5fe4f82c","","Biospecimen Type"
"183","Code_186","C64432","NCI Thesaurus","30ef087f-453e-4224-8d9c-40497bfe801e","","Alkaline Phosphatase Measurement"
"184","Code_192","C36292","NCI Thesaurus","fdad57ee-2583-47f7-ab2f-19fcfa37c904","","Laboratory Test Result"
"185","Code_193","C83309","NCI Thesaurus","9f93e12f-f572-4acb-9854-f71ceae35395","","Laboratory Test Fasting Status"
"186","Code_194","C67365","NCI Thesaurus","5ce7ca0a-7589-4ab6-99f6-75e3f47e5dbe","","Unit of Catalytic Activity Concentration"
"187","Code_195","C70713","NCI Thesaurus","f3003457-9f7d-479f-a11b-b24e53dbaf2f","","Biospecimen Type"
"188","Code_191","C64467","NCI Thesaurus","d3167145-1e4c-4ff1-b6ad-03ac185c468f","","Aspartate Aminotransferase Measurement"
"189","Code_197","C36292","NCI Thesaurus","e0b66efa-dd2d-40d1-80b9-e8083d106bf7","","Laboratory Test Result"
"190","Code_198","C83309","NCI Thesaurus","cb8eb85b-4093-47c8-80d7-ed8db0d9cffa","","Laboratory Test Fasting Status"
"191","Code_199","C48207","NCI Thesaurus","749d7d2f-352a-417f-a314-2af12ee0dbf2","","Unit of Concentration"
"192","Code_200","C70713","NCI Thesaurus","4c114e84-4179-436a-a63e-274c4fe6f7ef","","Biospecimen Type"
"193","Code_196","C64547","NCI Thesaurus","0f0583ec-99b7-4865-8217-a7f3320e3efd","","Creatinine Measurement"
"194","Code_202","C36292","NCI Thesaurus","8465df3b-b02f-4165-993c-aac8b6ca7f4c","","Laboratory Test Result"
"195","Code_203","C83309","NCI Thesaurus","c2e60420-d115-4c92-b385-6bd5f0ee95b3","","Laboratory Test Fasting Status"
"196","Code_204","C64567","NCI Thesaurus","919c3fd7-6e67-49c3-999f-8d1d6b708dbb","","Molarity Unit"
"197","Code_205","C70713","NCI Thesaurus","95166fd5-d0c6-4e04-a1cb-0dd08c3ec07d","","Biospecimen Type"
"198","Code_201","C64853","NCI Thesaurus","bac734ea-9683-4797-b3e6-699a632521cc","","Potassium Measurement"
"199","Code_207","C36292","NCI Thesaurus","17ce9028-7edd-44be-ab24-97d0aa735f10","","Laboratory Test Result"
"200","Code_208","C83309","NCI Thesaurus","e3998e6a-823a-4821-8a85-4653451dd48f","","Laboratory Test Fasting Status"
"201","Code_209","C64567","NCI Thesaurus","907a53db-0d47-4979-81de-2053d313ae97","","Molarity Unit"
"202","Code_210","C70713","NCI Thesaurus","bf28e763-73dc-4a19-903c-9b0c899e5ebc","","Biospecimen Type"
"203","Code_206","C64809","NCI Thesaurus","4bba8f1c-887d-4349-9bff-36efb91dd70c","","Sodium Measurement"
"204","Code_212","C173522","NCI Thesaurus","fe79d50f-ef60-4e30-9d15-190bb32131c0","","Vital Signs Result"
"205","Code_213","C42547","http://www.cdisc.org","16f06a00-921a-40b2-a7db-e318b7a5349e","2023-09-29","Pascal"
"206","Code_214","C49669","NCI Thesaurus","1a8e8185-62e3-48b3-92f2-3731bccd1f8c","","Unit of Pressure"
"207","Code_215","C83088","NCI Thesaurus","75840f69-84c9-465f-9d37-bf5c0db1073c","","Vital Signs Location"
"208","Code_216","C123975","NCI Thesaurus","54bda6f4-f0a3-483d-afe9-12203748c96f","","Vital Signs Laterality"
"209","Code_217","C82535","NCI Thesaurus","abbd7a60-3a9d-406c-9b0f-2730b6451bc8","","Test Method"
"210","Code_218","C83114","NCI Thesaurus","a037c5d6-8415-4dd7-8e54-12fd7fdb6133","","Vital Signs Position"
"211","Code_211","C25298","NCI Thesaurus","b809eacd-108e-4316-bed1-14cec060e145","","Systolic Blood Pressure"
"212","Code_220","C173522","NCI Thesaurus","397f1c52-d844-42c0-80b2-4de4b93d1a3a","","Vital Signs Result"
"213","Code_221","C42547","http://www.cdisc.org","bd6584eb-54a8-411e-aee1-580ac7fc5a04","2023-09-29","Pascal"
"214","Code_222","C49669","NCI Thesaurus","5a96368c-21db-419f-af78-a7aaa99efd45","","Unit of Pressure"
"215","Code_223","C83088","NCI Thesaurus","1249afd3-e059-4a8d-8e28-35846963671f","","Vital Signs Location"
"216","Code_224","C123975","NCI Thesaurus","002ff986-5e56-4a23-bb0c-c0db52be89b5","","Vital Signs Laterality"
"217","Code_225","C82535","NCI Thesaurus","1e0096fc-3c49-4789-aea8-ce5cf0b90203","","Test Method"
"218","Code_226","C83114","NCI Thesaurus","1dce80d2-5fa0-49e8-bf74-5f357c3a3652","","Vital Signs Position"
"219","Code_219","C25299","NCI Thesaurus","60e687c2-d482-43ce-99f6-2e2b7010dae5","","Diastolic Blood Pressure"
"220","Code_228","C173522","NCI Thesaurus","49ca15f3-b2eb-4b4c-b0d6-47594c40c440","","Vital Signs Result"
"221","Code_229","C42547","http://www.cdisc.org","90e12fb8-69ce-41d8-84d0-147b958a0a86","2023-09-29","Pascal"
"222","Code_230","C49669","NCI Thesaurus","4790fbd6-a593-4f1c-a39d-9cfa6e7894c5","","Unit of Pressure"
"223","Code_231","C83088","NCI Thesaurus","97fe5ee9-4b7b-45f6-ba19-590d3fedc1f8","","Vital Signs Location"
