"id:ID","id","name","uuid","sectionNumber","text","sectionTitle"
"883","NarrativeContent_62","SECTION 8.2","117d2671-9ae2-4c26-85bd-14c8dc4c1472","8.2","<div></div>","Efficacy Assessments and Procedures"
"884","NarrativeContent_63","SECTION 8.3","8bacac6f-087d-435f-8457-6e9299711c52","8.3","<div></div>","Safety Assessments and Procedures"
"885","NarrativeContent_64","SECTION 8.3.1","761454e6-96af-4354-9e71-30bb27be3ab7","8.3.1","<div></div>","Physical Examination"
"886","NarrativeContent_65","SECTION 8.3.2","3d1c55e7-d9c7-4c57-8dd5-b27aa9e2d1c2","8.3.2","<div></div>","Vital Signs"
"887","NarrativeContent_66","SECTION 8.3.3","56bc639a-ac05-44c6-a47a-b13958294ffb","8.3.3","<div></div>","Electrocardiograms"
"888","NarrativeContent_67","SECTION 8.3.4","149d6ff6-6672-4997-bfd7-e462e19c17ec","8.3.4","<div></div>","Clinical Laboratory Assessments"
"889","NarrativeContent_68","SECTION 8.3.5","dd9de022-94c2-490c-b4ed-7edc90dedb79","8.3.5","<div></div>","Suicidal Ideation and Behaviour Risk Monitoring"
"890","NarrativeContent_69","SECTION 8.4","715d319b-0f14-4c4f-a055-3133ad129840","8.4","<div></div>","Adverse Events and Serious Adverse Events"
"891","NarrativeContent_70","SECTION 8.4.1","627a9cec-07cc-47e3-91c8-7e85a37f28e9","8.4.1","<div></div>","Definitions of AE and SAE"
"892","NarrativeContent_71","SECTION 8.4.2","29c9989b-3fc7-41d9-9de7-eb39bab05cf0","8.4.2","<div></div>","Time Period and Frequency for Collecting AE and SAE Information"
"893","NarrativeContent_72","SECTION 8.4.3","216a8a60-b327-47af-a121-7aa4c135d9f2","8.4.3","<div></div>","Identifying AEs and SAEs"
"894","NarrativeContent_73","SECTION 8.4.4","41b07c15-3164-406a-b34f-a63ab096bebf","8.4.4","<div></div>","Recording of AEs and SAEs"
"895","NarrativeContent_74","SECTION 8.4.5","2521d6eb-edde-4129-97e1-25143a36b67c","8.4.5","<div></div>","Follow-up of AEs and SAEs"
"896","NarrativeContent_75","SECTION 8.4.6","64775dbf-c179-4424-9800-af08641e4ff8","8.4.6","<div></div>","Reporting of SAEs"
"897","NarrativeContent_76","SECTION 8.4.7","bf9f0273-ea61-450a-b90d-40f663dfe47f","8.4.7","<div></div>","Regulatory Reporting Requirements for SAEs"
"898","NarrativeContent_77","SECTION 8.4.8","ab3b9d0c-6c0a-4d32-9639-41e35f7e8d0f","8.4.8","<div></div>","Serious and Unexpected Adverse Reaction Reporting"
"899","NarrativeContent_78","SECTION 8.4.9","5d33e28a-7dc3-4558-b897-b152b9c046d9","8.4.9","<div></div>","Adverse Events of Special Interest"
"900","NarrativeContent_79","SECTION 8.4.10","720f8ca6-49e6-444f-9284-fd61473f87ed","8.4.10","<div></div>","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs"
"901","NarrativeContent_80","SECTION 8.5","2d73e173-0d25-4217-8ebb-073230ef8fa9","8.5","<div></div>","Pregnancy and Postpartum Information"
"902","NarrativeContent_81","SECTION 8.5.1","f61ab438-1f5a-4386-b822-dc954f445416","8.5.1","<div></div>","Participants Who Become Pregnant During the Trial"
"903","NarrativeContent_82","SECTION 8.5.2","a1b39940-b3af-456a-a2b1-500e1cff0d99","8.5.2","<div></div>","Participants Whose Partners Become Pregnant"
"904","NarrativeContent_83","SECTION 8.6","66808262-3f27-4342-a52d-05abd6c0acf2","8.6","<div></div>","Medical Device Product Complaints for Drug/Device Combination Products"
"905","NarrativeContent_84","SECTION 8.6.1","95e85148-e93e-4b5d-84ee-2c476780f9c1","8.6.1","<div></div>","Definition of Medical Device Product Complaints"
"906","NarrativeContent_85","SECTION 8.6.2","7a772fc8-a94b-472b-a510-d328f11dce3c","8.6.2","<div></div>","Recording of Medical Device Product Complaints"
"907","NarrativeContent_86","SECTION 8.6.3","f0a0f299-063b-486e-9706-563abc87bc7a","8.6.3","<div></div>","Time Period and Frequency for Collecting Medical Device Product Complaints ."
"908","NarrativeContent_87","SECTION 8.6.4","5af7c9b5-7560-490b-b945-8cc1dd7196f2","8.6.4","<div></div>","Follow-Up of Medical Device Product Complaints"
"909","NarrativeContent_88","SECTION 8.6.5","cae6333b-36c3-4a92-b934-ac2b8a91d550","8.6.5","<div></div>","Regulatory Reporting Requirements for Medical Device Product Complaints"
"910","NarrativeContent_89","SECTION 8.7","310f7241-52a5-4c35-a75d-50ecc33925ff","8.7","<div></div>","Pharmacokinetics"
"911","NarrativeContent_90","SECTION 8.8","902f9170-8afd-4839-9e12-8e8f247facbd","8.8","<div></div>","Genetics"
"912","NarrativeContent_91","SECTION 8.9","dca8abfb-f3b3-4c15-9f22-dc633643c398","8.9","<div></div>","Biomarkers"
"913","NarrativeContent_92","SECTION 8.1","e006bb89-aeef-45b1-93f9-90516ee1ab62","8.1","<div></div>","Immunogenicity Assessments"
"914","NarrativeContent_93","SECTION 8.1.1","ace92921-38c4-4708-b97b-b7ce603a7aab","8.1.1","<div></div>","Medical Resource Utilisation and Health Economics"
"915","NarrativeContent_94","SECTION 9","18018e88-387f-4bb6-941f-34cdf15596d2","9","<div></div>","STATISTICAL CONSIDERATIONS"
"916","NarrativeContent_95","SECTION 9.1","889419d8-2cab-476e-b1dd-ae0d1e5c94d3","9.1","<div></div>","Analysis Sets"
"917","NarrativeContent_96","SECTION 9.2","abf5a07d-29f4-4f61-a890-397a99aa2a30","9.2","<div></div>","Analyses Supporting Primary Objective(s)"
"918","NarrativeContent_97","SECTION 9.2.1","9c5cb506-0365-4975-8e86-8b881339077b","9.2.1","<div></div>","Statistical Model, Hypothesis, and Method of Analysis"
"919","NarrativeContent_98","SECTION 9.2.2","c0f30126-5137-4cce-a73d-4e8625bf2d51","9.2.2","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)"
"920","NarrativeContent_99","SECTION 9.2.3","eb23adec-5f81-4830-a7c3-e17da422462e","9.2.3","<div></div>","Handling of Missing Data"
"921","NarrativeContent_100","SECTION 9.2.4","1ae661d9-3145-47bb-b990-d3aac723eee0","9.2.4","<div></div>","Sensitivity Analysis"
"922","NarrativeContent_101","SECTION 9.2.5","9b71b807-fd09-429f-8de9-eecdc559f5d5","9.2.5","<div></div>","Supplementary Analysis"
"923","NarrativeContent_102","SECTION 9.3","0ccd0dfe-9988-4d12-873a-470e4de29587","9.3","<div></div>","Analysis Supporting Secondary Objective(s)"
"924","NarrativeContent_103","SECTION 9.4","19c39df4-ba3d-4094-8cee-419d9c66b2b2","9.4","<div></div>","Analysis of Exploratory Objective(s)"
"925","NarrativeContent_104","SECTION 9.5","9aed5d57-eb55-449b-8077-0d51f667b5d0","9.5","<div></div>","Safety Analyses"
"926","NarrativeContent_105","SECTION 9.6","41bd0377-28d5-462e-aa38-c72f2039ea40","9.6","<div></div>","Other Analyses"
"927","NarrativeContent_106","SECTION 9.7","d917573e-ca1d-4602-80b9-186800ee9a5d","9.7","<div></div>","Interim Analyses"
"928","NarrativeContent_107","SECTION 9.8","8b64770c-8689-4249-b76d-493160ddf529","9.8","<div></div>","Sample Size Determination"
"929","NarrativeContent_108","SECTION 9.9","ef11703d-c567-4b85-878a-cc4b1b37a976","9.9","<div></div>","Protocol Deviations"
"930","NarrativeContent_109","SECTION 10","eff03b98-d82f-48db-aeb0-f136470aaf82","10","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT"
"931","NarrativeContent_110","SECTION 10.1","077c90c5-7f9a-4c04-8907-90a540983311","10.1","<div></div>","Regulatory and Ethical Considerations"
"932","NarrativeContent_111","SECTION 10.2","6baf1a0f-95b3-483b-8525-21fa1d4f69d8","10.2","<div></div>","Committees"
"933","NarrativeContent_112","SECTION 10.3","0821f2b2-be61-4382-ac94-b0db424f0e4a","10.3","<div></div>","Informed Consent Process"
"934","NarrativeContent_113","SECTION 10.4","f2792c19-ab7d-457e-9875-034d56ee0e2c","10.4","<div></div>","Data Protection"
"935","NarrativeContent_114","SECTION 10.5","cba18ee1-38f9-4328-a6c7-1454c40e5a7f","10.5","<div></div>","Early Site Closure or Trial Termination"
"936","NarrativeContent_115","SECTION 11","9ee99b6c-d69e-4595-8c50-9671ebc63725","11","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE"
"937","NarrativeContent_116","SECTION 11.1","4096fb25-498b-498c-8bae-88f8a22e9897","11.1","<div></div>","Quality Tolerance Limits"
"938","NarrativeContent_117","SECTION 11.2","990b10ad-92d9-475a-b6f6-106a3fe4067c","11.2","<div></div>","Data Quality Assurance"
"939","NarrativeContent_118","SECTION 11.3","b86773b1-a4fb-4285-90f9-8f6d9147610f","11.3","<div></div>","Source Data"
"940","NarrativeContent_119","SECTION 12","52f79a59-be8e-4fc2-812a-4ba09227e1a9","12","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY"
"941","NarrativeContent_120","SECTION 12.1","313b2887-d7e8-4b3e-98a9-e7a402c4d323","12.1","<div></div>","Further Details and Clarifications on the AE Definition"
"942","NarrativeContent_121","SECTION 12.2","4a274090-e492-46d7-933e-8108a0319576","12.2","<div></div>","Further Details and Clarifications on the SAE Definition"
"943","NarrativeContent_122","SECTION 12.3","72b98cdf-a62a-427d-8769-fbec81ffcf1d","12.3","<div></div>","Severity"
"944","NarrativeContent_123","SECTION 12.4","2297b5e9-ccc8-4e9e-b84c-6ae37c2214eb","12.4","<div></div>","Causality"
"945","NarrativeContent_124","SECTION 13","54e9e0b9-f679-4168-944b-6a26e0e6b8d7","13","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS"
"946","NarrativeContent_125","SECTION 13.1","d7afea34-69fb-44aa-824f-7dafe79f5e76","13.1","<div></div>","Contraception and Pregnancy Testing"
"947","NarrativeContent_126","SECTION 13.1.1","5c4ebcaa-9355-4417-8249-c5df828f4d1e","13.1.1","<div></div>","Definitions Related to Childbearing Potential"
"948","NarrativeContent_127","SECTION 13.1.2","4d2cc5c2-d513-4eea-8eb3-cc85313db136","13.1.2","<div></div>","Contraception"
"949","NarrativeContent_128","SECTION 13.1.3","3198866e-aecb-4203-8645-16912a3cfee3","13.1.3","<div></div>","Pregnancy Testing"
"950","NarrativeContent_129","SECTION 13.2","ed1f311b-2d28-4c1e-ae0a-3e3968b4defd","13.2","<div></div>","Clinical Laboratory Tests"
"951","NarrativeContent_130","SECTION 13.3","0265c246-e138-4ef4-9047-249ffa4c9441","13.3","<div></div>","Country/Region-Specific Differences"
"952","NarrativeContent_131","SECTION 13.4","50731cc8-91d2-430c-acb7-7f867bb3eca3","13.4","<div></div>","Prior Protocol Amendments"
"953","NarrativeContent_132","SECTION 14","b25bb1ef-b8b3-446a-afcc-41c3e04e6fa1","14","<div></div>","APPENDIX: GLOSSARY OF TERMS"
"954","NarrativeContent_133","SECTION 15","46c67b77-9ab0-487e-bc8a-4e20e50fc92b","15","<div></div>","APPENDIX: REFERENCES"
