"datatype","isRequired","label","name","instanceType","uuid:ID","id","isEnabled"
"string","True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","80d800b2-97b3-482f-8ab1-f61183fa87f2","BiomedicalConceptProperty_16","True"
"string","True","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty","0c44b302-bb99-41be-8925-f48205536e1d","BiomedicalConceptProperty_17","True"
"string","True","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty","2e4010e0-8600-48ea-bea2-539daf27a642","BiomedicalConceptProperty_18","True"
"string","True","Test Method","Test Method","BiomedicalConceptProperty","ca7e29f0-130c-403c-999e-fa8f9f0e4a2c","BiomedicalConceptProperty_19","True"
"string","True","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty","073a2a33-d4f6-4894-956d-7351acbf59c5","BiomedicalConceptProperty_20","True"
"decimal","True","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty","0dfc4d8a-3bf6-422e-954d-5ad586b1a12d","BiomedicalConceptProperty_21","True"
"string","True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","f3364f34-ba89-4ad7-b3f4-bd1dd74fcf00","BiomedicalConceptProperty_22","True"
"string","True","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty","91596df5-b0fb-4b08-bc39-cff777abcf88","BiomedicalConceptProperty_23","True"
"string","True","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty","aaef7190-8f90-46e6-9103-39b5aec82e62","BiomedicalConceptProperty_24","True"
"string","True","Test Method","Test Method","BiomedicalConceptProperty","eb5cb8e7-593e-4bc7-bfc2-e4f0dc382203","BiomedicalConceptProperty_25","True"
"string","True","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty","83374137-c927-49d3-981c-567ce6eb2477","BiomedicalConceptProperty_26","True"
"decimal","True","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty","3ca32fe9-83d0-47f3-b365-069ad6197e10","BiomedicalConceptProperty_27","True"
"string","True","Unit of Temperature","Unit of Temperature","BiomedicalConceptProperty","8e999af5-cd9e-4602-b176-0fb51ba6b36e","BiomedicalConceptProperty_28","True"
"string","True","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty","854f2212-d6aa-4385-8983-789371f13161","BiomedicalConceptProperty_29","True"
"decimal","True","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty","682d2770-207b-46ad-bb09-5a501654b23a","BiomedicalConceptProperty_30","True"
"string","True","Unit of Weight","Unit of Weight","BiomedicalConceptProperty","a1cee7c9-2a97-4b23-9782-bb7942b191d1","BiomedicalConceptProperty_31","True"
"decimal","True","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty","e434dc6c-a9e4-4246-a567-d9f1e121a74f","BiomedicalConceptProperty_32","True"
"string","True","Unit of Height","Unit of Height","BiomedicalConceptProperty","50df4109-05ec-446e-b7d7-521eecc4f306","BiomedicalConceptProperty_33","True"
"decimal","True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","fad94992-d099-47cb-8f9d-746c77d696a3","BiomedicalConceptProperty_34","True"
"boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","52b9add4-462b-4969-b06d-068a822c1c71","BiomedicalConceptProperty_35","True"
"string","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","c1a70b89-e39b-4734-9243-d562f3b6006d","BiomedicalConceptProperty_36","True"
"string","True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","68ba4b97-cbb5-4e88-b255-a7846dfc5f51","BiomedicalConceptProperty_37","True"
"string","True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","ca14f48d-1f93-40f6-8ac7-b9338175b4c6","BiomedicalConceptProperty_38","True"
"boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","2dbf47bb-100e-4532-b842-97a568ed58de","BiomedicalConceptProperty_39","True"
"string","True","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","5542d565-655a-4b72-b226-946581bf7ed4","BiomedicalConceptProperty_40","True"
"string","True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","83722ec6-74d2-4635-b0bd-d1dfb7bcc1e5","BiomedicalConceptProperty_41","True"
"decimal","True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","14130ce8-977c-4bef-b51c-1e5856af486a","BiomedicalConceptProperty_42","True"
"boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","66d1b046-68e1-46c8-8cb3-83aebeeb8938","BiomedicalConceptProperty_43","True"
"string","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","fedc26c6-f57b-4d3b-9bc1-25e41b00d6bb","BiomedicalConceptProperty_44","True"
"string","True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","5d94c47b-977d-4d6c-bd65-8f21e8a27bf8","BiomedicalConceptProperty_45","True"
"decimal","True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","fce05555-e1bd-49cd-a944-edc124350187","BiomedicalConceptProperty_46","True"
"boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","c79f0171-7bfe-4223-bc53-57431e6d29d5","BiomedicalConceptProperty_47","True"
"string","True","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","6578c20a-4f35-490f-b6ba-07fd2837992a","BiomedicalConceptProperty_48","True"
"string","True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","1ab24f53-0577-434f-ae3a-c4a2e271cba2","BiomedicalConceptProperty_49","True"
"string","True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","dbf34fba-9a56-4435-9a63-827bf2bf717e","BiomedicalConceptProperty_50","True"
"boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","48dcfdbe-68b0-4607-a245-75b3046b2c26","BiomedicalConceptProperty_51","True"
"string","True","Unit of Concentration","Unit of Concentration","BiomedicalConceptProperty","dd8fb5aa-e607-4dce-a7f5-f34273fd205c","BiomedicalConceptProperty_52","True"
"string","True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","7ffba824-4872-4244-8cb1-75b5ed61a748","BiomedicalConceptProperty_53","True"
"decimal","True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","1c34d503-8344-4f06-904f-8df126f646ca","BiomedicalConceptProperty_54","True"
"boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","358b828a-c068-4f2b-9daf-7bd73b712a20","BiomedicalConceptProperty_55","True"
"string","True","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","5e4cb683-5c4b-404f-8ee4-a91bb87be905","BiomedicalConceptProperty_56","True"
"string","True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","213aeffe-645f-4aa6-9afc-23912b18a515","BiomedicalConceptProperty_57","True"
"decimal","True","Laboratory Test Result","Laboratory Test Result","BiomedicalConceptProperty","5ea1e20d-7364-4993-b41d-87da10fbc4d2","BiomedicalConceptProperty_58","True"
"boolean","True","Laboratory Test Fasting Status","Laboratory Test Fasting Status","BiomedicalConceptProperty","1d50f434-c574-4be4-aa03-1f9702096321","BiomedicalConceptProperty_59","True"
"string","True","Molarity Unit","Molarity Unit","BiomedicalConceptProperty","8833a91f-117d-4ba3-9803-8eb1c5746788","BiomedicalConceptProperty_60","True"
"string","True","Biospecimen Type","Biospecimen Type","BiomedicalConceptProperty","80a68b85-b5ac-46f6-b87f-5e041c97e137","BiomedicalConceptProperty_61","True"
"decimal","True","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty","d199091e-baae-4550-85f5-78facd257d48","BiomedicalConceptProperty_62","True"
"string","True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","608395ca-77d3-4722-a4b9-21302cf59bea","BiomedicalConceptProperty_63","True"
"string","True","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty","46b7635a-6533-4301-9e6e-28e77d9438e7","BiomedicalConceptProperty_64","True"
"string","True","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty","edfc3a11-c4e5-461e-8739-273e45594f52","BiomedicalConceptProperty_65","True"
"string","True","Test Method","Test Method","BiomedicalConceptProperty","e1709ac3-4b5c-4360-81df-a1e81cdf715c","BiomedicalConceptProperty_66","True"
"string","True","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty","d6b7eaf8-c88c-49fc-8d12-ecf72b8905f1","BiomedicalConceptProperty_67","True"
"decimal","True","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty","49ad9256-0f82-4c3d-814a-ef378af8bf2c","BiomedicalConceptProperty_68","True"
"string","True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","0ba3f6e1-9da9-4bfe-8053-56e9882030f6","BiomedicalConceptProperty_69","True"
"string","True","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty","358615d1-7c5e-4738-8d99-5169a889ba12","BiomedicalConceptProperty_70","True"
"string","True","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty","1e5e74e4-1b01-470a-8485-08e8e7e26064","BiomedicalConceptProperty_71","True"
"string","True","Test Method","Test Method","BiomedicalConceptProperty","064783a9-9976-4915-a02a-f13d04be1d10","BiomedicalConceptProperty_72","True"
"string","True","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty","21969d61-cc26-49aa-b38d-ff8698dd0d88","BiomedicalConceptProperty_73","True"
"integer","True","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty","9d6520df-022f-477f-a580-703f9cc964e9","BiomedicalConceptProperty_74","True"
"string","True","Count per Minute","Count per Minute","BiomedicalConceptProperty","324ff7e9-dad4-4ca2-9423-c52088199d9f","BiomedicalConceptProperty_75","True"
"string","True","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty","9ce5c442-fb02-49dd-8c19-6b484b085f22","BiomedicalConceptProperty_76","True"
"string","True","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty","02825956-7850-4627-9d10-a8fcaa1061c5","BiomedicalConceptProperty_77","True"
"string","True","Test Method","Test Method","BiomedicalConceptProperty","888e155b-ebc0-4c18-8ba1-009a4ff29c28","BiomedicalConceptProperty_78","True"
"string","True","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty","1be619b7-7ab6-45fd-adf3-ace605dd9774","BiomedicalConceptProperty_79","True"
"decimal","True","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty","c49994fe-c98d-40d7-9692-2f6c4a762deb","BiomedicalConceptProperty_80","True"
"string","True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","c616bf4c-d986-4363-846b-0c07eaa70296","BiomedicalConceptProperty_81","True"
"string","True","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty","ac0f1252-fd19-4733-b8d6-047000f7a0da","BiomedicalConceptProperty_82","True"
"string","True","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty","330a5842-4ee5-443e-a6d4-aca6c99a2a05","BiomedicalConceptProperty_83","True"
"string","True","Test Method","Test Method","BiomedicalConceptProperty","2cde15c0-66ce-4f8e-9e0a-886891e2de78","BiomedicalConceptProperty_84","True"
"string","True","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty","d1678e12-646e-4a20-8556-70d73e754a1f","BiomedicalConceptProperty_85","True"
"decimal","True","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty","b7781b38-6c40-4643-b9e4-2771252531fc","BiomedicalConceptProperty_86","True"
"string","True","Unit of Pressure","Unit of Pressure","BiomedicalConceptProperty","dc2ec4eb-8bca-452c-b2a3-0ff22ce2497a","BiomedicalConceptProperty_87","True"
"string","True","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty","f8bf84cf-62f0-4a42-8a46-8fc04a28fa3c","BiomedicalConceptProperty_88","True"
"string","True","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty","d4905fef-196b-49da-b008-e41654de0ce2","BiomedicalConceptProperty_89","True"
"string","True","Test Method","Test Method","BiomedicalConceptProperty","1c98a926-f50c-409a-8f8d-daa4ea3c4ff0","BiomedicalConceptProperty_90","True"
"string","True","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty","22c3a91d-4354-47ad-a5d9-500b86e71edd","BiomedicalConceptProperty_91","True"
"integer","True","Vital Signs Result","Vital Signs Result","BiomedicalConceptProperty","4636d678-dbc3-4113-aee0-aa6ce66e6167","BiomedicalConceptProperty_92","True"
"string","True","Count per Minute","Count per Minute","BiomedicalConceptProperty","066a81a1-7f8c-4819-aecf-9a58598cc0ac","BiomedicalConceptProperty_93","True"
"string","True","Vital Signs Location","Vital Signs Location","BiomedicalConceptProperty","e520bbfa-9076-465e-b73d-3137b5b16558","BiomedicalConceptProperty_94","True"
"string","True","Vital Signs Laterality","Vital Signs Laterality","BiomedicalConceptProperty","0ecaab3f-0a46-4516-a287-77231594955b","BiomedicalConceptProperty_95","True"
"string","True","Test Method","Test Method","BiomedicalConceptProperty","155f4e04-9619-45de-9130-fac6a3600c68","BiomedicalConceptProperty_96","True"
"string","True","Vital Signs Position","Vital Signs Position","BiomedicalConceptProperty","0adedb13-1508-4701-995d-9e4554bff027","BiomedicalConceptProperty_97","True"
