"uuid:ID","id","sectionTitle","name","text","sectionNumber"
"dd1a25b6-a069-41ad-b36c-84babd2c4bba","NarrativeContent_22","Selection of Trial Population","SECTION 5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","5.1"
"cdb951f5-73c0-4e0f-a329-11367aece0e7","NarrativeContent_23","Rationale for Trial Population","SECTION 5.2","<div></div>","5.2"
"8619b617-87b3-4d52-b2b8-39b4b3f9508e","NarrativeContent_24","Inclusion Criteria","SECTION 5.3","<div><usdm:section name=""M11-inclusion""></div>","5.3"
"73aa9ff6-9215-4cfb-af6f-20b72eda0bca","NarrativeContent_25","Exclusion Criteria","SECTION 5.4","<div><usdm:section name=""M11-exclusion""></div>","5.4"
"6a4518df-0c66-4720-b7bd-c452e46c988d","NarrativeContent_26","Lifestyle Considerations","SECTION 5.5","<div></div>","5.5"
"45a63210-79fa-466d-a783-bcb39aadad70","NarrativeContent_27","Meals and Dietary Restrictions","SECTION 5.5.1","<div></div>","5.5.1"
"4a652316-8b4e-4926-87d4-ffc6ed818eac","NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits","SECTION 5.5.2","<div><p>Not applicable</p></div>","5.5.2"
"438dfe10-a984-4b41-b016-8c0523bb0404","NarrativeContent_29","Physical Activity","SECTION 5.5.3","<div></div>","5.5.3"
"df798dc5-1e4e-47a3-923e-1fcf675352e0","NarrativeContent_30","Other Activity","SECTION 5.5.4","<div></div>","5.5.4"
"093af883-336e-4b02-af76-6feabc41e620","NarrativeContent_31","Screen Failures","SECTION 5.6","<div></div>","5.6"
"f94387e1-9ad7-4ef4-be2b-1822e3b978fb","NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY","SECTION 6","<div></div>","6"
"24128696-43d3-4bd4-848c-c0bde38e4a65","NarrativeContent_33","Description of Trial Intervention","SECTION 6.1","<div></div>","6.1"
"3b3e4612-78c4-4741-b181-13cd0c33c65d","NarrativeContent_34","Rationale for Trial Intervention","SECTION 6.2","<div></div>","6.2"
"6d436a5a-b60e-4bcd-9f77-e99ffb210f19","NarrativeContent_35","Dosing and Administration","SECTION 6.3","<div></div>","6.3"
"77c28762-f16c-471e-91f7-7b7734338dd3","NarrativeContent_36","Trial Intervention Dose Modification","SECTION 6.3.1","<div></div>","6.3.1"
"729b46f1-ffa7-4c1f-8518-1225581e9caf","NarrativeContent_37","Treatment of Overdose","SECTION 6.4","<div></div>","6.4"
"76af7bfd-ec47-44f7-983b-b9d2141129a1","NarrativeContent_38","Preparation, Handling, Storage and Accountability","SECTION 6.5","<div></div>","6.5"
"75f52b3b-79c1-4c7c-b43c-0dd95342a019","NarrativeContent_39","Preparation of Trial Intervention","SECTION 6.5.1","<div></div>","6.5.1"
"f01cde87-b6ec-497a-bcc2-d7cd8962edde","NarrativeContent_40","Handling and Storage of Trial Intervention","SECTION 6.5.2","<div></div>","6.5.2"
"2d65099d-d88b-40d6-b6ce-395cab0d7757","NarrativeContent_41","Accountability of Trial Intervention","SECTION 6.5.3","<div></div>","6.5.3"
"58dd520c-458e-44bf-a260-44cd26f6a27d","NarrativeContent_42","Participant Assignment, Randomisation and Blinding","SECTION 6.6","<div></div>","6.6"
"bc48177a-b295-4f3d-82e9-598f5f47ca76","NarrativeContent_43","Participant Assignment","SECTION 6.6.1","<div></div>","6.6.1"
"7390cf01-1445-4ef7-828e-126c0be89511","NarrativeContent_44","Randomisation","SECTION 6.6.2","<div></div>","6.6.2"
"a9565157-50fc-4a7d-bc07-3e2459398b26","NarrativeContent_45","Blinding and Unblinding","SECTION 6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","6.6.3"
"77447927-e7f7-4a4d-9e52-852e9ab3a665","NarrativeContent_46","Trial Intervention Compliance","SECTION 6.7","<div></div>","6.7"
"ec23718f-c8e5-4e8f-893b-de2fc98afc4c","NarrativeContent_47","Concomitant Therapy","SECTION 6.8","<div></div>","6.8"
"16aab015-da9c-4ad3-a7de-ecb458a84e8c","NarrativeContent_48","Prohibited Concomitant Therapy","SECTION 6.8.1","<div></div>","6.8.1"
"faa4fcf3-213a-488c-ad79-541a3f474072","NarrativeContent_49","Permitted Concomitant Therapy","SECTION 6.8.2","<div></div>","6.8.2"
"d56f3264-90ab-49c0-96d6-0351d47d98dc","NarrativeContent_50","Rescue Therapy","SECTION 6.8.3","<div></div>","6.8.3"
"a4d0dded-afac-42cc-b54f-18ea64056347","NarrativeContent_51","Other Therapy","SECTION 6.8.4","<div></div>","6.8.4"
"e4e431a0-719b-4138-80bd-68ed1d5bab92","NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","<div></div>","7"
"da46aac1-7cb9-4017-bb04-d49663c9787e","NarrativeContent_53","Discontinuation of Trial Intervention","SECTION 7.1","<div></div>","7.1"
"46edb950-5caf-4592-ab43-8ca92905f7be","NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","<div></div>","7.1.1"
"995433ad-692e-4554-880f-3256d2866502","NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","<div></div>","7.1.2"
"4acb486a-161b-4813-8021-da046361d048","NarrativeContent_56","Rechallenge","SECTION 7.1.3","<div></div>","7.1.3"
"5c50aaa4-f984-417b-934c-86701f46aacb","NarrativeContent_57","Participant Withdrawal from the Trial","SECTION 7.2","<div></div>","7.2"
"b3ab59a1-c508-491b-9cb9-4967b56693c7","NarrativeContent_58","Lost to Follow-Up","SECTION 7.3","<div></div>","7.3"
"37c24984-463a-421e-a519-ae5767c345fd","NarrativeContent_59","Trial Stopping Rules","SECTION 7.4","<div></div>","7.4"
"6922eeec-982a-4167-bada-10def2d44c93","NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","<div></div>","8"
"963aa6f4-00c9-4d47-b539-bd65af354dc2","NarrativeContent_61","Screening/Baseline Assessments and Procedures","SECTION 8.1","<div></div>","8.1"
"24e58373-b490-4fa6-b98c-f920ef5cf656","NarrativeContent_62","Efficacy Assessments and Procedures","SECTION 8.2","<div></div>","8.2"
"aa23b2de-2e91-4f4b-81cc-fc449221dc30","NarrativeContent_63","Safety Assessments and Procedures","SECTION 8.3","<div></div>","8.3"
"f3ca408b-fe66-43a6-941f-c2c9e241488b","NarrativeContent_64","Physical Examination","SECTION 8.3.1","<div></div>","8.3.1"
"55506260-74e7-4dac-80a5-d8d42107de9a","NarrativeContent_65","Vital Signs","SECTION 8.3.2","<div></div>","8.3.2"
"6ed75775-79a3-441f-bac5-5ea621915433","NarrativeContent_66","Electrocardiograms","SECTION 8.3.3","<div></div>","8.3.3"
"de593db8-7c4d-4209-ac57-7422dd2b69fd","NarrativeContent_67","Clinical Laboratory Assessments","SECTION 8.3.4","<div></div>","8.3.4"
"41ed0537-2588-4adf-9858-8c410ec53d24","NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","<div></div>","8.3.5"
"310635b1-473b-4013-b901-27639051e32d","NarrativeContent_69","Adverse Events and Serious Adverse Events","SECTION 8.4","<div></div>","8.4"
"f676321e-1680-4ca1-a1d8-e903bd8e69a3","NarrativeContent_70","Definitions of AE and SAE","SECTION 8.4.1","<div></div>","8.4.1"
"e8023728-7c5a-4841-aa69-1809fe9f8461","NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","<div></div>","8.4.2"
"bb350831-f306-4c8a-9d7a-b19a6d6a3a79","NarrativeContent_72","Identifying AEs and SAEs","SECTION 8.4.3","<div></div>","8.4.3"
"83def16c-badb-4d1e-8c9b-864f3de76b02","NarrativeContent_73","Recording of AEs and SAEs","SECTION 8.4.4","<div></div>","8.4.4"
"c7adcd86-efbf-4a07-9766-3c939d908064","NarrativeContent_74","Follow-up of AEs and SAEs","SECTION 8.4.5","<div></div>","8.4.5"
"4da877ab-6c20-4859-a2c1-af7945139002","NarrativeContent_75","Reporting of SAEs","SECTION 8.4.6","<div></div>","8.4.6"
"0c73506a-a0dc-4135-8237-35654d884642","NarrativeContent_76","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","<div></div>","8.4.7"
"84d1bc1d-6375-4d94-88c5-35c65654520a","NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","<div></div>","8.4.8"
"762cc30a-f090-4bf2-9709-1f780dbed008","NarrativeContent_78","Adverse Events of Special Interest","SECTION 8.4.9","<div></div>","8.4.9"
"cf8b1f2c-417d-4cae-9fb4-11a3b2fb2eef","NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","<div></div>","8.4.10"
"06c39fe1-ee74-4a17-87f9-a6a740c74fef","NarrativeContent_80","Pregnancy and Postpartum Information","SECTION 8.5","<div></div>","8.5"
"5787bb58-8c83-4996-9637-ff3e09352180","NarrativeContent_81","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","<div></div>","8.5.1"
"47d98e65-0a76-4a5a-a4f1-963ace28243d","NarrativeContent_82","Participants Whose Partners Become Pregnant","SECTION 8.5.2","<div></div>","8.5.2"
"d5d0b150-a83c-4939-92ce-544b4f377dca","NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","<div></div>","8.6"
"a76b44ed-6933-4874-9c5f-ef9130029685","NarrativeContent_84","Definition of Medical Device Product Complaints","SECTION 8.6.1","<div></div>","8.6.1"
"792ec597-273d-4a91-8dca-d19787cfb3e4","NarrativeContent_85","Recording of Medical Device Product Complaints","SECTION 8.6.2","<div></div>","8.6.2"
"d52193ab-9eaa-4901-8287-4b77e61a9b06","NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","<div></div>","8.6.3"
"7c536629-1b66-4855-a0f7-7a87d8673e6f","NarrativeContent_87","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","<div></div>","8.6.4"
"7000c096-4b2c-4477-ba0c-1372387a2eae","NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","<div></div>","8.6.5"
"9b5a86b0-6827-4c0c-86e8-ac59f3df6154","NarrativeContent_89","Pharmacokinetics","SECTION 8.7","<div></div>","8.7"
"57bfd3d1-f106-4565-b4e8-9c664fe5a63f","NarrativeContent_90","Genetics","SECTION 8.8","<div></div>","8.8"
"cabcd403-15a5-4280-9460-fb2353408d6f","NarrativeContent_91","Biomarkers","SECTION 8.9","<div></div>","8.9"
"fca81c80-8567-4e59-b104-1e568685a7ae","NarrativeContent_92","Immunogenicity Assessments","SECTION 8.1","<div></div>","8.1"
"78371f8a-0313-43f1-92d9-403a66c1d50d","NarrativeContent_93","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","<div></div>","8.1.1"
"007af9c0-19d7-4549-a32e-4bf2d89211cb","NarrativeContent_94","STATISTICAL CONSIDERATIONS","SECTION 9","<div></div>","9"
"71b57d8a-6368-4bf9-b3cf-d151711ea2c8","NarrativeContent_95","Analysis Sets","SECTION 9.1","<div></div>","9.1"
"13cf0186-3673-4994-be9b-384cab961e17","NarrativeContent_96","Analyses Supporting Primary Objective(s)","SECTION 9.2","<div></div>","9.2"
"d87d2e17-2874-4761-915d-7529c3528fb0","NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","<div></div>","9.2.1"
"a2c4fd94-7d5f-42b9-96e4-9119eb35d574","NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","<div></div>","9.2.2"
"e8c74b4e-027a-48bd-bddd-d5bcf78f424f","NarrativeContent_99","Handling of Missing Data","SECTION 9.2.3","<div></div>","9.2.3"
"bee76930-f8f6-4e03-836d-b43c2fdbe6ce","NarrativeContent_100","Sensitivity Analysis","SECTION 9.2.4","<div></div>","9.2.4"
"90fdad4b-3234-4d4c-8393-3a58d404d9b5","NarrativeContent_101","Supplementary Analysis","SECTION 9.2.5","<div></div>","9.2.5"
"a146b194-3d5e-4ea7-9830-ef0e29f7a479","NarrativeContent_102","Analysis Supporting Secondary Objective(s)","SECTION 9.3","<div></div>","9.3"
"572f8a66-52e6-4de5-8faa-a7b1e46e53fb","NarrativeContent_103","Analysis of Exploratory Objective(s)","SECTION 9.4","<div></div>","9.4"
"f2721d6a-65e4-43fc-a9e2-de0374320c65","NarrativeContent_104","Safety Analyses","SECTION 9.5","<div></div>","9.5"
"af4cda7e-a03a-468c-8fc9-636b6eb3b9b5","NarrativeContent_105","Other Analyses","SECTION 9.6","<div></div>","9.6"
"90bfb05c-59c2-4e7c-b8b5-54c4fed45bff","NarrativeContent_106","Interim Analyses","SECTION 9.7","<div></div>","9.7"
"319f97da-dcbb-4494-b23e-abf5abf2d88a","NarrativeContent_107","Sample Size Determination","SECTION 9.8","<div></div>","9.8"
"7ad92a4f-5d73-4961-baf6-1e532ebc9b29","NarrativeContent_108","Protocol Deviations","SECTION 9.9","<div></div>","9.9"
"f181ab7c-c168-472a-b94e-dc92d17b5c4d","NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","<div></div>","10"
"098fbc69-737f-4ce7-b4af-29a91e8cee80","NarrativeContent_110","Regulatory and Ethical Considerations","SECTION 10.1","<div></div>","10.1"
"9cef0853-2585-41bd-a365-b956aabd2999","NarrativeContent_111","Committees","SECTION 10.2","<div></div>","10.2"
"53c9ca32-6087-44f1-bf5a-aab5b1e8082b","NarrativeContent_112","Informed Consent Process","SECTION 10.3","<div></div>","10.3"
"6810a7cd-4802-4ec9-ae59-82942c7da5be","NarrativeContent_113","Data Protection","SECTION 10.4","<div></div>","10.4"
"471fc1a1-d9e5-4f25-b069-103932e41785","NarrativeContent_114","Early Site Closure or Trial Termination","SECTION 10.5","<div></div>","10.5"
"e491bdb6-a261-4333-ac9d-530b391a4f63","NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","<div></div>","11"
"a48a7012-fb7e-4477-9715-91e7fc509dfb","NarrativeContent_116","Quality Tolerance Limits","SECTION 11.1","<div></div>","11.1"
"2b675f9e-bf64-47b4-acf6-749b83247cdd","NarrativeContent_117","Data Quality Assurance","SECTION 11.2","<div></div>","11.2"
"9c04dc52-3ba1-4437-9786-ca486a5dd5db","NarrativeContent_118","Source Data","SECTION 11.3","<div></div>","11.3"
"d80cefc6-1c1e-4bc5-83bf-75ae7b72c7aa","NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","<div></div>","12"
"315bbd59-2256-4c2a-aa63-f8f48f9997db","NarrativeContent_120","Further Details and Clarifications on the AE Definition","SECTION 12.1","<div></div>","12.1"
"589f4c08-1077-4890-9d76-0618605cb18f","NarrativeContent_121","Further Details and Clarifications on the SAE Definition","SECTION 12.2","<div></div>","12.2"
"a849aa69-e1f1-4344-a57a-42c8578eec8f","NarrativeContent_122","Severity","SECTION 12.3","<div></div>","12.3"
"543e465d-dc87-412e-a5c8-bb1513a57b15","NarrativeContent_123","Causality","SECTION 12.4","<div></div>","12.4"
"9a887838-4d8e-4e76-a8bf-c8ea2d11d435","NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","<div></div>","13"
"5f32349e-4f94-4575-9be7-352a8bb14062","NarrativeContent_125","Contraception and Pregnancy Testing","SECTION 13.1","<div></div>","13.1"
"86d1bccc-b69a-4a28-aee9-72301865901c","NarrativeContent_126","Definitions Related to Childbearing Potential","SECTION 13.1.1","<div></div>","13.1.1"
"a093f9e9-40de-4402-b03b-9e3c3250c4b3","NarrativeContent_127","Contraception","SECTION 13.1.2","<div></div>","13.1.2"
"23a9fa6d-665d-4cb5-b4fe-1ea8cd386ad4","NarrativeContent_128","Pregnancy Testing","SECTION 13.1.3","<div></div>","13.1.3"
"dfc033a1-0578-4c0c-a5c3-3c4bdafe837f","NarrativeContent_129","Clinical Laboratory Tests","SECTION 13.2","<div></div>","13.2"
"27d3ae61-3a32-4b6f-925a-c47171fe7d6b","NarrativeContent_130","Country/Region-Specific Differences","SECTION 13.3","<div></div>","13.3"
"2d9d2e5f-21db-4597-9c59-bd3b416f6652","NarrativeContent_131","Prior Protocol Amendments","SECTION 13.4","<div></div>","13.4"
"421eb810-275e-4663-a3af-bdbb0aac4ba8","NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS","SECTION 14","<div></div>","14"
"990bc5f0-a175-40b0-b6a1-db49cf593387","NarrativeContent_133","APPENDIX: REFERENCES","SECTION 15","<div></div>","15"
