"isRequired","isEnabled","uuid:ID","label","id","datatype","name"
"True","True","bbfd5a81-e0fd-462c-92d0-877d7b128b71","Vital Signs Result","BiomedicalConceptProperty_21","decimal","Vital Signs Result"
"True","True","17328f6a-21cb-4aee-9b8b-601a07006efc","Unit of Pressure","BiomedicalConceptProperty_22","string","Unit of Pressure"
"True","True","157dbaa1-e76a-4253-9aaf-6f0831259254","Vital Signs Location","BiomedicalConceptProperty_23","string","Vital Signs Location"
"True","True","14349bfe-476b-4186-a386-39e0e37f69b6","Vital Signs Laterality","BiomedicalConceptProperty_24","string","Vital Signs Laterality"
"True","True","2f6130ba-1f0d-4f6b-855d-4bda5de61cf3","Test Method","BiomedicalConceptProperty_25","string","Test Method"
"True","True","ee040b4a-3d87-48e1-b121-9f9c0fe2e3ab","Vital Signs Position","BiomedicalConceptProperty_26","string","Vital Signs Position"
"True","True","48d9a058-3337-4bd9-b1fb-51d9a68e0588","Vital Signs Result","BiomedicalConceptProperty_27","decimal","Vital Signs Result"
"True","True","13b1e262-6878-4d81-9e38-df80a0878a4c","Unit of Temperature","BiomedicalConceptProperty_28","string","Unit of Temperature"
"True","True","df5c3a76-5592-4284-9704-465c098adadb","Vital Signs Location","BiomedicalConceptProperty_29","string","Vital Signs Location"
"True","True","4cb4ec75-e60d-4408-92bd-c861ceec336f","Vital Signs Result","BiomedicalConceptProperty_30","decimal","Vital Signs Result"
"True","True","12fc7b67-2402-4f8d-b881-d77a57060493","Unit of Weight","BiomedicalConceptProperty_31","string","Unit of Weight"
"True","True","bf2815da-19f1-410a-a5de-24fb6c576c0e","Vital Signs Result","BiomedicalConceptProperty_32","decimal","Vital Signs Result"
"True","True","83a4185d-10a1-4fe8-8abf-e55e49bcd255","Unit of Height","BiomedicalConceptProperty_33","string","Unit of Height"
"True","True","2baab7e7-380c-41f0-a813-7cb7b16ce3ce","Laboratory Test Result","BiomedicalConceptProperty_34","decimal","Laboratory Test Result"
"True","True","b8d4a5c1-4896-4a58-814b-20a91ce5be6f","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","boolean","Laboratory Test Fasting Status"
"True","True","02c4d7bf-7a13-405c-ae8c-59cdff584a63","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","string","Unit of Catalytic Activity Concentration"
"True","True","97bb2865-d35a-484c-8b25-a5ba814a32cb","Biospecimen Type","BiomedicalConceptProperty_37","string","Biospecimen Type"
"True","True","1f14aeab-a7d7-4006-ac5e-b1a29932782d","Laboratory Test Result","BiomedicalConceptProperty_38","string","Laboratory Test Result"
"True","True","36bd41cc-968a-4c08-b86f-25d1fa628dc7","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","boolean","Laboratory Test Fasting Status"
"True","True","f777a859-85e2-4a89-b28b-6168c5a9e858","Unit of Concentration","BiomedicalConceptProperty_40","string","Unit of Concentration"
"True","True","11280dd9-71b7-4af3-9868-99e4cb5647e5","Biospecimen Type","BiomedicalConceptProperty_41","string","Biospecimen Type"
"True","True","42bb9f40-4d65-4c37-ac6a-4a021c8d19f6","Laboratory Test Result","BiomedicalConceptProperty_42","decimal","Laboratory Test Result"
"True","True","bee4f9c4-3cba-4749-82dd-3b5c295cccd4","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","boolean","Laboratory Test Fasting Status"
"True","True","c44b196f-d220-4438-9692-cf7fa8f6c96e","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","string","Unit of Catalytic Activity Concentration"
"True","True","42c7c81f-a990-4485-8932-f0a12286093b","Biospecimen Type","BiomedicalConceptProperty_45","string","Biospecimen Type"
"True","True","d1d8e0e9-9142-4dfb-8aea-bbba38a72299","Laboratory Test Result","BiomedicalConceptProperty_46","decimal","Laboratory Test Result"
"True","True","46e7fcd4-a629-4f65-8c34-dcd737023ded","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","boolean","Laboratory Test Fasting Status"
"True","True","9babdf10-659d-48ab-89f2-1c3211cf6b2d","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","string","Unit of Catalytic Activity Concentration"
"True","True","222a9c97-f241-47e6-bd89-82e1a2d01fec","Biospecimen Type","BiomedicalConceptProperty_49","string","Biospecimen Type"
"True","True","f151106f-de17-4ee3-a035-ff9ba4384e06","Laboratory Test Result","BiomedicalConceptProperty_50","string","Laboratory Test Result"
"True","True","bbcb596f-53d4-4619-a85a-10b1734cf51d","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","boolean","Laboratory Test Fasting Status"
"True","True","821bef31-c284-4d2e-b755-cceb3e0beab1","Unit of Concentration","BiomedicalConceptProperty_52","string","Unit of Concentration"
"True","True","b756b96e-0ab2-49f3-b5f2-0f1d95636280","Biospecimen Type","BiomedicalConceptProperty_53","string","Biospecimen Type"
"True","True","248d5c4b-ab64-4bba-92f7-6b8b8a8dc91a","Laboratory Test Result","BiomedicalConceptProperty_54","decimal","Laboratory Test Result"
"True","True","8487891d-dedb-4439-8abc-a461082c0236","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","boolean","Laboratory Test Fasting Status"
"True","True","2bdf53e1-30cf-48bd-9b9b-8913cf5ca0de","Molarity Unit","BiomedicalConceptProperty_56","string","Molarity Unit"
"True","True","d5eb3803-a66d-4df0-a662-43cc818b3e96","Biospecimen Type","BiomedicalConceptProperty_57","string","Biospecimen Type"
"True","True","0c53f676-0a31-4205-9f59-efe6252edaeb","Laboratory Test Result","BiomedicalConceptProperty_58","decimal","Laboratory Test Result"
"True","True","c26ffbca-fc4a-4b93-b1c8-2d5869b1aa1b","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","boolean","Laboratory Test Fasting Status"
"True","True","01706d2d-e9d2-4252-ae22-3dbb37be4154","Molarity Unit","BiomedicalConceptProperty_60","string","Molarity Unit"
"True","True","4e607ae3-3b6c-4a30-87b7-c75f4ffc5d44","Biospecimen Type","BiomedicalConceptProperty_61","string","Biospecimen Type"
"True","True","9f26ff21-f61e-4fa6-9916-4d19fe86f578","Vital Signs Result","BiomedicalConceptProperty_62","decimal","Vital Signs Result"
"True","True","7ae7913b-bd39-4747-a515-df81e572efe0","Unit of Pressure","BiomedicalConceptProperty_63","string","Unit of Pressure"
"True","True","92030e36-99a7-4875-82f2-87087bf21993","Vital Signs Location","BiomedicalConceptProperty_64","string","Vital Signs Location"
"True","True","a836a3de-2fd5-41b2-83bb-fdd770746f67","Vital Signs Laterality","BiomedicalConceptProperty_65","string","Vital Signs Laterality"
"True","True","9380ca52-8ba8-43e7-a6ac-e2808b5af38f","Test Method","BiomedicalConceptProperty_66","string","Test Method"
"True","True","193a3637-ad16-41e7-bbf7-158bbc15aad8","Vital Signs Position","BiomedicalConceptProperty_67","string","Vital Signs Position"
"True","True","bc002848-1fc2-43a6-8bec-f6fe5111ae7f","Vital Signs Result","BiomedicalConceptProperty_68","decimal","Vital Signs Result"
"True","True","d23d794f-2f3e-4e73-aa48-c43d9d843f4a","Unit of Pressure","BiomedicalConceptProperty_69","string","Unit of Pressure"
"True","True","df15dece-1bee-4cd3-9788-9c2cd8291ca8","Vital Signs Location","BiomedicalConceptProperty_70","string","Vital Signs Location"
"True","True","72391227-5450-41f8-b85d-75966ade9c6b","Vital Signs Laterality","BiomedicalConceptProperty_71","string","Vital Signs Laterality"
"True","True","bbb90b41-55e1-427b-a26e-7cf4ce5ab661","Test Method","BiomedicalConceptProperty_72","string","Test Method"
"True","True","120d8e73-0a28-4d1a-b901-eea87239cb65","Vital Signs Position","BiomedicalConceptProperty_73","string","Vital Signs Position"
"True","True","a4be89fb-9846-4cff-855f-8ed16500f39c","Vital Signs Result","BiomedicalConceptProperty_74","decimal","Vital Signs Result"
"True","True","80edfd07-412c-4e65-9efc-fc19e2825cd0","Unit of Pressure","BiomedicalConceptProperty_75","string","Unit of Pressure"
"True","True","e1b1743f-2766-49b1-b5d9-f974e631c498","Vital Signs Location","BiomedicalConceptProperty_76","string","Vital Signs Location"
"True","True","361ac2c9-ae4c-4be9-9d6f-c2cb398ba860","Vital Signs Laterality","BiomedicalConceptProperty_77","string","Vital Signs Laterality"
"True","True","ee3e6f55-952d-4b70-84b9-9ab6c8efb3ec","Test Method","BiomedicalConceptProperty_78","string","Test Method"
"True","True","9aedfa78-03f4-4d3e-bcea-7c751b5c20aa","Vital Signs Position","BiomedicalConceptProperty_79","string","Vital Signs Position"
"True","True","69294cd0-2846-4542-bb30-433b2c049d4b","Vital Signs Result","BiomedicalConceptProperty_80","decimal","Vital Signs Result"
"True","True","73d3b6c0-0e7d-473a-b771-87df01dcda58","Unit of Pressure","BiomedicalConceptProperty_81","string","Unit of Pressure"
"True","True","364c50db-31fb-48ae-93ea-079432c6e6b2","Vital Signs Location","BiomedicalConceptProperty_82","string","Vital Signs Location"
"True","True","c8211b24-471a-43a0-8562-fe39836a4dcd","Vital Signs Laterality","BiomedicalConceptProperty_83","string","Vital Signs Laterality"
"True","True","5866ea19-5794-438c-b2a5-7d3abe1c5b29","Test Method","BiomedicalConceptProperty_84","string","Test Method"
"True","True","cb42d73e-7e4a-43e0-8a00-27b9140d6329","Vital Signs Position","BiomedicalConceptProperty_85","string","Vital Signs Position"
