"id:ID","uuid","sectionTitle","name","sectionNumber","id","text"
"843","f99c0048-3353-4a58-90d4-67a72dd6ed1d","Selection of Trial Population","SECTION 5.1","5.1","NarrativeContent_22","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>"
"844","845eff11-34cb-4136-93e0-93e6b5bac2cd","Rationale for Trial Population","SECTION 5.2","5.2","NarrativeContent_23","<div></div>"
"845","f9bd2830-f6c5-4bd2-8e9d-15dbd26ce3ec","Inclusion Criteria","SECTION 5.3","5.3","NarrativeContent_24","<div><usdm:section name=""M11-inclusion""></div>"
"846","950d8d7f-16bd-46b5-a337-e491d6926ed0","Exclusion Criteria","SECTION 5.4","5.4","NarrativeContent_25","<div><usdm:section name=""M11-exclusion""></div>"
"847","3900e5c7-dab7-4070-b30d-3430beaf932d","Lifestyle Considerations","SECTION 5.5","5.5","NarrativeContent_26","<div></div>"
"848","088850d3-1fff-49b5-842d-8e2aa62aeceb","Meals and Dietary Restrictions","SECTION 5.5.1","5.5.1","NarrativeContent_27","<div></div>"
"849","53c0487e-aae3-4827-b8b5-fd22dc36d6c7","Caffeine, Alcohol, Tobacco, and Other Habits","SECTION 5.5.2","5.5.2","NarrativeContent_28","<div><p>Not applicable</p></div>"
"850","45f94f5b-965b-419f-9d7b-25ce1e8e6f09","Physical Activity","SECTION 5.5.3","5.5.3","NarrativeContent_29","<div></div>"
"851","ed0af49d-7be4-487d-b6cb-07ec5f6f51e0","Other Activity","SECTION 5.5.4","5.5.4","NarrativeContent_30","<div></div>"
"852","7fa5aa11-d8ce-4656-9a49-b3e42d6aeb45","Screen Failures","SECTION 5.6","5.6","NarrativeContent_31","<div></div>"
"853","0b4f28a5-aca7-4e5c-8eb2-2e70d19998e2","TRIAL INTERVENTION AND CONCOMITANT THERAPY","SECTION 6","6","NarrativeContent_32","<div></div>"
"854","3fb32722-47fd-435a-a680-2a3629a5cdd0","Description of Trial Intervention","SECTION 6.1","6.1","NarrativeContent_33","<div></div>"
"855","bae0b008-7b23-4e9d-84c2-1ff2c4edd553","Rationale for Trial Intervention","SECTION 6.2","6.2","NarrativeContent_34","<div></div>"
"856","93ea7b76-7c11-4aa8-8f66-3c0e3a93c0b1","Dosing and Administration","SECTION 6.3","6.3","NarrativeContent_35","<div></div>"
"857","dbc094b6-1668-4e37-bcba-692a8ed3d5a4","Trial Intervention Dose Modification","SECTION 6.3.1","6.3.1","NarrativeContent_36","<div></div>"
"858","b582d406-f1fb-41b2-a279-f5081c55867f","Treatment of Overdose","SECTION 6.4","6.4","NarrativeContent_37","<div></div>"
"859","f0bed56d-2da5-4efa-b874-588909e5ecc1","Preparation, Handling, Storage and Accountability","SECTION 6.5","6.5","NarrativeContent_38","<div></div>"
"860","e668381b-c759-478f-ac3c-8b92c4c04ff2","Preparation of Trial Intervention","SECTION 6.5.1","6.5.1","NarrativeContent_39","<div></div>"
"861","64d0aff8-b767-4bc8-b5e0-006f3fe6f1c3","Handling and Storage of Trial Intervention","SECTION 6.5.2","6.5.2","NarrativeContent_40","<div></div>"
"862","4b252be7-5bbb-4c3e-9f57-99339a62924d","Accountability of Trial Intervention","SECTION 6.5.3","6.5.3","NarrativeContent_41","<div></div>"
"863","16bfc876-840c-4873-bf34-0bd408249db9","Participant Assignment, Randomisation and Blinding","SECTION 6.6","6.6","NarrativeContent_42","<div></div>"
"864","be7ede9d-0fe1-47db-81d5-8a7d08243996","Participant Assignment","SECTION 6.6.1","6.6.1","NarrativeContent_43","<div></div>"
"865","fd0a8a72-6740-4079-9377-3be5533c1409","Randomisation","SECTION 6.6.2","6.6.2","NarrativeContent_44","<div></div>"
"866","a2a473e1-ebc6-4c49-906d-dec8dba409d9","Blinding and Unblinding","SECTION 6.6.3","6.6.3","NarrativeContent_45","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>"
"867","5c8b0820-73f5-4498-951d-beb41e947df5","Trial Intervention Compliance","SECTION 6.7","6.7","NarrativeContent_46","<div></div>"
"868","28589a2b-9ca3-4c19-982d-b2d48deef722","Concomitant Therapy","SECTION 6.8","6.8","NarrativeContent_47","<div></div>"
"869","0a4073f0-bd8e-4333-9b54-4ef5150a3133","Prohibited Concomitant Therapy","SECTION 6.8.1","6.8.1","NarrativeContent_48","<div></div>"
"870","f0f7734e-b877-4313-af6b-bc14bca64850","Permitted Concomitant Therapy","SECTION 6.8.2","6.8.2","NarrativeContent_49","<div></div>"
"871","321633ba-5906-43ad-8fe3-83812bedbcf3","Rescue Therapy","SECTION 6.8.3","6.8.3","NarrativeContent_50","<div></div>"
"872","11927729-a9af-4229-80ca-55178a43dffc","Other Therapy","SECTION 6.8.4","6.8.4","NarrativeContent_51","<div></div>"
"873","2afc96cf-92e9-45fb-aa16-dd4b7c6735fd","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","7","NarrativeContent_52","<div></div>"
"874","65ca4add-b9fd-4753-a44d-ba172a0a5028","Discontinuation of Trial Intervention","SECTION 7.1","7.1","NarrativeContent_53","<div></div>"
"875","4a33d8ba-7aca-46d8-ad7e-5ea8d8edc6e7","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","7.1.1","NarrativeContent_54","<div></div>"
"876","2693a5dd-d35a-4f66-ba1b-bcf9a2316816","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","7.1.2","NarrativeContent_55","<div></div>"
"877","3ded6d34-b388-41b4-ab4f-49ff8025b1a9","Rechallenge","SECTION 7.1.3","7.1.3","NarrativeContent_56","<div></div>"
"878","1c537ebf-6cbb-4448-af66-8a5df4719a21","Participant Withdrawal from the Trial","SECTION 7.2","7.2","NarrativeContent_57","<div></div>"
"879","01558686-714d-4a00-9d86-1c4e4efddba9","Lost to Follow-Up","SECTION 7.3","7.3","NarrativeContent_58","<div></div>"
"880","767c858c-920f-4f9f-ad30-8305ef213b2c","Trial Stopping Rules","SECTION 7.4","7.4","NarrativeContent_59","<div></div>"
"881","2fa201bd-c410-42ea-b06f-e7effd6d776b","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","8","NarrativeContent_60","<div></div>"
"882","cf39b4f0-70e5-45e9-8f3c-2506f0355396","Screening/Baseline Assessments and Procedures","SECTION 8.1","8.1","NarrativeContent_61","<div></div>"
"883","13cad23c-a3fc-4866-8fd7-31e64518fa46","Efficacy Assessments and Procedures","SECTION 8.2","8.2","NarrativeContent_62","<div></div>"
"884","ea168327-dcbb-428c-be26-b7594e480405","Safety Assessments and Procedures","SECTION 8.3","8.3","NarrativeContent_63","<div></div>"
"885","0a698aa3-2d84-4bb1-98c7-7d0d42fa8f27","Physical Examination","SECTION 8.3.1","8.3.1","NarrativeContent_64","<div></div>"
"886","95758526-b9ff-4bd6-8435-d2cf732478b1","Vital Signs","SECTION 8.3.2","8.3.2","NarrativeContent_65","<div></div>"
"887","6e47c8bf-2845-424d-be87-7fc5f4549ff1","Electrocardiograms","SECTION 8.3.3","8.3.3","NarrativeContent_66","<div></div>"
"888","97c26a5c-c69d-4a6c-8928-8590b4b21819","Clinical Laboratory Assessments","SECTION 8.3.4","8.3.4","NarrativeContent_67","<div></div>"
"889","6fe14ac9-67c6-4d64-90fb-b2c34f041c5d","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","8.3.5","NarrativeContent_68","<div></div>"
"890","0cae8cec-d887-4511-bdd8-9916c9d37425","Adverse Events and Serious Adverse Events","SECTION 8.4","8.4","NarrativeContent_69","<div></div>"
"891","dc3183ec-986c-4837-bc76-3acafd0d6bc6","Definitions of AE and SAE","SECTION 8.4.1","8.4.1","NarrativeContent_70","<div></div>"
"892","c2be8854-b3f3-4163-851f-aad37504713e","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","8.4.2","NarrativeContent_71","<div></div>"
"893","4c5e65d2-22b1-412d-929c-d143fcd46494","Identifying AEs and SAEs","SECTION 8.4.3","8.4.3","NarrativeContent_72","<div></div>"
"894","e033ed83-9128-45fc-9916-08dca33741d3","Recording of AEs and SAEs","SECTION 8.4.4","8.4.4","NarrativeContent_73","<div></div>"
"895","214fbbec-d238-4318-9ef4-55e0c2895cf8","Follow-up of AEs and SAEs","SECTION 8.4.5","8.4.5","NarrativeContent_74","<div></div>"
"896","386127ca-c00c-411e-b710-0bb910f81aee","Reporting of SAEs","SECTION 8.4.6","8.4.6","NarrativeContent_75","<div></div>"
"897","240c0398-8ef5-4dae-aab8-76772c559a34","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","8.4.7","NarrativeContent_76","<div></div>"
"898","ea383ed3-1db8-4587-8008-7038585fa984","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","8.4.8","NarrativeContent_77","<div></div>"
"899","79f3702b-9df3-448a-8056-52c1e6ed7974","Adverse Events of Special Interest","SECTION 8.4.9","8.4.9","NarrativeContent_78","<div></div>"
"900","1172f00f-9b5a-438d-ad39-9f0f2259c0eb","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","8.4.10","NarrativeContent_79","<div></div>"
"901","5ff363e7-e1c5-4eb3-853b-42ffe3cd25f0","Pregnancy and Postpartum Information","SECTION 8.5","8.5","NarrativeContent_80","<div></div>"
"902","0af6f7f0-3810-42d6-b1b6-20d4e9345463","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","8.5.1","NarrativeContent_81","<div></div>"
"903","44b81b60-1224-4f32-bab6-515f403e34d7","Participants Whose Partners Become Pregnant","SECTION 8.5.2","8.5.2","NarrativeContent_82","<div></div>"
"904","f3824346-40dd-4bd8-926b-03f20d685b17","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","8.6","NarrativeContent_83","<div></div>"
"905","66918793-20c6-4bb9-99ee-425ee696c158","Definition of Medical Device Product Complaints","SECTION 8.6.1","8.6.1","NarrativeContent_84","<div></div>"
"906","02e62589-70d9-461a-9d64-69a1a54fa6a6","Recording of Medical Device Product Complaints","SECTION 8.6.2","8.6.2","NarrativeContent_85","<div></div>"
"907","fd576166-c1c3-430b-b19c-1c310176a94a","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","8.6.3","NarrativeContent_86","<div></div>"
"908","4cfe7429-03de-4c53-9fed-3b316c78f16c","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","8.6.4","NarrativeContent_87","<div></div>"
"909","06218b34-7752-4e0b-b2ae-c0f2821e9449","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","8.6.5","NarrativeContent_88","<div></div>"
"910","7b823a30-9b61-40e9-9080-33310c382692","Pharmacokinetics","SECTION 8.7","8.7","NarrativeContent_89","<div></div>"
"911","c4053cb4-33ac-4d2d-99fa-d6dad3b02319","Genetics","SECTION 8.8","8.8","NarrativeContent_90","<div></div>"
"912","9b23a58e-b07c-4317-bff7-92cb51708117","Biomarkers","SECTION 8.9","8.9","NarrativeContent_91","<div></div>"
"913","bf71fd2f-a599-475a-b4fd-a4e4000037d4","Immunogenicity Assessments","SECTION 8.1","8.1","NarrativeContent_92","<div></div>"
"914","1cb33289-c921-40b3-8ef1-20133faf9f4c","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","8.1.1","NarrativeContent_93","<div></div>"
"915","9df37e9d-7adb-40bf-81b5-80727f86e1b3","STATISTICAL CONSIDERATIONS","SECTION 9","9","NarrativeContent_94","<div></div>"
"916","492ef348-9efe-4f1f-adbd-fd7633a63ca5","Analysis Sets","SECTION 9.1","9.1","NarrativeContent_95","<div></div>"
"917","32f6b86d-f238-4a55-ad57-38f49ba3c096","Analyses Supporting Primary Objective(s)","SECTION 9.2","9.2","NarrativeContent_96","<div></div>"
"918","d9552895-5240-4305-b276-2090642c5253","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","9.2.1","NarrativeContent_97","<div></div>"
"919","5de1d105-f305-44eb-a648-b6a2ce770b01","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","9.2.2","NarrativeContent_98","<div></div>"
"920","de4d866b-c243-4c6c-b216-41b0d6dedafc","Handling of Missing Data","SECTION 9.2.3","9.2.3","NarrativeContent_99","<div></div>"
"921","08ec9797-f70f-4e1a-94ba-dd1683bc6dfd","Sensitivity Analysis","SECTION 9.2.4","9.2.4","NarrativeContent_100","<div></div>"
"922","25f2d3dc-7ba8-4033-ab3e-d2cd5dcc9fc9","Supplementary Analysis","SECTION 9.2.5","9.2.5","NarrativeContent_101","<div></div>"
"923","6c4b5657-0df6-43ae-881b-51fc6ccb98ea","Analysis Supporting Secondary Objective(s)","SECTION 9.3","9.3","NarrativeContent_102","<div></div>"
"924","2a460703-4775-4d0c-8077-ae12748ade1b","Analysis of Exploratory Objective(s)","SECTION 9.4","9.4","NarrativeContent_103","<div></div>"
"925","8296db5d-54d7-4895-b197-347743d55911","Safety Analyses","SECTION 9.5","9.5","NarrativeContent_104","<div></div>"
"926","18e83aaa-98e6-4ee1-8ea1-7f4d5f6154c2","Other Analyses","SECTION 9.6","9.6","NarrativeContent_105","<div></div>"
"927","322746cb-5cb2-41b8-aa62-4340f528fbc0","Interim Analyses","SECTION 9.7","9.7","NarrativeContent_106","<div></div>"
"928","62ba42ad-c4ce-457e-8edb-d59e6c2f654f","Sample Size Determination","SECTION 9.8","9.8","NarrativeContent_107","<div></div>"
"929","7886afb7-462a-489f-9a6a-ff44aee36489","Protocol Deviations","SECTION 9.9","9.9","NarrativeContent_108","<div></div>"
"930","f0b439e2-71b6-4664-8616-f2d7283b0880","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","10","NarrativeContent_109","<div></div>"
"931","fd22c710-b3c6-4c0d-98ac-e1be68f54882","Regulatory and Ethical Considerations","SECTION 10.1","10.1","NarrativeContent_110","<div></div>"
"932","5cad8829-1873-4f02-a681-d17f6ee7c659","Committees","SECTION 10.2","10.2","NarrativeContent_111","<div></div>"
"933","cd91afb7-2f00-4ddf-8b65-137020f014cf","Informed Consent Process","SECTION 10.3","10.3","NarrativeContent_112","<div></div>"
"934","8fd7d713-3ab7-436d-b169-2eba79862c4f","Data Protection","SECTION 10.4","10.4","NarrativeContent_113","<div></div>"
"935","7a6e62b8-274a-434d-b882-e4a14b79deba","Early Site Closure or Trial Termination","SECTION 10.5","10.5","NarrativeContent_114","<div></div>"
"936","2018bf91-e2ba-45e6-a330-c9838dfa587b","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","11","NarrativeContent_115","<div></div>"
"937","22f9d66e-2f91-416e-a68d-92f42b5564e8","Quality Tolerance Limits","SECTION 11.1","11.1","NarrativeContent_116","<div></div>"
"938","5d201064-506e-40ed-ba57-fd776ff6761c","Data Quality Assurance","SECTION 11.2","11.2","NarrativeContent_117","<div></div>"
"939","ac5caad1-db4d-4eef-bbca-7f2d47272812","Source Data","SECTION 11.3","11.3","NarrativeContent_118","<div></div>"
"940","daae33b1-bd81-4192-9516-7d9d11891d55","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","12","NarrativeContent_119","<div></div>"
"941","60a33f6d-9b59-4623-a6a2-11f671ddb9d1","Further Details and Clarifications on the AE Definition","SECTION 12.1","12.1","NarrativeContent_120","<div></div>"
"942","20f3e23d-44bf-4f7b-97a2-eb9469bc7abf","Further Details and Clarifications on the SAE Definition","SECTION 12.2","12.2","NarrativeContent_121","<div></div>"
"943","c0f78866-dd22-4324-a60e-ee52e0fbf6f4","Severity","SECTION 12.3","12.3","NarrativeContent_122","<div></div>"
"944","af0d1f34-d674-431c-8ad4-4fd354e819ad","Causality","SECTION 12.4","12.4","NarrativeContent_123","<div></div>"
"945","8f556994-15fa-4df7-bf08-16be83d09230","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","13","NarrativeContent_124","<div></div>"
"946","507f0310-5567-478f-a71a-3062ed4f1090","Contraception and Pregnancy Testing","SECTION 13.1","13.1","NarrativeContent_125","<div></div>"
"947","f5f6aa56-cdf4-4891-b024-3765aba1e1e5","Definitions Related to Childbearing Potential","SECTION 13.1.1","13.1.1","NarrativeContent_126","<div></div>"
"948","9595e895-79ff-4ddf-848d-36d21800c803","Contraception","SECTION 13.1.2","13.1.2","NarrativeContent_127","<div></div>"
"949","2fc3560a-4fac-4aae-b1be-03b61970c434","Pregnancy Testing","SECTION 13.1.3","13.1.3","NarrativeContent_128","<div></div>"
"950","f2de50e5-b91a-46d6-9995-12fd037db1a1","Clinical Laboratory Tests","SECTION 13.2","13.2","NarrativeContent_129","<div></div>"
"951","e0e9e457-705d-41e0-a16f-ef214443da05","Country/Region-Specific Differences","SECTION 13.3","13.3","NarrativeContent_130","<div></div>"
"952","37304cdd-a526-4c42-9450-830ae1e3be0b","Prior Protocol Amendments","SECTION 13.4","13.4","NarrativeContent_131","<div></div>"
"953","f4bfb7c6-0388-446f-99e2-bf8fd10153dd","APPENDIX: GLOSSARY OF TERMS","SECTION 14","14","NarrativeContent_132","<div></div>"
"954","e978c9b2-1f10-41e9-a32d-1ace669bc45f","APPENDIX: REFERENCES","SECTION 15","15","NarrativeContent_133","<div></div>"
