"reference","uuid:ID","instanceType","synonyms","label","name","id"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","fa5253da-f9b7-4e43-b855-125e683df2c2","BiomedicalConcept","['Adverse Event Reported Term', 'AETERM']","Adverse Event","Adverse Event","BiomedicalConcept_1"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","94e84073-7c38-4a02-b107-314225b243f7","BiomedicalConcept","['SYSBP']","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept_2"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","2611e8f7-2ff5-44f5-8ed4-b4838c39a378","BiomedicalConcept","['DIABP']","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept_3"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","ee277d55-461f-45dd-9610-98deaff47275","BiomedicalConcept","['Temperature']","Body Temperature","Body Temperature","BiomedicalConcept_4"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","e9a4a8cb-9f68-46f9-aa84-f193f26d8c34","BiomedicalConcept","['Weight']","Body Weight","Body Weight","BiomedicalConcept_5"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","e68f4953-0c01-43a7-9583-48839e40ed58","BiomedicalConcept","['Height']","Body Height","Body Height","BiomedicalConcept_6"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","bc7822a1-7813-4ef7-9aac-634b2fa2b15e","BiomedicalConcept","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","Alanine Aminotransferase Measurement","BiomedicalConcept_7"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","0ba4c2c1-13ed-4f97-815e-5ac7cffb84aa","BiomedicalConcept","['Albumin']","Albumin Measurement","Albumin Measurement","BiomedicalConcept_8"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","e32529e1-3f0c-412d-a816-2167aafef18a","BiomedicalConcept","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","Alkaline Phosphatase Measurement","BiomedicalConcept_9"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","fed5ca20-2728-4cce-81cb-da05c62b2db0","BiomedicalConcept","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","Aspartate Aminotransferase Measurement","BiomedicalConcept_10"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","af7a2ab7-f0f3-4569-a349-ec3eebf97900","BiomedicalConcept","['Creatinine']","Creatinine Measurement","Creatinine Measurement","BiomedicalConcept_11"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","02c68c90-2628-4e0d-bce6-0c55768fab77","BiomedicalConcept","['Potassium', 'K']","Potassium Measurement","Potassium Measurement","BiomedicalConcept_12"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","db5339ae-abab-458a-aad7-7becd64f497e","BiomedicalConcept","['Sodium', 'NA']","Sodium Measurement","Sodium Measurement","BiomedicalConcept_13"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","330d2cd8-2c65-4a21-8458-c79b7be3b31b","BiomedicalConcept","['SYSBP']","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept_14"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","95a99e89-519a-4ef0-912a-33e18048d6bd","BiomedicalConcept","['DIABP']","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept_15"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","3abe2f89-c58e-45d4-a9fb-8728d6efb891","BiomedicalConcept","","Heart Rate","Heart Rate","BiomedicalConcept_16"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","04b3eac8-6fd2-44f8-b64e-439206d8138f","BiomedicalConcept","['SYSBP']","Systolic Blood Pressure","Systolic Blood Pressure","BiomedicalConcept_17"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","f3f88e67-f7f5-42b7-a373-48ba3798a01c","BiomedicalConcept","['DIABP']","Diastolic Blood Pressure","Diastolic Blood Pressure","BiomedicalConcept_18"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","e82ffd57-d19c-4b66-ae6c-e1d5ea50df91","BiomedicalConcept","","Heart Rate","Heart Rate","BiomedicalConcept_19"
