"decode","uuid:ID","codeSystem","instanceType","codeSystemVersion","code","id"
"Unit of Catalytic Activity Concentration","9d25a676-6566-4e7e-bb29-1851527530b3","http://www.cdisc.org","Code","2023-12-15","C67365","Code_472"
"Biospecimen Type","1d52991c-bdfa-4279-8b5f-3e5ec976c9b4","http://www.cdisc.org","Code","2023-12-15","C70713","Code_473"
"No","f6bbd5bb-602c-41bb-a9c9-af067f98fa02","http://www.cdisc.org","Code","2023-12-15","C49487","Code_474"
"Yes","c89200fe-c8b8-420b-a420-72e8ed1b1f00","http://www.cdisc.org","Code","2023-12-15","C49488","Code_475"
"Laboratory Test Fasting Status","34f75204-8642-4997-82ff-e0a829c82764","http://www.cdisc.org","Code","2023-12-15","C83309","Code_476"
"ALT","0c5157c9-2567-44df-adbc-2ad8d4f12514","http://www.cdisc.org","Code","2023-12-15","C64433","Code_477"
"ALB","6eff2230-80cf-4ec0-b874-2d15eca8a05d","http://www.cdisc.org","Code","2023-12-15","C64431","Code_478"
"Laboratory Test Result","eda06f7f-df7b-4b8f-b614-181507e8546d","http://www.cdisc.org","Code","2023-12-15","C36292","Code_479"
"Biospecimen Type","88cce087-725b-40b9-a509-242686d431be","http://www.cdisc.org","Code","2023-12-15","C70713","Code_480"
"No","448be109-e8ee-4681-9816-f3a75b013a2a","http://www.cdisc.org","Code","2023-12-15","C49487","Code_481"
"Yes","80dda218-efaa-4891-9d79-525329ae9dd4","http://www.cdisc.org","Code","2023-12-15","C49488","Code_482"
"Laboratory Test Fasting Status","16a106e8-ee6b-4502-8ce6-5c760e1dd5ae","http://www.cdisc.org","Code","2023-12-15","C83309","Code_483"
"ALB","a9bd8ebb-23ee-4f7d-8e1b-a67d0b4492d6","http://www.cdisc.org","Code","2023-12-15","C64431","Code_484"
"ALP","919bff02-d2ef-449e-a693-8e95fa876fa6","http://www.cdisc.org","Code","2023-12-15","C64432","Code_485"
"Laboratory Test Result","03614abe-4c36-447a-98e1-7bbd355ee0ee","http://www.cdisc.org","Code","2023-12-15","C36292","Code_486"
"Unit per Liter","3ade61b8-8624-47d7-8921-8d0a31406649","http://www.cdisc.org","Code","2023-12-15","C67456","Code_487"
"Microkatal per Liter","af03ae28-9f5e-4cd5-bb92-24baa93da9a6","http://www.cdisc.org","Code","2023-12-15","C67397","Code_488"
"International Unit per Liter","4fdb8d10-adbf-457e-bf8d-7ff70908959f","http://www.cdisc.org","Code","2023-12-15","C67376","Code_489"
"Unit of Catalytic Activity Concentration","662e3054-9a9a-4c8c-9b42-d7d959b9e550","http://www.cdisc.org","Code","2023-12-15","C67365","Code_490"
"Biospecimen Type","462bc07b-b3e1-473b-bb3d-ee6fc9f11edf","http://www.cdisc.org","Code","2023-12-15","C70713","Code_491"
"No","9b9c6c9b-f421-4ead-ab35-8a53728f4db8","http://www.cdisc.org","Code","2023-12-15","C49487","Code_492"
"Yes","3fc7c579-d415-43d3-93da-41cfc77e1b4a","http://www.cdisc.org","Code","2023-12-15","C49488","Code_493"
"Laboratory Test Fasting Status","5e4bb411-ad1b-4d76-ace3-044a8b942565","http://www.cdisc.org","Code","2023-12-15","C83309","Code_494"
"ALP","8385a9d4-1fee-48b0-8473-0f508bf0ab5f","http://www.cdisc.org","Code","2023-12-15","C64432","Code_495"
"AST","cf1e8cc0-26af-4216-b60d-35db3931a589","http://www.cdisc.org","Code","2023-12-15","C64467","Code_496"
"Laboratory Test Result","e8eaa787-8871-4319-88d1-d1db7941d78e","http://www.cdisc.org","Code","2023-12-15","C36292","Code_497"
"Unit per Liter","b376c568-9b71-401f-a110-3e415fc94164","http://www.cdisc.org","Code","2023-12-15","C67456","Code_498"
"Microkatal per Liter","6b00b1a2-279c-41be-9576-92d302283277","http://www.cdisc.org","Code","2023-12-15","C67397","Code_499"
"International Unit per Liter","a3300cbf-ca01-4536-b574-45e40698d923","http://www.cdisc.org","Code","2023-12-15","C67376","Code_500"
"Unit of Catalytic Activity Concentration","9a1a8a13-32b6-46ca-ad01-9fe26cf41fd5","http://www.cdisc.org","Code","2023-12-15","C67365","Code_501"
"Biospecimen Type","e18d87d2-b635-45ad-97f3-444cd45b5c34","http://www.cdisc.org","Code","2023-12-15","C70713","Code_502"
"No","4e2e4385-af7d-47f7-9c50-4d5c2b85b6ef","http://www.cdisc.org","Code","2023-12-15","C49487","Code_503"
"Yes","de9ff705-2512-4d04-96de-4f98c3d6fa5d","http://www.cdisc.org","Code","2023-12-15","C49488","Code_504"
"Laboratory Test Fasting Status","7d45a3be-001e-4b1a-8184-5d788f9db475","http://www.cdisc.org","Code","2023-12-15","C83309","Code_505"
"AST","3ef1bfef-cd0d-46d3-998a-c29a8020b041","http://www.cdisc.org","Code","2023-12-15","C64467","Code_506"
"CREAT","295b595d-b971-45bf-b5d0-104048096890","http://www.cdisc.org","Code","2023-12-15","C64547","Code_507"
"Laboratory Test Result","5a796278-bdb6-4cf9-acfc-71cc09f633bb","http://www.cdisc.org","Code","2023-12-15","C36292","Code_508"
"Milligram per Deciliter","0dc681c1-18d2-4e74-b0d2-d8f145fb35cb","http://www.cdisc.org","Code","2023-12-15","C67015","Code_509"
"Microgram per Milliliter","4ac0e2d2-63c3-4bbd-afdb-c9808d078e7c","http://www.cdisc.org","Code","2023-12-15","C64572","Code_510"
"Millimole per Liter","8b2bea5f-e6e5-465b-8dfe-fe5efad0aa2a","http://www.cdisc.org","Code","2023-12-15","C64387","Code_511"
"Micromole per Liter","9c92bb30-3e3e-4956-b7a2-f54f5f3ab1fb","http://www.cdisc.org","Code","2023-12-15","C48508","Code_512"
"Unit of Concentration","3f790b25-9b4c-4e78-aa1b-65b4b148821b","http://www.cdisc.org","Code","2023-12-15","C48207","Code_513"
"Biospecimen Type","02fae46c-a5ef-4454-aa8b-dc298bcf9742","http://www.cdisc.org","Code","2023-12-15","C70713","Code_514"
"No","41d0b040-c8c4-4cc1-af03-2e02e6bbea6f","http://www.cdisc.org","Code","2023-12-15","C49487","Code_515"
"Yes","4297dbd8-78be-49a6-934e-fe28b91f3e1b","http://www.cdisc.org","Code","2023-12-15","C49488","Code_516"
"Laboratory Test Fasting Status","618fc31c-d93a-4a2d-a9e9-60db834ddb03","http://www.cdisc.org","Code","2023-12-15","C83309","Code_517"
"CREAT","a678e46c-6f36-4cd5-b857-a66cfccf5baa","http://www.cdisc.org","Code","2023-12-15","C64547","Code_518"
"K","297f1816-caec-46f7-b390-2c38c5451c12","http://www.cdisc.org","Code","2023-12-15","C64853","Code_519"
"Laboratory Test Result","623b4ee1-d724-49a0-ac89-cb993c4863a6","http://www.cdisc.org","Code","2023-12-15","C36292","Code_520"
"Milliequivalent per Liter","a595b793-d0db-4638-86b7-93137598efde","http://www.cdisc.org","Code","2023-12-15","C67474","Code_521"
"Milliequivalent per Deciliter","e30304bf-db37-4664-9d01-90e8a1ce36f4","http://www.cdisc.org","Code","2023-12-15","C67473","Code_522"
"Millimole per Liter","45a385ac-6154-45f0-9317-157c1657d3bb","http://www.cdisc.org","Code","2023-12-15","C64387","Code_523"
"Molarity Unit","8d4a82df-9ea3-44cb-a25a-6e3b9d849690","http://www.cdisc.org","Code","2023-12-15","C64567","Code_524"
"Biospecimen Type","b2ee3b07-bc6d-42cd-b378-24a5c2e726cf","http://www.cdisc.org","Code","2023-12-15","C70713","Code_525"
"No","e47ccbcb-0a50-4fc6-ae86-7a819c39712a","http://www.cdisc.org","Code","2023-12-15","C49487","Code_526"
"Yes","fc501e58-c726-4a92-9ebc-68bbd4008789","http://www.cdisc.org","Code","2023-12-15","C49488","Code_527"
"Laboratory Test Fasting Status","4db6a952-260c-46f3-8456-b3c17b0646bb","http://www.cdisc.org","Code","2023-12-15","C83309","Code_528"
"K","221bebaf-51b7-4886-9f63-ae134512943c","http://www.cdisc.org","Code","2023-12-15","C64853","Code_529"
"SODIUM","cd392682-3f87-4a7b-a335-9fd9e64817ac","http://www.cdisc.org","Code","2023-12-15","C64809","Code_530"
"Laboratory Test Result","b4b29d53-c323-403b-8c3e-5ea163e062d4","http://www.cdisc.org","Code","2023-12-15","C36292","Code_531"
"Milliequivalent per Liter","545719e4-8272-4cef-8efa-4bd727db692f","http://www.cdisc.org","Code","2023-12-15","C67474","Code_532"
"Milliequivalent per Deciliter","6219ebbd-1a93-4a20-a4d5-3313bf3ca81e","http://www.cdisc.org","Code","2023-12-15","C67473","Code_533"
"Millimole per Liter","62d8740e-f5d9-4a75-b95c-4073de2eda4d","http://www.cdisc.org","Code","2023-12-15","C64387","Code_534"
"Molarity Unit","91688854-ef23-4f61-b184-88c3b08481b8","http://www.cdisc.org","Code","2023-12-15","C64567","Code_535"
"Biospecimen Type","7b30392a-25d8-443e-8442-67884c428cee","http://www.cdisc.org","Code","2023-12-15","C70713","Code_536"
"No","1d146710-2bec-4044-8fcd-0d9f5363024c","http://www.cdisc.org","Code","2023-12-15","C49487","Code_537"
"Yes","f9a4c121-fd86-4729-b439-226e6cd15c42","http://www.cdisc.org","Code","2023-12-15","C49488","Code_538"
"Laboratory Test Fasting Status","3be479e8-406a-4692-bc00-955389d410e7","http://www.cdisc.org","Code","2023-12-15","C83309","Code_539"
"SODIUM","9b70b604-128c-4dca-87f6-a6680d22659c","http://www.cdisc.org","Code","2023-12-15","C64809","Code_540"
"HBA1C","788d3243-dcd4-4181-81ba-f244082d9349","http://www.cdisc.org","Code","2023-12-15","C64849","Code_541"
"Laboratory Test Result","699cbd5c-ed52-4743-9bd8-90d1d264849b","http://www.cdisc.org","Code","2023-12-15","C36292","Code_542"
"Gram per Deciliter","e43c451c-65ad-4ccb-840d-8ad181166ba7","http://www.cdisc.org","Code","2023-12-15","C64783","Code_543"
"LBORRESU","8d6246ef-3f3c-4666-b0c6-b3ddf2f3163d","http://www.cdisc.org","Code","2023-12-15","No Concept Code","Code_544"
"Biospecimen Type","f6521e3b-cd62-4cdb-8062-0b9a5bf4089e","http://www.cdisc.org","Code","2023-12-15","C70713","Code_545"
"No","a4891879-9034-4b4b-8455-017b88cd7bed","http://www.cdisc.org","Code","2023-12-15","C49487","Code_546"
"Yes","e824de45-7578-4a19-bbac-71e62d154c1f","http://www.cdisc.org","Code","2023-12-15","C49488","Code_547"
"Laboratory Test Fasting Status","f2be01ba-f4e3-4b3a-ae33-0e14dad39852","http://www.cdisc.org","Code","2023-12-15","C83309","Code_548"
"HBA1C","fbde83c1-c9f9-4c27-b5a4-d6203229be16","http://www.cdisc.org","Code","2023-12-15","C64849","Code_549"
"Adverse Event Verbatim Description","bdccb5fd-6f8e-4807-9c63-abfb21538f49","http://www.cdisc.org","Code","2023-12-15","C78541","Code_145"
"Adverse Event Dictionary Derived Term","70891c1a-92bf-45aa-bcdd-adb4179a8f26","http://www.cdisc.org","Code","2023-12-15","C83344","Code_146"
"No","7e9d6e7c-4d60-409d-b037-4c17bb9bf1d0","http://www.cdisc.org","Code","2023-12-15","C49487","Code_147"
"Yes","7796bfda-27ce-44b0-9efc-539e70e658dc","http://www.cdisc.org","Code","2023-12-15","C49488","Code_148"
"Adverse Event Pre-specified","4326fc0f-6cd9-4806-8ac9-b4c92f87bfd6","http://www.cdisc.org","Code","2023-12-15","C87840","Code_149"
"Adverse Event Location","44846229-1e40-4950-84d0-8ece4adfda02","http://www.cdisc.org","Code","2023-12-15","C83205","Code_150"
"Severity of Adverse Event","5bd113e0-0746-4402-926f-fda7f17df5f7","http://www.cdisc.org","Code","2023-12-15","C53253","Code_151"
"No","b8788e38-cc37-4f6f-ba78-b6dc812b2e7c","http://www.cdisc.org","Code","2023-12-15","C49487","Code_152"
"Yes","c3b2061c-2f9b-4a5c-819e-516e53b4190f","http://www.cdisc.org","Code","2023-12-15","C49488","Code_153"
"Seriousness of Adverse Event","c2a4102c-151d-4256-934c-425c29d10538","http://www.cdisc.org","Code","2023-12-15","C53252","Code_154"
"Adverse Event Action Taken with Study Treatment","cd938dee-0f98-41f4-b1ec-35f7634488d0","http://www.cdisc.org","Code","2023-12-15","C83013","Code_155"
"Other Actions taken in Response to Adverse Event","ee4b4706-fb53-4d1e-828a-8c6ce5484cc2","http://www.cdisc.org","Code","2023-12-15","C83109","Code_156"
"Adverse Event Attribution to Product or Procedure","e7b7b3e3-f606-432e-91b5-c7c2a72868eb","http://www.cdisc.org","Code","2023-12-15","C41358","Code_157"
"Adverse Event Relationship to Non Study Treatment","6380d670-ce85-4434-bf5b-6119fbb9fa74","http://www.cdisc.org","Code","2023-12-15","C83210","Code_158"
"Adverse Event Pattern","834a4171-5493-412f-ae6b-e55a735bfa50","http://www.cdisc.org","Code","2023-12-15","C83208","Code_159"
"Adverse Event Outcome","e2e45162-e017-4eeb-a90e-fb6f8da8cb83","http://www.cdisc.org","Code","2023-12-15","C49489","Code_160"
"No","ed882bee-5b72-4912-9f2e-e112bc3b2e75","http://www.cdisc.org","Code","2023-12-15","C49487","Code_161"
"Yes","46407b49-4a2e-4ae3-8680-b9278354c8d7","http://www.cdisc.org","Code","2023-12-15","C49488","Code_162"
"Adverse Event Involves Cancer","df1f6a1d-a95b-441b-9a64-19e52a3673fa","http://www.cdisc.org","Code","2023-12-15","C83211","Code_163"
"No","af0d3050-5177-4db5-aa1f-5c9148fe959e","http://www.cdisc.org","Code","2023-12-15","C49487","Code_164"
"Yes","2383e0e7-cc7c-4cf8-8fe7-57743b83dc6c","http://www.cdisc.org","Code","2023-12-15","C49488","Code_165"
"Adverse Event Seriousness Due to Congenital Anomaly","cb7caaf9-3bc2-4c6f-82c9-df93a0329147","http://www.cdisc.org","Code","2023-12-15","C83117","Code_166"
"No","012b0169-73c0-4adf-a9b9-9ccd993aa274","http://www.cdisc.org","Code","2023-12-15","C49487","Code_167"
