"code","id","codeSystemVersion","uuid:ID","decode","codeSystem"
"C51282","Code_101","2023-09-29","3def4aa7-ac8d-4eaa-8ae0-2996433b320b","Clinic","http://www.cdisc.org"
"C175574","Code_102","2023-09-29","0d8a8526-8c6c-4611-9082-3594ff3c4061","In Person","http://www.cdisc.org"
"C25716","Code_103","2023-09-29","d5f72a5e-4908-457c-bb37-4811e0218953","Visit","http://www.cdisc.org"
"C51282","Code_104","2023-09-29","dc246017-ccb6-4b4d-809d-9486d630fbb8","Clinic","http://www.cdisc.org"
"C175574","Code_105","2023-09-29","15ef5494-7bd7-4a47-b735-4b5e25fc3b75","In Person","http://www.cdisc.org"
"383371000119108","Code_63","January 31, 2018","b85907a8-d8c2-4b11-aa25-817fe8aaab18","CT of head without contrast","SNOMED"
"123","Code_64","12","184aa996-1875-4a20-8217-2d0154e834bf","Supine for 5 minutes","SPONSOR"
"124","Code_65","12","813a5c30-4a9e-4f1e-8193-3c6ee91b3927","Standingfor 1-3 minutes","SPONSOR"
"C173522","Code_244","","709fd1f4-9d6d-4211-b031-23b68f42f07e","Vital Signs Result","NCI Thesaurus"
"C42537","Code_245","2023-09-29","21b53e8a-9434-48ec-a577-e781a8f9cf05","Kelvin","http://www.cdisc.org"
"C44276","Code_246","","5af9f045-e47a-458f-a3d3-dfab49553eb2","Unit of Temperature","NCI Thesaurus"
"C83088","Code_247","","15f2bfbe-e726-4d88-9ffb-08da2bb973b5","Vital Signs Location","NCI Thesaurus"
"C174446","Code_243","","0e1e4956-681d-4f2e-8ff4-847966cb5f2d","Body Temperature","NCI Thesaurus"
"C173522","Code_249","","ed4ccbad-f190-4902-ab1a-d926d69925e9","Vital Signs Result","NCI Thesaurus"
"C28252","Code_250","2023-09-29","84a4cc02-b665-47dc-b500-a322caf5141e","Kilogram","http://www.cdisc.org"
"C48155","Code_251","2023-09-29","e13d0742-a1c2-4d2e-bb51-234e4ae24e3f","Gram","http://www.cdisc.org"
"C48531","Code_252","2023-09-29","382ae5f9-e313-4208-9568-6ccbe680ae05","Pound","http://www.cdisc.org"
"C48208","Code_253","","c30e1955-2204-4bec-99ef-d19a38684433","Unit of Weight","NCI Thesaurus"
"C81328","Code_248","","c52fc229-e50d-41d6-ac3b-4749255d103d","Body Weight","NCI Thesaurus"
"C173522","Code_255","","69e8c3ef-e747-432f-a70f-d0acbd8979ee","Vital Signs Result","NCI Thesaurus"
"C49668","Code_256","2023-09-29","a2dc9894-32c2-4cb7-8e93-2d29e121f56a","Centimeter","http://www.cdisc.org"
"C48500","Code_257","2023-09-29","ce6bf730-2acb-4c18-a521-00b3d11c29c7","Inch","http://www.cdisc.org"
"C28251","Code_258","2023-09-29","7b308ce6-680f-4a3e-b9ea-82a46b3fcd64","Millimeter","http://www.cdisc.org"
"C41139","Code_259","2023-09-29","91306123-dc2e-4ac7-9894-de2ea52a7f9d","Meter","http://www.cdisc.org"
"C168688","Code_260","","ca75e87a-04f0-4e88-825a-ddd34595f954","Unit of Height","NCI Thesaurus"
"C164634","Code_254","","017786de-40ea-47ca-b472-1cad23527fc1","Body Height","NCI Thesaurus"
"C36292","Code_262","","1c4c1d50-beba-4f2f-a81d-3edf36e9bbdd","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_263","","24945f87-8ec0-47e0-bf62-325aba9317f7","Laboratory Test Fasting Status","NCI Thesaurus"
"C67365","Code_264","","57b62a5e-b580-48aa-8948-fead025c9b6e","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"C70713","Code_265","","fd00db5d-870f-412a-80ed-379abaaf29eb","Biospecimen Type","NCI Thesaurus"
"C64433","Code_261","","68dc8583-1027-4284-abba-0454be8e8924","Alanine Aminotransferase Measurement","NCI Thesaurus"
"C36292","Code_267","","f9bd53f4-3788-40b1-92c4-af8aa4481d8d","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_268","","059bcb7a-42d1-46af-8049-bb612313577d","Laboratory Test Fasting Status","NCI Thesaurus"
"C48207","Code_269","","9e7de4d8-d063-4d8a-b19e-414c0bc3318a","Unit of Concentration","NCI Thesaurus"
"C70713","Code_270","","9835ca0f-cb8b-4756-a5ad-f417e9d477f2","Biospecimen Type","NCI Thesaurus"
"C64431","Code_266","","e31e5d35-d405-45c5-8915-e869a231d02c","Albumin Measurement","NCI Thesaurus"
"C36292","Code_272","","d28526e6-ca1f-4c99-9f40-7721a140f85d","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_273","","debe9ad6-0610-4329-9ebe-2f21579fb085","Laboratory Test Fasting Status","NCI Thesaurus"
"C67365","Code_274","","1c7f731d-2848-4448-9569-6bf28826f6a2","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"C70713","Code_275","","0a070f32-1d97-4862-b002-011cfb2047ce","Biospecimen Type","NCI Thesaurus"
"C64432","Code_271","","8fda1c2e-7e38-4416-9154-db8c547161d7","Alkaline Phosphatase Measurement","NCI Thesaurus"
"C36292","Code_277","","53e7cbf1-7e17-4196-828a-b8f424016a65","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_278","","0cd39a0a-87e0-4c1d-9b36-226dcb19db9a","Laboratory Test Fasting Status","NCI Thesaurus"
"C67365","Code_279","","705d469e-1a2b-4d59-9c69-c7bb6707b8a8","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"C70713","Code_280","","8e1ece44-af88-41e9-8a74-7a598dd71cf5","Biospecimen Type","NCI Thesaurus"
"C64467","Code_276","","c2ac4c93-d8c2-4ed8-a449-f7a27b105799","Aspartate Aminotransferase Measurement","NCI Thesaurus"
"C36292","Code_282","","30b71e2c-544e-44d4-a24e-be2780093581","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_283","","c5965b86-abad-4219-892f-febe40fa8ba8","Laboratory Test Fasting Status","NCI Thesaurus"
"C48207","Code_284","","85d86544-23c9-4026-aff7-c7c7829296e5","Unit of Concentration","NCI Thesaurus"
"C70713","Code_285","","0c9e1e05-68c6-4487-a7d4-88caee05c02f","Biospecimen Type","NCI Thesaurus"
"C64547","Code_281","","2364bb53-d960-4d8a-9079-d8a8c9fbad83","Creatinine Measurement","NCI Thesaurus"
"C36292","Code_287","","a04b3511-4966-4f09-9fb9-99b7b00c3e90","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_288","","13911bcb-9430-463b-90d8-78979f4869aa","Laboratory Test Fasting Status","NCI Thesaurus"
"C64567","Code_289","","86af9a1c-f425-4325-8c17-3e080ab64e52","Molarity Unit","NCI Thesaurus"
"C70713","Code_290","","6d872d40-ec5d-4419-a01a-5c9f3b757a4f","Biospecimen Type","NCI Thesaurus"
"C64853","Code_286","","515225f9-b054-4a23-8361-65f7f363614c","Potassium Measurement","NCI Thesaurus"
"C36292","Code_292","","92b5ccf0-f327-4ac1-acd6-0da6266bfe19","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_293","","0ff97acd-fb5a-4b7d-988a-f87d27970a7f","Laboratory Test Fasting Status","NCI Thesaurus"
"C64567","Code_294","","19c82f4a-a990-4c70-a1b0-434fcf94f47b","Molarity Unit","NCI Thesaurus"
"C70713","Code_295","","d457528f-4796-461f-855c-817cc11cb703","Biospecimen Type","NCI Thesaurus"
"C64809","Code_291","","54e1ef72-f2ad-42a6-a6b6-f9582e0042e1","Sodium Measurement","NCI Thesaurus"
"C78541","Code_126","","4b2f2286-ef60-4f5e-808c-ced3a85b6ad4","Adverse Event Verbatim Description","NCI Thesaurus"
"C83344","Code_127","","f922e3a3-f2d7-4681-9ce1-4ee260d55c2c","Adverse Event Dictionary Derived Term","NCI Thesaurus"
"C83198","Code_128","","7fd3624d-c28a-46f3-b293-761288b3f0ab","Adverse Event Category","NCI Thesaurus"
"C83212","Code_129","","b355be24-c7f7-4853-84f7-ad43ac7af464","Adverse Event Subcategory","NCI Thesaurus"
"C87840","Code_130","","8d8a47e0-e97a-4392-9700-2bd27d1f9f0d","Adverse Event Pre-specified","NCI Thesaurus"
"C53253","Code_131","","ae58464d-6802-439a-8619-5aaa2e11032c","Severity of Adverse Event","NCI Thesaurus"
"C78605","Code_132","","a8e98ae1-9464-4282-97e8-cd210d74267b","Adverse Event Toxicity Grade","NCI Thesaurus"
"C53252","Code_133","","d3171e5c-8351-406a-ba1c-50bf21262ae5","Seriousness of Adverse Event","NCI Thesaurus"
"C17998","Code_134","2023-09-29","63630422-9791-4934-bc52-4bb3d00e6e16","Unknown","http://www.cdisc.org"
"C83013","Code_135","","45d7dbea-96c8-469f-8e61-289e0e9a29b0","Adverse Event Action Taken with Study Treatment","NCI Thesaurus"
"C41358","Code_136","","0332bbf6-8b7d-4d50-9b27-62679c2adc54","Adverse Event Attribution to Product or Procedure","NCI Thesaurus"
"C83208","Code_137","","b7fc66ac-44c8-49c1-a1ee-bc1c92160ed9","Adverse Event Pattern","NCI Thesaurus"
"C17998","Code_138","2023-09-29","e676a4e7-10fa-42ca-80c3-a17514b2e7b3","Unknown","http://www.cdisc.org"
"C49489","Code_139","","bb29c459-3915-4f57-9f64-49c17f8f8558","Adverse Event Outcome","NCI Thesaurus"
"C83215","Code_140","","6d8b4c24-a6f3-4cfb-bcef-71ccf8c04c55","Adverse Event Start Date Time","NCI Thesaurus"
"C83201","Code_141","","9cd9749b-5d57-48ee-b887-2f553df700e9","Adverse Event End Date Time","NCI Thesaurus"
"C41331","Code_125","","9740aa86-5bf6-4746-a81d-01eb189a2e0d","Adverse Event","NCI Thesaurus"
"C173522","Code_143","","b553bcbb-3d38-41ff-9831-1b20e65cc936","Vital Signs Result","NCI Thesaurus"
"C42547","Code_144","2023-09-29","bebca1d3-01a8-4d1f-bbb0-ccae13f5156e","Pascal","http://www.cdisc.org"
"C49669","Code_145","","21511983-646b-4172-85d7-a0ea3daa0b22","Unit of Pressure","NCI Thesaurus"
"C83088","Code_146","","c00d5b60-412e-4d7c-83aa-5cc6c9b9f1d9","Vital Signs Location","NCI Thesaurus"
"C123975","Code_147","","9c88da54-b6a3-45ad-aea9-880df5ef977e","Vital Signs Laterality","NCI Thesaurus"
"C82535","Code_148","","3d47dbd7-6f93-444c-9a49-19db54c32fc5","Test Method","NCI Thesaurus"
"C83114","Code_149","","f8758a22-cdef-4134-9072-b0d4ef3d5d0e","Vital Signs Position","NCI Thesaurus"
"C25298","Code_142","","04afb592-9112-4751-beda-673f7d9b407c","Systolic Blood Pressure","NCI Thesaurus"
"C173522","Code_151","","99960353-fd84-4cde-b896-dcacb2959cc9","Vital Signs Result","NCI Thesaurus"
"C42547","Code_152","2023-09-29","8ead91c0-0546-47ee-9715-17aa6c6dc123","Pascal","http://www.cdisc.org"
"C49669","Code_153","","d2d5c474-1149-4154-a4ba-3c3a412a4340","Unit of Pressure","NCI Thesaurus"
"C83088","Code_154","","d7d69b5a-20c0-41c2-8d39-7a3d5c105efe","Vital Signs Location","NCI Thesaurus"
"C123975","Code_155","","6b845ba7-5c6b-4c48-9513-178d6362f1d6","Vital Signs Laterality","NCI Thesaurus"
"C82535","Code_156","","5c257ec2-be57-4dd8-add6-cb0d0189c6f5","Test Method","NCI Thesaurus"
"C83114","Code_157","","391453a2-75d5-417a-9e3b-fc729e2424c3","Vital Signs Position","NCI Thesaurus"
"C25299","Code_150","","637e1eb3-51dc-44e7-ba7d-0407fa25df90","Diastolic Blood Pressure","NCI Thesaurus"
"C173522","Code_159","","0e1e4a4a-6fed-4c79-adda-8f4d2a7221a0","Vital Signs Result","NCI Thesaurus"
"C42537","Code_160","2023-09-29","d075e06e-1240-44ff-9c74-eb4ee407f091","Kelvin","http://www.cdisc.org"
"C44276","Code_161","","ffff1fd7-43dd-4afd-bad7-4f34693df47a","Unit of Temperature","NCI Thesaurus"
"C83088","Code_162","","94039895-5847-4497-8488-49e5ff1f5612","Vital Signs Location","NCI Thesaurus"
"C174446","Code_158","","8338574f-d5b4-4e29-9c53-6f60bf27aee5","Body Temperature","NCI Thesaurus"
"C173522","Code_164","","bd742928-ed97-433d-9920-a281eb80db4e","Vital Signs Result","NCI Thesaurus"
"C28252","Code_165","2023-09-29","d51e0f7d-2ec9-440f-80cb-c5e1898794bb","Kilogram","http://www.cdisc.org"
"C48155","Code_166","2023-09-29","b1104181-d5c8-44f5-aa01-2fb4963525ce","Gram","http://www.cdisc.org"
"C48531","Code_167","2023-09-29","7ff5ddbf-1ba6-4fbc-bbec-1e3cd256ac5d","Pound","http://www.cdisc.org"
"C48208","Code_168","","40e6c702-d89c-48ec-8154-7a20d20bcd06","Unit of Weight","NCI Thesaurus"
"C81328","Code_163","","ca184017-4fad-40ba-9aed-43cd477a1ac2","Body Weight","NCI Thesaurus"
"C173522","Code_170","","8acab893-f051-4af2-a092-0fd0194b86ea","Vital Signs Result","NCI Thesaurus"
"C49668","Code_171","2023-09-29","6a427acb-9610-4c1f-b86b-c75136521a85","Centimeter","http://www.cdisc.org"
"C48500","Code_172","2023-09-29","50ded2eb-2a44-45da-bfaa-76abfe36b913","Inch","http://www.cdisc.org"
"C28251","Code_173","2023-09-29","96c0dd67-8bbc-4b3f-8cd0-94d46c0f15c7","Millimeter","http://www.cdisc.org"
"C41139","Code_174","2023-09-29","e2f07d83-ebdf-4b60-b449-769bfda91328","Meter","http://www.cdisc.org"
"C168688","Code_175","","ae2c465b-ecc3-4f73-a3c2-23f522a82c75","Unit of Height","NCI Thesaurus"
"C164634","Code_169","","cb9b1208-2ab4-4df4-bca8-0064d6b9c132","Body Height","NCI Thesaurus"
"C36292","Code_177","","1d9a2a84-5379-4064-809f-f127a70d4f45","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_178","","977f43b9-bc12-43c5-9cc0-15660ecef0b5","Laboratory Test Fasting Status","NCI Thesaurus"
"C67365","Code_179","","d17432f3-6f40-4d2b-b834-7be0cba2fe11","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"C70713","Code_180","","b404b5a1-da27-44f8-8670-6abaaf1f9b6c","Biospecimen Type","NCI Thesaurus"
"C64433","Code_176","","e914d9d3-dc85-46b2-9d20-5f77e304658c","Alanine Aminotransferase Measurement","NCI Thesaurus"
"C36292","Code_182","","6372ea69-3d78-404a-b61c-6f791d74f055","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_183","","e821bbb9-f54c-47e4-a1aa-a9a2b2e7120e","Laboratory Test Fasting Status","NCI Thesaurus"
"C48207","Code_184","","572ca18b-99b2-42b8-b6fe-f427eeb670cb","Unit of Concentration","NCI Thesaurus"
"C70713","Code_185","","0ffae615-5519-4f10-b400-b827d9b02da9","Biospecimen Type","NCI Thesaurus"
"C64431","Code_181","","8604cdf1-eaa1-4716-bea7-23df3ab5cb29","Albumin Measurement","NCI Thesaurus"
"C36292","Code_187","","e6db1e54-c2c9-4744-8f60-508445fc6748","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_188","","906005ed-a0e1-4884-a29b-1ca57ba7eb0a","Laboratory Test Fasting Status","NCI Thesaurus"
"C67365","Code_189","","0c5c5ebb-d878-4e61-9616-54b36caaabf0","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"C70713","Code_190","","86479853-807f-413e-b368-28211fd73404","Biospecimen Type","NCI Thesaurus"
"C64432","Code_186","","c8a625d6-9c8a-44d4-8b3e-9a78178bd28c","Alkaline Phosphatase Measurement","NCI Thesaurus"
"C36292","Code_192","","1ded6c99-fe94-48b0-9f63-f9deda7b92a1","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_193","","609a9cff-17c9-47c5-891a-5bbd7cab2b84","Laboratory Test Fasting Status","NCI Thesaurus"
"C67365","Code_194","","56d823b8-ee53-47a4-9532-2ded964e5a76","Unit of Catalytic Activity Concentration","NCI Thesaurus"
"C70713","Code_195","","123fd8c7-3f06-43b4-b73a-a201f58db82c","Biospecimen Type","NCI Thesaurus"
"C64467","Code_191","","83a908ca-cfe1-48f3-b39b-813ea5e0e09d","Aspartate Aminotransferase Measurement","NCI Thesaurus"
"C36292","Code_197","","2e7d163b-e48f-4fb4-9c67-c7c55be84644","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_198","","a821412f-9942-44ab-a5ea-d855fa1a5463","Laboratory Test Fasting Status","NCI Thesaurus"
"C48207","Code_199","","5ca905e9-0281-402f-8fa3-f574530a9048","Unit of Concentration","NCI Thesaurus"
"C70713","Code_200","","9c4261ad-d350-4a84-ab80-3e90d56ed52c","Biospecimen Type","NCI Thesaurus"
"C64547","Code_196","","57322500-83a4-4cad-bdcb-2ae47d78f7a9","Creatinine Measurement","NCI Thesaurus"
"C36292","Code_202","","4a658ae7-d66f-4e16-b5e7-dc794a55fea9","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_203","","7d654d2e-3406-49b5-b5f7-7529b0a20211","Laboratory Test Fasting Status","NCI Thesaurus"
"C64567","Code_204","","6131e691-e282-44c2-bb34-7556e85ae919","Molarity Unit","NCI Thesaurus"
"C70713","Code_205","","4d7054c5-21f8-47d7-a89f-097de1a0682c","Biospecimen Type","NCI Thesaurus"
"C64853","Code_201","","1bdc76af-49d7-42dd-b01f-f1ee2995b735","Potassium Measurement","NCI Thesaurus"
"C36292","Code_207","","83b0ad0d-1c8b-4b32-90eb-10459029a8ea","Laboratory Test Result","NCI Thesaurus"
"C83309","Code_208","","e1f6ca6d-3d60-4f0c-a07e-dfb0e703dbbd","Laboratory Test Fasting Status","NCI Thesaurus"
"C64567","Code_209","","8ebcab35-d0cc-4f18-bd4b-f4c0c76300ef","Molarity Unit","NCI Thesaurus"
"C70713","Code_210","","34162e7e-e44b-4538-ae59-7ac69a841f73","Biospecimen Type","NCI Thesaurus"
"C64809","Code_206","","2e32b5b7-b3fc-4de1-8dd1-15f871f1ad0c","Sodium Measurement","NCI Thesaurus"
"C173522","Code_212","","43e259c7-918e-4bbc-a54a-30fe5b54e6b5","Vital Signs Result","NCI Thesaurus"
"C42547","Code_213","2023-09-29","81f1449c-79df-4a94-a2bd-ba00aa721344","Pascal","http://www.cdisc.org"
"C49669","Code_214","","a9246b57-5d73-4a58-9d1c-db14f0ccf3c0","Unit of Pressure","NCI Thesaurus"
"C83088","Code_215","","44b5db94-4eb4-495c-9ba3-e6cccfb53a43","Vital Signs Location","NCI Thesaurus"
"C123975","Code_216","","d966d93f-e985-486b-885e-0b9a588b5ab0","Vital Signs Laterality","NCI Thesaurus"
"C82535","Code_217","","fea393b2-df12-49b3-ae21-f079fad90a20","Test Method","NCI Thesaurus"
"C83114","Code_218","","bb6e9313-7e2f-40e0-bb59-0a82357339ec","Vital Signs Position","NCI Thesaurus"
"C25298","Code_211","","af6aba46-1b11-41de-aeb0-32be91b94e4a","Systolic Blood Pressure","NCI Thesaurus"
"C173522","Code_220","","accb2dc4-91f5-4a3d-9b0c-6bcd037f8de8","Vital Signs Result","NCI Thesaurus"
"C42547","Code_221","2023-09-29","4a1fb3f8-9bd5-4b89-909d-23b8425b843f","Pascal","http://www.cdisc.org"
"C49669","Code_222","","0b9a6d7b-1017-413a-80e9-d6d26774e31c","Unit of Pressure","NCI Thesaurus"
"C83088","Code_223","","b8e0d157-1430-4e58-804c-e4b81fe8eb49","Vital Signs Location","NCI Thesaurus"
"C123975","Code_224","","9fb5a31a-cb0a-4151-8401-7c544c319aca","Vital Signs Laterality","NCI Thesaurus"
"C82535","Code_225","","71215bc5-7c66-4ccf-9d33-61f885587f5c","Test Method","NCI Thesaurus"
"C83114","Code_226","","f5e30096-3cc9-44df-8183-7a4544b6648d","Vital Signs Position","NCI Thesaurus"
"C25299","Code_219","","b3039e00-b703-40bc-bd3e-556009aadc94","Diastolic Blood Pressure","NCI Thesaurus"
"C173522","Code_228","","a3906ab3-69a7-4340-9cbe-64b837afa3d1","Vital Signs Result","NCI Thesaurus"
"C42547","Code_229","2023-09-29","9df43995-d8d8-477f-9451-893a1de65e42","Pascal","http://www.cdisc.org"
"C49669","Code_230","","82ddc4d8-80ca-4054-bf0b-42e02475d7fb","Unit of Pressure","NCI Thesaurus"
"C83088","Code_231","","cc14c903-0a98-47c5-bede-7f84cd2acf59","Vital Signs Location","NCI Thesaurus"
"C123975","Code_232","","3528cb90-38fb-4df3-b0a5-cf75f55466f6","Vital Signs Laterality","NCI Thesaurus"
"C82535","Code_233","","732867dc-c954-476a-874b-5c26b6fb5259","Test Method","NCI Thesaurus"
"C83114","Code_234","","4434f890-f70c-4aba-8b01-93bf4fef120c","Vital Signs Position","NCI Thesaurus"
"C25298","Code_227","","e00a090c-4a33-4ac1-bdde-9ad7c4228ff5","Systolic Blood Pressure","NCI Thesaurus"
"C173522","Code_236","","c06a5b0a-25e4-427f-bad3-bd8a31cf0d51","Vital Signs Result","NCI Thesaurus"
"C42547","Code_237","2023-09-29","f480843a-4e68-4e57-973e-026d8151d23a","Pascal","http://www.cdisc.org"
